metric_id	family	vm_value	candidate_value	candidate_ci	distance	comparable	reason_if_not_comparable
D_LINE_COHERENCE	D	0.0082196498828	0.657915117671		1157.52512191	COMPARABLE	
D_LINE_EXCLUSIVITY	D	0.690562833576	0.181818181818		75.183496395	COMPARABLE	
D_LINE_PROGRESSION	D	2.55558901486e-05	0		1.1464571818	COMPARABLE	
D_LINE_VARIANCE_SHARE	D	0.211417265334	0		49.4168574852	COMPARABLE	
D_LOCUS_COHERENCE	D	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_LOCUS_EXCLUSIVITY	D	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_LOCUS_PROGRESSION	D	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_LOCUS_VARIANCE_SHARE	D	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_PAGE_COHERENCE	D	0	0.693005240374		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_PAGE_EXCLUSIVITY	D	0	0.181818181818		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_PAGE_PROGRESSION	D	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_PAGE_VARIANCE_SHARE	D	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_SECTION_COHERENCE	D	0	0.772727272727		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_SECTION_EXCLUSIVITY	D	0	0.227272727273		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_SECTION_PROGRESSION	D	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_SECTION_VARIANCE_SHARE	D	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
G01_ALPHABET_SIZE	G	0	22		0	NOT_COMPARABLE	metric absent from pre-frozen scale
G02_INITIAL_RESTRICTION_DENSITY	G	0	0		0	NOT_COMPARABLE	metric absent from pre-frozen scale
G03_FINAL_RESTRICTION_DENSITY	G	0	0		0	NOT_COMPARABLE	metric absent from pre-frozen scale
G04_BIGRAM_OCCUPANCY	G	0.292438271605	0		3.66497487945	COMPARABLE	
G05_TRIGRAM_OCCUPANCY	G	0.0336291152263	0		0.604750742023	COMPARABLE	
G06_SYMBOL_CONDITIONAL_ENTROPY_NORM	G	0.408488256482	0		4.38435032665	COMPARABLE	
G07_HIGHER_ORDER_ENTROPY_REDUCTION	G	0.0425021352386	0		3.16048440285	COMPARABLE	
G08_MEAN_SYMBOLS_PER_TOKEN	G	4.94629253428	1		106.045332612	COMPARABLE	
L01_LINE_TOKEN_COUNT_MEAN	L	0	10.5411449016		0	NOT_COMPARABLE	metric absent from pre-frozen scale
L02_LINE_SYMBOL_COUNT_MEAN	L	36.1717734448	10.5411449016		86.0937356172	COMPARABLE	
L03_BOUNDARY_SPECIALIZATION	L	0.688622028142	0.318181818182		142.51424088	COMPARABLE	
L04_POSITION_PROGRESSION	L	-0.0749907618179	0		7.44630796544	COMPARABLE	
L05_LINE_ASYMMETRY	L	0	0.31854676742		0	NOT_COMPARABLE	metric absent from pre-frozen scale
L06_SAME_LINE_COOCCURRENCE_DENSITY[FREQ_GE_10]	L	0.230606441806	0.990476190476		9.89535943954	COMPARABLE	
L06_SAME_LINE_COOCCURRENCE_DENSITY[FREQ_GE_5]	L	0.102101048542	0.904411764706		66.838579237	COMPARABLE	
L06_SAME_LINE_COOCCURRENCE_DENSITY[MATCHED_VOCAB]	L	0.230606441806	0.65367965368		140.044273881	COMPARABLE	
L06_SAME_LINE_COOCCURRENCE_DENSITY[TOP_100]	L	0.90404040404	0.65367965368		10.070924851	COMPARABLE	
L06_SAME_LINE_COOCCURRENCE_DENSITY[TOP_250]	L	0.533526104418	0.65367965368		14.7944077824	COMPARABLE	
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY[FREQ_GE_10]	L	0.769393558194	0.00952380952381		9.89535943954	COMPARABLE	
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY[FREQ_GE_5]	L	0.897898951458	0.0955882352941		66.838579237	COMPARABLE	
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY[MATCHED_VOCAB]	L	0.769393558194	0.34632034632		140.044273881	COMPARABLE	
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY[TOP_100]	L	0.0959595959596	0.34632034632		10.070924851	COMPARABLE	
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY[TOP_250]	L	0.466473895582	0.34632034632		14.7944077824	COMPARABLE	
S01_TRANSITION_DENSITY[FREQ_GE_10]	S	0.0395410207025	0.702222222222		23.1378452081	COMPARABLE	
S01_TRANSITION_DENSITY[FREQ_GE_5]	S	0.0152768495829	0.588235294118		168.597771536	COMPARABLE	
S01_TRANSITION_DENSITY[MATCHED_VOCAB]	S	0.0395410207025	0.371900826446		749.227430432	COMPARABLE	
S01_TRANSITION_DENSITY[TOP_100]	S	0.3424	0.371900826446		3.34420753528	COMPARABLE	
S01_TRANSITION_DENSITY[TOP_250]	S	0.122704	0.371900826446		129.692096241	COMPARABLE	
S02_TRANSITION_ZERO_DENSITY[FREQ_GE_10]	S	0.960458979298	0.297777777778		23.1378452081	COMPARABLE	
S02_TRANSITION_ZERO_DENSITY[FREQ_GE_5]	S	0.984723150417	0.411764705882		168.597771536	COMPARABLE	
S02_TRANSITION_ZERO_DENSITY[MATCHED_VOCAB]	S	0.960458979298	0.628099173554		749.227430432	COMPARABLE	
S02_TRANSITION_ZERO_DENSITY[TOP_100]	S	0.6576	0.628099173554		3.34420753528	COMPARABLE	
S02_TRANSITION_ZERO_DENSITY[TOP_250]	S	0.877296	0.628099173554		129.692096241	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM[FREQ_GE_10]	S	0.724278863225	0.705656771445		0.641171001001	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM[FREQ_GE_5]	S	0.681540227662	0.676792039871		0.482919857165	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM[MATCHED_VOCAB]	S	0.724278863225	0.621392782472		14.8256580916	COMPARABLE	
