window_start	window_end	tokens	new_types	new_type_rate
0	500	500	340	0.68000000000000005
500	1000	500	261	0.52200000000000002
1000	1500	500	221	0.442
1500	2000	500	197	0.39400000000000002
2000	2500	500	181	0.36199999999999999
2500	3000	500	203	0.40600000000000003
3000	3500	500	187	0.374
3500	4000	500	171	0.34200000000000003
4000	4500	500	158	0.316
4500	5000	500	158	0.316
5000	5500	500	138	0.27600000000000002
5500	6000	500	167	0.33400000000000002
6000	6500	500	173	0.34599999999999997
6500	7000	500	163	0.32600000000000001
7000	7500	500	122	0.24399999999999999
7500	8000	500	117	0.23400000000000001
8000	8500	500	125	0.25
8500	9000	500	104	0.20799999999999999
9000	9500	500	110	0.22
9500	10000	500	106	0.21199999999999999
10000	10500	500	130	0.26000000000000001
10500	11000	500	115	0.23000000000000001
11000	11500	500	91	0.182
11500	12000	500	101	0.20200000000000001
12000	12500	500	122	0.24399999999999999
12500	13000	500	99	0.19800000000000001
13000	13500	500	87	0.17399999999999999
13500	14000	500	87	0.17399999999999999
14000	14500	500	101	0.20200000000000001
14500	15000	500	117	0.23400000000000001
15000	15500	500	68	0.13600000000000001
15500	16000	500	90	0.17999999999999999
16000	16500	500	92	0.184
16500	17000	500	105	0.20999999999999999
17000	17500	500	111	0.222
17500	18000	500	91	0.182
18000	18500	500	113	0.22600000000000001
18500	19000	500	85	0.17000000000000001
19000	19500	500	74	0.14799999999999999
19500	20000	500	94	0.188
20000	20500	500	109	0.218
20500	21000	500	89	0.17799999999999999
21000	21500	500	81	0.16200000000000001
21500	22000	500	58	0.11600000000000001
22000	22500	500	78	0.156
22500	23000	500	88	0.17599999999999999
23000	23500	500	84	0.16800000000000001
23500	24000	500	121	0.24199999999999999
24000	24500	500	59	0.11799999999999999
24500	25000	500	56	0.112
25000	25500	500	60	0.12
25500	26000	500	82	0.16400000000000001
26000	26500	500	58	0.11600000000000001
26500	27000	500	63	0.126
27000	27500	500	52	0.104
27500	28000	500	90	0.17999999999999999
28000	28500	500	59	0.11799999999999999
28500	29000	500	60	0.12
29000	29500	500	75	0.14999999999999999
29500	30000	500	79	0.158
30000	30500	500	81	0.16200000000000001
30500	31000	500	86	0.17199999999999999
31000	31500	500	58	0.11600000000000001
31500	32000	500	42	0.084000000000000005
32000	32500	500	69	0.13800000000000001
32500	33000	500	56	0.112
33000	33500	500	63	0.126
33500	34000	500	59	0.11799999999999999
34000	34500	500	64	0.128
34500	35000	500	83	0.16600000000000001
35000	35500	500	82	0.16400000000000001
35500	36000	500	76	0.152
36000	36500	500	49	0.098000000000000004
36500	37000	500	57	0.114
37000	37500	500	46	0.091999999999999998
37500	38000	500	59	0.11799999999999999
38000	38500	500	48	0.096000000000000002
38500	39000	500	54	0.108
39000	39500	500	44	0.087999999999999995
39500	40000	500	54	0.108
40000	40500	500	46	0.091999999999999998
40500	41000	500	47	0.094
41000	41500	500	42	0.084000000000000005
41500	42000	500	47	0.094
42000	42500	500	49	0.098000000000000004
42500	43000	500	42	0.084000000000000005
43000	43500	500	35	0.070000000000000007
43500	43713	213	42	0.19718309859154928
0	1000	1000	601	0.60099999999999998
1000	2000	1000	418	0.41799999999999998
2000	3000	1000	384	0.38400000000000001
3000	4000	1000	358	0.35799999999999998
4000	5000	1000	316	0.316
5000	6000	1000	305	0.30499999999999999
6000	7000	1000	336	0.33600000000000002
7000	8000	1000	239	0.23899999999999999
8000	9000	1000	229	0.22900000000000001
9000	10000	1000	216	0.216
10000	11000	1000	245	0.245
11000	12000	1000	192	0.192
12000	13000	1000	221	0.221
13000	14000	1000	174	0.17399999999999999
14000	15000	1000	218	0.218
15000	16000	1000	158	0.158
16000	17000	1000	197	0.19700000000000001
17000	18000	1000	202	0.20200000000000001
18000	19000	1000	198	0.19800000000000001
19000	20000	1000	168	0.16800000000000001
20000	21000	1000	198	0.19800000000000001
21000	22000	1000	139	0.13900000000000001
22000	23000	1000	166	0.16600000000000001
23000	24000	1000	205	0.20499999999999999
24000	25000	1000	115	0.115
25000	26000	1000	142	0.14199999999999999
26000	27000	1000	121	0.121
27000	28000	1000	142	0.14199999999999999
28000	29000	1000	119	0.11899999999999999
29000	30000	1000	154	0.154
30000	31000	1000	167	0.16700000000000001
31000	32000	1000	100	0.10000000000000001
32000	33000	1000	125	0.125
33000	34000	1000	122	0.122
34000	35000	1000	147	0.14699999999999999
35000	36000	1000	158	0.158
36000	37000	1000	106	0.106
37000	38000	1000	105	0.105
38000	39000	1000	102	0.10199999999999999
39000	40000	1000	98	0.098000000000000004
40000	41000	1000	93	0.092999999999999999
41000	42000	1000	89	0.088999999999999996
42000	43000	1000	91	0.090999999999999998
43000	43713	713	77	0.10799438990182328
0	2000	2000	1019	0.50949999999999995
2000	4000	2000	742	0.371
4000	6000	2000	621	0.3105
6000	8000	2000	575	0.28749999999999998
8000	10000	2000	445	0.2225
10000	12000	2000	437	0.2185
12000	14000	2000	395	0.19750000000000001
14000	16000	2000	376	0.188
16000	18000	2000	399	0.19950000000000001
18000	20000	2000	366	0.183
20000	22000	2000	337	0.16850000000000001
22000	24000	2000	371	0.1855
24000	26000	2000	257	0.1285
26000	28000	2000	263	0.13150000000000001
28000	30000	2000	273	0.13650000000000001
30000	32000	2000	267	0.13350000000000001
32000	34000	2000	247	0.1235
34000	36000	2000	305	0.1525
36000	38000	2000	211	0.1055
38000	40000	2000	200	0.10000000000000001
40000	42000	2000	182	0.090999999999999998
42000	43713	1713	168	0.098073555166374782
