block_a	block_b	edges_a	edges_b	intersection	edge_jaccard	degree_rank_correlation	scc_overlap
G0/generic#0	G1/generic#0	2	2	1	0.3333333333	0.4968701095	0
G0/generic#0	G2/generic#0	2	3	0	0	0.1980454563	0
G0/generic#0	G3/generic#0	2	3	1	0.25	0.4037695732	0
G0/generic#0	G0/generic#1	2	2	1	0.3333333333	0.4968701095	0
G0/generic#0	G1/generic#1	2	2	0	0	-0.006259780908	0
G0/generic#0	G2/generic#1	2	3	0	0	-0.007678660664	0
G0/generic#0	G3/generic#1	2	2	0	0	-0.006259780908	0
G0/generic#0	G0/generic#2	2	2	0	0	-0.006259780908	0
G0/generic#0	G1/generic#2	2	1	0	0	-0.004419422777	0
G0/generic#0	G2/generic#2	2	2	0	0	-0.006259780908	0
G0/generic#0	G3/generic#2	2	4	1	0.2	0.3480048172	0
G0/generic#0	G0/generic#3	2	1	0	0	-0.004419422777	0
G0/generic#0	G1/generic#3	2	2	0	0	-0.006259780908	0
G0/generic#0	G2/generic#3	2	2	0	0	-0.006259780908	0
G0/generic#0	G3/generic#3	2	0	0	0	0	0
G0/generic#0	G0/generic#4	2	0	0	0	0	0
G0/generic#0	G1/generic#4	2	1	0	0	-0.004419422777	0
G0/generic#0	G2/generic#4	2	1	0	0	-0.004419422777	0
G0/generic#0	G3/generic#4	2	1	0	0	-0.004419422777	0
G0/generic#0	G0/generic#5	2	1	1	0.5	0.7060027887	0
G0/generic#0	G1/generic#5	2	1	0	0	-0.004419422777	0
G0/generic#0	G2/generic#5	2	0	0	0	0	0
G0/generic#0	G3/generic#5	2	2	1	0.3333333333	0.4968701095	0
G0/generic#0	G0/generic#6	2	2	0	0	-0.006259780908	0
G0/generic#0	G1/generic#6	2	2	0	0	-0.006259780908	0
G0/generic#0	G2/generic#6	2	2	0	0	-0.006259780908	0
G0/generic#0	G3/generic#6	2	0	0	0	0	0
G0/generic#0	G0/generic#7	2	0	0	0	0	0
G0/generic#0	G1/generic#7	2	3	0	0	0.1980454563	0
G0/generic#0	G2/generic#7	2	1	0	0	-0.004419422777	0
G0/generic#0	G3/generic#7	2	0	0	0	0	0
G0/generic#0	G0/generic#8	2	2	1	0.3333333333	0.5755434163	0
G0/generic#0	G1/generic#8	2	1	1	0.5	0.7060027887	0
G0/generic#0	G2/generic#8	2	0	0	0	0	0
G0/generic#0	G3/generic#8	2	0	0	0	0	0
G0/generic#0	G0/generic#9	2	0	0	0	0	0
G0/generic#0	G1/generic#9	2	4	1	0.2	0.3480048172	0
G0/generic#0	G2/generic#9	2	5	2	0.4	0.6294792542	0
G0/generic#0	G3/generic#9	2	3	2	0.6666666667	0.8152178071	0
G0/generic#0	G0/generic#10	2	1	0	0	-0.004419422777	0
G0/generic#0	G1/generic#10	2	2	0	0	-0.006259780908	0
G0/generic#0	G2/generic#10	2	1	0	0	-0.004419422777	0
