source	target	sign	permutations	empirical_p	fdr_q	max_block_observation_fraction	max_block_effect_weight_fraction	status
x000000	x000179	preferred	1000	1	1	1	0.04202829201	EXPECTED_FROM_NULL
x000000	x000214	preferred	1000	0.05194805195	0.2687416967	1	0.0331487643	EXPECTED_FROM_NULL
x000000	x000292	preferred	1000	0.1388611389	0.4832835704	1	0.0404218236	EXPECTED_FROM_NULL
x000000	x000293	preferred	1000	0.05294705295	0.2710801595	0.5	0.03280457752	EXPECTED_FROM_NULL
x000000	x000366	preferred	1000	0.02797202797	0.2489751628	1	0.0359787955	EXPECTED_FROM_NULL
x000000	x000401	preferred	1000	1	1	0	0.0329093096	EXPECTED_FROM_NULL
x000000	x000405	preferred	1000	1	1	0.5	0.03267536725	EXPECTED_FROM_NULL
x000000	x000408	preferred	1000	0.03496503497	0.2489751628	1	0.03262308981	EXPECTED_FROM_NULL
x000000	x000417	preferred	1000	0.1258741259	0.4475123155	1	0.03979970278	EXPECTED_FROM_NULL
x000000	x000418	preferred	1000	0.07992007992	0.3300699301	1	0.03335026117	EXPECTED_FROM_NULL
x000000	x000419	preferred	1000	0.1258741259	0.4475123155	0.5	0.03489422776	EXPECTED_FROM_NULL
x000000	x000420	preferred	10000	0.004699530047	0.2117351901	0.5	0.03438322976	EXPECTED_FROM_NULL
x000000	x000421	preferred	1000	1	1	0	0.03199682911	EXPECTED_FROM_NULL
x000000	x000424	preferred	1000	0.05994005994	0.2884106185	1	0.03439734987	EXPECTED_FROM_NULL
x000000	x000438	preferred	1000	1	1	1	0.0343477994	EXPECTED_FROM_NULL
x000000	x000474	preferred	1000	1	1	1	0.03580223036	EXPECTED_FROM_NULL
x000000	x000475	preferred	1000	1	1	0	0.03731061014	EXPECTED_FROM_NULL
x000000	x000483	preferred	1000	1	1	1	0.03487925434	EXPECTED_FROM_NULL
x000000	x000498	preferred	1000	1	1	0	0.03101677207	EXPECTED_FROM_NULL
x000000	x000569	preferred	1000	0.06893106893	0.3028567178	1	0.03563893688	EXPECTED_FROM_NULL
x000000	x000581	preferred	1000	1	1	0	0.03337006314	EXPECTED_FROM_NULL
x000000	x000607	preferred	1000	0.09390609391	0.3647324462	1	0.0321052414	EXPECTED_FROM_NULL
x000000	x000612	preferred	1000	0.05194805195	0.2687416967	1	0.03333439885	EXPECTED_FROM_NULL
x000000	x000617	preferred	1000	0.05294705295	0.2710801595	1	0.0320716656	EXPECTED_FROM_NULL
x000000	x000627	preferred	1000	1	1	1	0.0337523308	EXPECTED_FROM_NULL
x000000	x000630	preferred	1000	0.03896103896	0.2552699099	0.3333333333	0.03008660572	EXPECTED_FROM_NULL
x000000	x000643	preferred	1000	1	1	0.5	0.0315301322	EXPECTED_FROM_NULL
x000000	x000644	preferred	1000	1	1	0	0.03204223688	EXPECTED_FROM_NULL
x000000	x000645	preferred	1000	0.05194805195	0.2687416967	1	0.03390191582	EXPECTED_FROM_NULL
x000000	x000674	preferred	1000	1	1	1	0.0306435196	EXPECTED_FROM_NULL
x000000	x000697	preferred	1000	1	1	0	0.03330389211	EXPECTED_FROM_NULL
x000000	x001026	preferred	1000	1	1	1	0.02902675569	EXPECTED_FROM_NULL
x000001	x000115	preferred	1000	0.1318681319	0.4654832347	1	0.05088830411	EXPECTED_FROM_NULL
x000001	x000211	preferred	1000	1	1	1	0.04019628767	EXPECTED_FROM_NULL
x000001	x000212	preferred	1000	1	1	1	0.03709802262	EXPECTED_FROM_NULL
x000001	x000214	preferred	1000	1	1	0.5	0.03686602936	EXPECTED_FROM_NULL
x000001	x000373	preferred	1000	0.08991008991	0.3564755245	1	0.03337314595	EXPECTED_FROM_NULL
x000001	x000401	preferred	1000	1	1	0.6666666667	0.03391688722	EXPECTED_FROM_NULL
x000001	x000403	preferred	1000	0.1088911089	0.4033365737	0.5	0.03598966923	EXPECTED_FROM_NULL
x000001	x000404	preferred	1000	0.06693306693	0.2988470988	1	0.03303844235	EXPECTED_FROM_NULL
x000001	x000409	preferred	1000	1	1	0	0.03438349699	EXPECTED_FROM_NULL
x000001	x000416	preferred	1000	1	1	0	0.03458272252	EXPECTED_FROM_NULL
