candidate_id	block	observed_similarity	null_mean	null_sd	null_p95	null_p99	standardized_similarity	effect
distance-profile:aiin:ar	1/1#0	0.05788088399179515	0.07136899740758111	0.03915179089727888	0.14684402060531265	0.16564193140040115	-0.3445082103951319	-0.013488113415785964
distance-profile:aiin:ar	2/2#2	0.08803636649386154	0.04820813218537505	0.0243910982715435	0.09126744721104317	0.1000840905912767	1.6329004075619309	0.03982823430848649
distance-profile:aiin:ar	2/2#3	0.08777936249273545	0.044830358154547834	0.020670817807201158	0.079129677444748	0.08543764186639677	2.0777602869309475	0.042949004338187616
distance-profile:aiin:ar	2/2#8	0.10285538093996346	0.10497095264476784	0.024628484388974806	0.14921825424812343	0.16008431497052036	-0.08589938671790277	-0.002115571704804378
distance-profile:aiin:ar	3/2#1	0.08361689405989757	0.04540919183585972	0.01682035728131897	0.08110694655551866	0.08911887142270217	2.2715154966697466	0.03820770222403785
distance-profile:aiin:ar	X/3#0	0.10359540553975244	0.07810226400467227	0.02685180117473154	0.12214926765788299	0.13403620294848234	0.9494015455123392	0.02549314153508017
distance-profile:aiin:ar	Y/3#0	0.07241527725431181	0.03426903710552801	0.0163325482283439	0.06307048123165365	0.06975817505480661	2.335596357375751	0.038146240148783796
distance-profile:ain:al	2/2#8	0.0811403218315279	0.06775525645736731	0.02235439185734576	0.10780230063634365	0.12870420922785378	0.5987666969236828	0.013385065374160593
distance-profile:ar:ol	1/1#0	0.05239651202485695	0.0797307628039868	0.037803224388919365	0.15283047236516326	0.17093127377190354	-0.7230666489692845	-0.027334250779129855
distance-profile:ar:ol	2/2#3	0.07859555334205637	0.04767537918706993	0.020893836472594567	0.08093756114109946	0.08971382735797176	1.4798705922458486	0.030920174154986435
distance-profile:ar:ol	2/2#8	0.12411639892907735	0.10755500520728678	0.024567931896690775	0.15014150856139663	0.1633373499676497	0.6741061393133109	0.016561393721790565
distance-profile:ar:ol	3/4#0	0.0494309888376013	0.025518173182978606	0.021602861111215645	0.06129327989879478	0.10342330850242887	1.1069281763889962	0.023912815654622697
distance-profile:ar:ol	3/2#1	0.07118840513978637	0.04716800065045596	0.017158243432045295	0.08214644701285172	0.0892406016577292	1.3999337743669682	0.02402040448933041
distance-profile:ar:ol	X/3#0	0.10614354360295031	0.08167753555165255	0.02541012227835779	0.12333796726856415	0.13370930453848517	0.9628449553796854	0.024466008051297755
distance-profile:chedy:qokeey	2/2#8	0.14796056373684333	0.09930874387729488	0.025320967046209678	0.1444277683979185	0.16189528716565693	1.9214044933892518	0.048651819859548445
distance-profile:chedy:qokeey	X/3#0	0.10654558310461305	0.07514773508283276	0.026950803927256142	0.11885411832178	0.1325915953744976	1.1650059904159935	0.03139784802178029
distance-profile:chol:cthy	1/1#0	0.1376217650088875	0.05418007134338024	0.03259922829201806	0.11187674351646901	0.14684402060531265	2.5596217468110436	0.08344169366550727
distance-profile:chol:daiin	1/1#0	0.1685649890267577	0.07918815381316126	0.04443802492080046	0.16564193140040115	0.17093127377190354	2.0112692985992973	0.08937683521359645
distance-profile:chol:daiin	1/1#1	0.09861069839052165	0.032939564388511464	0.034713909946989155	0.1079293355224783	0.1079293355224783	1.8917815395124067	0.06567113400201019
distance-profile:chol:daiin	1/1#3	0.09779102867333128	0.04624999127581536	0.03229401438666311	0.11692311977764865	0.11692311977764865	1.5959935107603567	0.05154103739751592
distance-profile:chol:daiin	1/1#8	0.07213913590859375	0.04219862837834038	0.02353404831341305	0.07919343766672413	0.10220315617759446	1.272220874688568	0.029940507530253367
distance-profile:chol:daiin	1/1#9	0.0867231041736311	0.030815460209362905	0.026493255334102503	0.07274624203674916	0.08084063827968363	2.110259507909663	0.0559076439642682
distance-profile:chol:daiin	2/2#8	0.08129329984910216	0.1249405000701541	0.02217731189196178	0.16189528716565688	0.17174005249165641	-1.9681014738703282	-0.04364720022105194
distance-profile:chol:daiin	X/3#0	0.05265973986768714	0.09050674822211938	0.021875566235575218	0.12683215099012682	0.1441516322550998	-1.7301041695041202	-0.037847008354432235
distance-profile:chor:daiin	1/1#0	0.15981408000270772	0.07134606394435913	0.045167037524565086	0.15283047236516326	0.17093127377190354	1.9586853800237245	0.08846801605834859
distance-profile:chor:daiin	1/1#1	0.08987791807138572	0.030100113056337318	0.03580137326547152	0.1079293355224783	0.1079293355224783	1.6697070408944577	0.059777805015048396
distance-profile:dar:ol	1/1#0	0.07204352440135646	0.07499500926894759	0.036805661008404336	0.13845498217030838	0.17093127377190354	-0.08019105721038879	-0.002951484867591128
distance-profile:dar:ol	2/2#3	0.06904943102856213	0.044795274360811634	0.021567665534262655	0.079129677444748	0.08971382735797176	1.1245610531756463	0.0242541566677505
distance-profile:dar:ol	2/2#8	0.11955297986469644	0.09939196256112938	0.025749909984569486	0.1459439974093912	0.16189528716565693	0.7829548653043238	0.020161017303567064
distance-profile:dar:ol	3/2#1	0.0602205041541644	0.045792575865862474	0.017699859325822312	0.08110694655551866	0.08891095679895987	0.8151436699416604	0.014427928288301924
distance-profile:lchedy:qokain	2/2#8	0.08089209606317598	0.06767721355405285	0.023233574810767838	0.1117381230328191	0.1274313990506979	0.568783866312237	0.01321488250912313
