sequence	n	token_validity	sequence_status	shuffle_block_p	shuffle_block_fdr_q	markov_block_p
x000053 x010892	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.5674325674325674
x000053 x020319	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.6433566433566433
x000055 x010892	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.4995004995004995
x000544 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.45854145854145856
x000712 x000052	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.004995004995004995	0.005976166690452405	0.5214785214785215
x000712 x009249	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.03696303696303696	0.039103002260896996	0.5434565434565435
x000712 x009251	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0036508945599854695	0.46853146853146854
x000712 x018931	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.12887112887112886	0.1295154845154845	0.5154845154845155
x000713 x009248	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.03496503496503497	0.037185037185037184	0.4935064935064935
x000713 x009250	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.029970029970029972	0.032562032562032564	0.6093906093906094
x000713 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.013986013986013986	0.015446092369169292	0.3786213786213786
x000713 x018929	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.12787212787212787	0.1291572748859181	0.5824175824175825
x000714 x009249	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.03896103896103896	0.0410008839328211	0.5264735264735265
x000714 x009250	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.4195804195804196
x000714 x009251	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.003996003996003996	0.004838534959016887	0.4995004995004995
x000714 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.053946053946053944	0.05618215980910281	0.42957042957042957
x000714 x018930	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.06593406593406594	0.06831313016880028	0.5114885114885115
x000715 x009248	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.03196803196803197	0.03436136056456912	0.6793206793206793
x000715 x009249	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.04295704295704296	0.044970654345654344	0.5304695304695305
x000715 x009250	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.01098901098901099	0.012339615691571	0.5474525474525475
x000715 x009251	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.01098901098901099	0.012339615691571	0.5644355644355644
x000715 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.1068931068931069	0.10961997186486983	0.5164835164835165
x001053 x009250	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.005994005994005994	0.007087030616442382	0.6633366633366633
x001055 x000052	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.5414585414585414
x001168 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.34065934065934067
x001168 x018929	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.43956043956043955
x001169 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.005994005994005994	0.007087030616442382	0.5174825174825175
x001169 x018929	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0025417620354329217	0.4875124875124875
x001169 x018930	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.5354645354645354
x001170 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0036508945599854695	0.6473526473526473
x001170 x018929	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.3706293706293706
x001170 x018931	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.5874125874125874
x001171 x018929	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.42857142857142855
x001171 x018931	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.4325674325674326
x002536 x009249	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.33466533466533466
x002538 x009248	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.43756243756243757
x002555 x018931	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.6113886113886113
x002669 x011962	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.5154845154845155
x004157 x012466	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.44655344655344653
x005532 x018632	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.1888111888111888
x005534 x018634	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.5644355644355644
x005589 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.6653346653346653
x007412 x018931	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0036508945599854695	0.5894105894105894
x007413 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.5314685314685315
x007413 x018929	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.46253746253746253
x007641 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.5844155844155844
x007642 x018931	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0025417620354329217	0.7232767232767233
x008450 x001597	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.4915084915084915
x008689 x001596	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.4805194805194805
x008704 x008449	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.5264735264735265
x008705 x020556	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.6593406593406593
x008705 x020558	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.6403596403596403
x008706 x008449	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.4935064935064935
x008707 x020556	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.4965034965034965
x009248 x004159	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.6013986013986014
x009248 x008448	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0025417620354329217	0.45854145854145856
x009248 x008688	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.6673326673326674
x009248 x008690	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.44955044955044954
x009248 x016706	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.5024975024975025
x009249 x000636	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.6683316683316683
x009249 x002624	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.6633366633366633
x009249 x008689	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.4775224775224775
x009249 x008691	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.4405594405594406
x009250 x004156	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.41058941058941056
x009250 x008448	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.3996003996003996
x009250 x008688	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.4025974025974026
x009250 x008689	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.38161838161838163
x009250 x008690	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.6743256743256744
x009250 x020559	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.42357642357642356
x009251 x000639	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.7992007992007992
x009251 x008451	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.4015984015984016
x009251 x008688	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.45254745254745254
x009251 x008689	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.4015984015984016
x009436 x000698 x009103	3	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.013986013986013986
x009436 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.45454545454545453
x009436 x018929	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.6413586413586414
x009436 x018930	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.47352647352647353
x009436 x018931	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.3306693306693307
x009437 x000052	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0036508945599854695	0.6503496503496503
x009437 x018928	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.41858141858141856
x009437 x018929	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.0036508945599854695	0.6973026973026973
x009437 x018930	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.0013297960317827867	0.3126873126873127
