metric_id	family	vm_value	candidate_value	candidate_ci	distance	comparable	reason_if_not_comparable
D_LINE_COHERENCE	D	0.0082196498828	0.272626960911		396.879327846	COMPARABLE	
D_LINE_EXCLUSIVITY	D	0.690562833576	0.245856353591		61.6424495724	COMPARABLE	
D_LINE_PROGRESSION	D	2.55558901486e-05	-2.92393667588e-05		0.907920602911	COMPARABLE	
D_LINE_VARIANCE_SHARE	D	0.211417265334	0.0648031495334		21.87540523	COMPARABLE	
D_LOCUS_COHERENCE	D	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_LOCUS_EXCLUSIVITY	D	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_LOCUS_PROGRESSION	D	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_LOCUS_VARIANCE_SHARE	D	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_PAGE_COHERENCE	D	0	0.287198859862		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_PAGE_EXCLUSIVITY	D	0	0.339779005525		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_PAGE_PROGRESSION	D	0	-8.42605561702e-05		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_PAGE_VARIANCE_SHARE	D	0	0.022786459428		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_SECTION_COHERENCE	D	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_SECTION_EXCLUSIVITY	D	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_SECTION_PROGRESSION	D	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
D_SECTION_VARIANCE_SHARE	D	0	0		0	NOT_COMPARABLE	candidate or reference metric is not comparable
G01_ALPHABET_SIZE	G	0	33		0	NOT_COMPARABLE	metric absent from pre-frozen scale
G02_INITIAL_RESTRICTION_DENSITY	G	0	0.939393939394		0	NOT_COMPARABLE	metric absent from pre-frozen scale
G03_FINAL_RESTRICTION_DENSITY	G	0	0.454545454545		0	NOT_COMPARABLE	metric absent from pre-frozen scale
G04_BIGRAM_OCCUPANCY	G	0.292438271605	0.0918273645546		1.92441177679	COMPARABLE	
