segment_count	segment	checkpoint_n	vocabulary_size	heaps_beta	beta_effective	new_type_rate
4	0	100	96	0.83144042697053233	0	0.44134333821376281
4	0	200	180	0.83144042697053233	0.90689059560851981	0.44134333821376281
4	0	500	408	0.83144042697053233	0.89306842800887254	0.44134333821376281
4	0	1000	728	0.83144042697053233	0.83536929822720085	0.44134333821376281
4	0	2000	1251	0.83144042697053233	0.78107143396712397	0.44134333821376281
4	0	4000	2204	0.83144042697053233	0.81704243440533664	0.44134333821376281
4	0	8000	3843	0.83144042697053233	0.80210875249164548	0.44134333821376281
4	0	10928	4823	0.83144042697053233	0.7282862173040634	0.44134333821376281
4	1	100	94	0.82364306591160374	0	0.42203513909224011
4	1	200	183	0.82364306591160374	0.96111098660640693	0.42203513909224011
4	1	500	399	0.82364306591160374	0.85068552691144839	0.42203513909224011
4	1	1000	715	0.82364306591160374	0.84155449544340521	0.42203513909224011
4	1	2000	1256	0.82364306591160374	0.81282131722587525	0.42203513909224011
4	1	4000	2146	0.82364306591160374	0.77281361186489506	0.42203513909224011
4	1	8000	3675	0.82364306591160374	0.77609417385456692	0.42203513909224011
4	1	10928	4612	0.82364306591160374	0.72817604987666162	0.42203513909224011
4	2	100	97	0.81495389257274298	0	0.41343338213762809
4	2	200	187	0.81495389257274298	0.94698161770051037	0.41343338213762809
4	2	500	402	0.81495389257274298	0.83526270117239143	0.41343338213762809
4	2	1000	731	0.81495389257274298	0.86267590477350797	0.41343338213762809
4	2	2000	1333	0.81495389257274298	0.86673346913653693	0.41343338213762809
4	2	4000	2198	0.81495389257274298	0.72151460586025706	0.41343338213762809
4	2	8000	3568	0.81495389257274298	0.69892422897107431	0.41343338213762809
4	2	10928	4518	0.81495389257274298	0.75689074604733264	0.41343338213762809
4	3	100	91	0.81866808168557326	0	0.39152712965504621
4	3	200	173	0.81866808168557326	0.92683358743803035	0.39152712965504621
4	3	500	391	0.81866808168557326	0.88990965107740183	0.39152712965504621
4	3	1000	709	0.81866808168557326	0.85861701993216355	0.39152712965504621
4	3	2000	1234	0.81866808168557326	0.7994848619099022	0.39152712965504621
4	3	4000	2095	0.81866808168557326	0.76360784943729521	0.39152712965504621
4	3	8000	3457	0.81866808168557326	0.72257035967568495	0.39152712965504621
4	3	10929	4279	0.81866808168557326	0.68375973718919703	0.39152712965504621
8	0	100	96	0.84055279777204917	0	0.51354319180087848
8	0	200	180	0.84055279777204917	0.90689059560851981	0.51354319180087848
8	0	500	408	0.84055279777204917	0.89306842800887254	0.51354319180087848
8	0	1000	728	0.84055279777204917	0.83536929822720085	0.51354319180087848
8	0	2000	1251	0.84055279777204917	0.78107143396712397	0.51354319180087848
8	0	4000	2204	0.84055279777204917	0.81704243440533664	0.51354319180087848
8	0	5464	2806	0.84055279777204917	0.77427489868525112	0.51354319180087848
8	1	100	96	0.84370763930324921	0	0.51372620790629575
8	1	200	180	0.84370763930324921	0.90689059560851981	0.51372620790629575
8	1	500	409	0.84370763930324921	0.89574004909319116	0.51372620790629575
8	1	1000	749	0.84370763930324921	0.8728648755170012	0.51372620790629575
8	1	2000	1309	0.84370763930324921	0.80542747348649046	0.51372620790629575
