job_id	branch	corpus_id	corpus_label	generator_variant	scale	replicate	protocol_layer	model	candidate	fit	PM1	PM2	PM4	PM5	PM6	predictive_gate	generation	F2	structural_gate	complexity	final	first_failure	all_failure_reasons	failure_categories	evidence_attribution
j-0024f9af1c5807209dfc	NATURAL	n-7c11b2253ac5	Latin	0	SMALL	3	HISTORICAL_REPLICATION	M0	M0-003	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	AVAILABLE_GATE_NOT_RECORDED	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NUMERICALLY_UNSTABLE	GENERATION_FAILURE	COMPUTATIONAL_EVIDENCE
j-0024f9af1c5807209dfc	NATURAL	n-7c11b2253ac5	Latin	0	SMALL	3	HISTORICAL_REPLICATION	M1	M1-009	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	AVAILABLE_GATE_NOT_RECORDED	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NUMERICALLY_UNSTABLE	GENERATION_FAILURE	COMPUTATIONAL_EVIDENCE
j-0024f9af1c5807209dfc	NATURAL	n-7c11b2253ac5	Latin	0	SMALL	3	HISTORICAL_REPLICATION	M2	M2-007	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	AVAILABLE_GATE_NOT_RECORDED	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NUMERICALLY_UNSTABLE	GENERATION_FAILURE	COMPUTATIONAL_EVIDENCE
j-0024f9af1c5807209dfc	NATURAL	n-7c11b2253ac5	Latin	0	SMALL	3	HISTORICAL_REPLICATION	M3	M3-009	TRAINING_FAILED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	FAIL	TRAINING	TRAINING_FAILED	TRAINING_FAILURE	COMPUTATIONAL_EVIDENCE
j-0024f9af1c5807209dfc	NATURAL	n-7c11b2253ac5	Latin	0	SMALL	3	HISTORICAL_REPLICATION	M4	M4-027	TRAINING_FAILED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	FAIL	TRAINING	TRAINING_FAILED	TRAINING_FAILURE	COMPUTATIONAL_EVIDENCE
j-0024f9af1c5807209dfc	NATURAL	n-7c11b2253ac5	Latin	0	SMALL	3	HISTORICAL_REPLICATION	M5	M5-001	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-005d1f8c3789eec58d39	SYNTHETIC	s-1d31695c4e69	M1	3	LARGE	4	HISTORICAL_REPLICATION	M0	M0-003	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	PASS	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-005d1f8c3789eec58d39	SYNTHETIC	s-1d31695c4e69	M1	3	LARGE	4	HISTORICAL_REPLICATION	M1	M1-015	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-005d1f8c3789eec58d39	SYNTHETIC	s-1d31695c4e69	M1	3	LARGE	4	HISTORICAL_REPLICATION	M2	M2-004	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-005d1f8c3789eec58d39	SYNTHETIC	s-1d31695c4e69	M1	3	LARGE	4	HISTORICAL_REPLICATION	M3	M3-009	TRAINING_FAILED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	FAIL	TRAINING	TRAINING_FAILED	TRAINING_FAILURE	COMPUTATIONAL_EVIDENCE
j-005d1f8c3789eec58d39	SYNTHETIC	s-1d31695c4e69	M1	3	LARGE	4	HISTORICAL_REPLICATION	M4	M4-027	TRAINING_FAILED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	NOT_REACHED	FAIL	TRAINING	TRAINING_FAILED	TRAINING_FAILURE	COMPUTATIONAL_EVIDENCE
j-005d1f8c3789eec58d39	SYNTHETIC	s-1d31695c4e69	M1	3	LARGE	4	HISTORICAL_REPLICATION	M5	M5-014	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-011e192a0487150406fc	SYNTHETIC	s-614cdbd81cbf	M3	3	MEDIUM	7	HISTORICAL_REPLICATION	M0	M0-003	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-011e192a0487150406fc	SYNTHETIC	s-614cdbd81cbf	M3	3	MEDIUM	7	HISTORICAL_REPLICATION	M1	M1-016	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-011e192a0487150406fc	SYNTHETIC	s-614cdbd81cbf	M3	3	MEDIUM	7	HISTORICAL_REPLICATION	M2	M2-004	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-011e192a0487150406fc	SYNTHETIC	s-614cdbd81cbf	M3	3	MEDIUM	7	HISTORICAL_REPLICATION	M3	M3-004	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-011e192a0487150406fc	SYNTHETIC	s-614cdbd81cbf	M3	3	MEDIUM	7	HISTORICAL_REPLICATION	M4	M4-012	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-011e192a0487150406fc	SYNTHETIC	s-614cdbd81cbf	M3	3	MEDIUM	7	HISTORICAL_REPLICATION	M5	M5-001	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-0183c25414e43b3d67e9	SYNTHETIC	s-614cdbd81cbf	M3	3	MEDIUM	2	HISTORICAL_REPLICATION	M0	M0-003	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-0183c25414e43b3d67e9	SYNTHETIC	s-614cdbd81cbf	M3	3	MEDIUM	2	HISTORICAL_REPLICATION	M1	M1-013	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-0183c25414e43b3d67e9	SYNTHETIC	s-614cdbd81cbf	M3	3	MEDIUM	2	HISTORICAL_REPLICATION	M2	M2-004	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-0183c25414e43b3d67e9	SYNTHETIC	s-614cdbd81cbf	M3	3	MEDIUM	2	HISTORICAL_REPLICATION	M3	M3-004	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-0183c25414e43b3d67e9	SYNTHETIC	s-614cdbd81cbf	M3	3	MEDIUM	2	HISTORICAL_REPLICATION	M4	M4-012	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-0183c25414e43b3d67e9	SYNTHETIC	s-614cdbd81cbf	M3	3	MEDIUM	2	HISTORICAL_REPLICATION	M5	M5-001	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-018ef319605a204ad28c	SYNTHETIC	s-47b9317c1ee7	M4	2	MEDIUM	7	HISTORICAL_REPLICATION	M0	M0-003	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-018ef319605a204ad28c	SYNTHETIC	s-47b9317c1ee7	M4	2	MEDIUM	7	HISTORICAL_REPLICATION	M1	M1-006	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-018ef319605a204ad28c	SYNTHETIC	s-47b9317c1ee7	M4	2	MEDIUM	7	HISTORICAL_REPLICATION	M2	M2-001	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-018ef319605a204ad28c	SYNTHETIC	s-47b9317c1ee7	M4	2	MEDIUM	7	HISTORICAL_REPLICATION	M3	M3-003	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-018ef319605a204ad28c	SYNTHETIC	s-47b9317c1ee7	M4	2	MEDIUM	7	HISTORICAL_REPLICATION	M4	M4-007	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-018ef319605a204ad28c	SYNTHETIC	s-47b9317c1ee7	M4	2	MEDIUM	7	HISTORICAL_REPLICATION	M5	M5-001	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-01a41d387e12c344be8f	SYNTHETIC	s-8f8dc60ab0b4	M4	1	SMALL	0	HISTORICAL_REPLICATION	M0	M0-003	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	PASS	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
j-01a41d387e12c344be8f	SYNTHETIC	s-8f8dc60ab0b4	M4	1	SMALL	0	HISTORICAL_REPLICATION	M1	M1-006	PASS	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	NOT_RECORDED	UNAVAILABLE_NEGATIVE_SET_EXHAUSTION	FAIL	GENERATION_FAILURE	NOT_RECORDED	FAIL	PASS	FAIL	PREDICTIVE_GATE	NEGATIVE_EXHAUSTED;NUMERICALLY_UNSTABLE	GENERATION_FAILURE;NEGATIVE_SET_EXHAUSTION	COMPUTATIONAL_EVIDENCE;PROTOCOL_EVIDENCE
