metric_id	family	vm_value	candidate_value	candidate_ci	distance	comparable	reason_if_not_comparable
D_LINE_COHERENCE	D	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
D_LINE_EXCLUSIVITY	D	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
D_LINE_PROGRESSION	D	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
D_LINE_VARIANCE_SHARE	D	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
D_LOCUS_COHERENCE	D	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
D_LOCUS_EXCLUSIVITY	D	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
D_LOCUS_PROGRESSION	D	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
D_LOCUS_VARIANCE_SHARE	D	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
D_PAGE_COHERENCE	D	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
D_PAGE_EXCLUSIVITY	D	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
D_PAGE_PROGRESSION	D	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
D_PAGE_VARIANCE_SHARE	D	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
D_SECTION_COHERENCE	D	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
D_SECTION_EXCLUSIVITY	D	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
D_SECTION_PROGRESSION	D	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
D_SECTION_VARIANCE_SHARE	D	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
G01_ALPHABET_SIZE	G	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
G02_INITIAL_RESTRICTION_DENSITY	G	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
G03_FINAL_RESTRICTION_DENSITY	G	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
G04_BIGRAM_OCCUPANCY	G	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
G05_TRIGRAM_OCCUPANCY	G	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
G06_SYMBOL_CONDITIONAL_ENTROPY_NORM	G	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
G07_HIGHER_ORDER_ENTROPY_REDUCTION	G	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
G08_MEAN_SYMBOLS_PER_TOKEN	G	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
L01_LINE_TOKEN_COUNT_MEAN	L	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
L02_LINE_SYMBOL_COUNT_MEAN	L	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
L03_BOUNDARY_SPECIALIZATION	L	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
L04_POSITION_PROGRESSION	L	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
L05_LINE_ASYMMETRY	L	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
L06_SAME_LINE_COOCCURRENCE_DENSITY	L	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	L	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
S01_TRANSITION_DENSITY	S	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
S02_TRANSITION_ZERO_DENSITY	S	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
S03_TRANSITION_ENTROPY_NORM	S	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
S04_REPEATED_BIGRAM_TYPES	S	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
S05_REPEATED_TRIGRAM_TYPES	S	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
S06_PREFERRED_TRANSITION_FRACTION	S	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
S07_DEPLETED_TRANSITION_FRACTION	S	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
T01_MEAN_TOKEN_LENGTH	T	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
T02_TOKEN_LENGTH_SD	T	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
T03_UNIQUE_TOKEN_RATIO	T	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
T04_HAPAX_RATIO	T	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
T05_PREFIX_DIVERSITY	T	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
T06_SUFFIX_DIVERSITY	T	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
T07_EDIT_GRAPH_DENSITY	T	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
T08_EDIT_GRAPH_GIANT_SHARE	T	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
T09_EDIT_GRAPH_CLUSTERING	T	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
T10_EDIT_DEGREE_FREQUENCY_SPEARMAN	T	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
T11_POSITIONAL_RESTRICTION_DENSITY	T	0	0		0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
d_G	G				0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
d_T	T				0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
d_S	S				0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
d_L	L				0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
d_D	D				0	NOT_COMPARABLE	corpus size 19121 below checkpoint 20000
