source	target	global_count	eligible_blocks	positive_blocks	negative_blocks	neutral_blocks	joint_classes	currier_classes	hands	joint_class_ids	currier_ids	hand_ids	median_log2_enrichment	mean_log2_enrichment	between_block_sd	sign	sign_consistency	tested_blocks	successful_sign_predictions	transfer_fraction	empirical_p	fdr_q	permutations	max_block_observation_fraction	max_block_effect_weight_fraction	status
x000000	x000408	1	25	21	4	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.527160276	1.07587175	0.8605430629	preferred	0.84	25	21	0.84	0.04395604396	0.2901426931	1000	1	0.05998676693	EXPECTED_FROM_NULL
x000000	x000513	1	25	24	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.527160276	1.261625998	0.6355040117	preferred	0.96	25	24	0.96	1	1	1000	0	0.05587256677	EXPECTED_FROM_NULL
x000000	x000561	1	25	24	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.535832434	1.402925801	0.5742035099	preferred	0.96	25	24	0.96	1	1	1000	0	0.04837247319	EXPECTED_FROM_NULL
x000000	x000583	1	25	21	4	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.512120425	1.134828998	0.7522423352	preferred	0.84	25	21	0.84	1	1	1000	0	0.06301191012	EXPECTED_FROM_NULL
x000000	x000587	3	25	22	3	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.527160276	1.325024498	0.5898117038	preferred	0.88	25	22	0.88	0.05194805195	0.300314065	1000	0.5	0.05489510646	EXPECTED_FROM_NULL
x000000	x000588	1	25	22	3	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.535832434	1.295545874	0.6815355294	preferred	0.88	25	22	0.88	1	1	1000	1	0.05348186124	EXPECTED_FROM_NULL
x000000	x000590	1	25	22	3	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.527160276	1.266067251	0.7240130178	preferred	0.88	25	22	0.88	1	1	1000	0	0.05345926425	EXPECTED_FROM_NULL
x000000	x000594	1	25	24	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.534963114	1.325024498	0.5962507902	preferred	0.96	25	24	0.96	1	1	1000	0	0.05491420385	EXPECTED_FROM_NULL
x000000	x000664	1	25	23	2	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.535832434	1.358944374	0.6403415685	preferred	0.92	25	23	0.92	0.02897102897	0.2512653224	1000	1	0.0511991335	EXPECTED_FROM_NULL
x000000	x000665	1	25	21	4	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.527160276	1.198227498	0.7020884626	preferred	0.84	25	21	0.84	1	1	1000	0	0.05996115617	EXPECTED_FROM_NULL
x000000	x000881	4	25	23	2	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.527160276	1.261625998	0.6350452708	preferred	0.92	25	23	0.92	0.08191808192	0.4070592329	1000	0.3333333333	0.05574750716	EXPECTED_FROM_NULL
x000001	x000161	1	31	21	10	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.460399935	0.768094546	0.9714545661	preferred	0.6774193548	31	21	0.6774193548	0.04895104895	0.2945387945	1000	1	0.05863501867	EXPECTED_FROM_NULL
x000001	x000251	1	31	26	5	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.512120425	1.008456195	0.8484469491	preferred	0.8387096774	31	26	0.8387096774	1	1	1000	0	0.0541032277	EXPECTED_FROM_NULL
x000001	x000295	1	31	27	4	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.551911268	1.197308555	0.7324286911	preferred	0.8709677419	31	27	0.8709677419	1	1	1000	1	0.04774049255	EXPECTED_FROM_NULL
x000001	x000297	1	31	28	3	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.551911268	1.264095308	0.7651037164	preferred	0.9032258065	31	28	0.9032258065	1	1	1000	1	0.0437215534	EXPECTED_FROM_NULL
x000001	x000299	1	31	23	8	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.546316573	0.9058190839	0.9756462615	preferred	0.7419354839	31	23	0.7419354839	0.02197802198	0.2492251338	1000	1	0.05090493941	EXPECTED_FROM_NULL
x000001	x000300	1	31	28	3	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.555258907	1.248436378	0.7951864367	preferred	0.9032258065	31	28	0.9032258065	0.05994005994	0.3222916901	1000	1	0.04339226888	EXPECTED_FROM_NULL
