token	block	direction	conditional_entropy	effective_successor_predecessor_count	baseline_entropy	entropy_effect	eligible
x000000	G0/generic#0	outgoing	6.502790046	667	6.163048537	0.3397415085	true
x000005	G0/generic#0	outgoing	6.500857548	665.7122683	6.163048537	0.3378090102	true
x000006	G0/generic#0	outgoing	6.500857548	665.7122683	6.163048537	0.3378090102	true
x000007	G0/generic#0	outgoing	6.502790046	667	6.163048537	0.3397415085	true
x000008	G0/generic#0	outgoing	6.495181806	661.9445597	6.163048537	0.3321332683	true
x000013	G0/generic#0	outgoing	6.500857548	665.7122683	6.163048537	0.3378090102	true
x000020	G0/generic#0	outgoing	6.500857548	665.7122683	6.163048537	0.3378090102	true
x000026	G0/generic#0	outgoing	6.495181806	661.9445597	6.163048537	0.3321332683	true
x000005	G0/generic#0	incoming	6.493329789	660.7197621	6.163048537	0.330281252	true
x000006	G0/generic#0	incoming	6.489684394	658.3155622	6.163048537	0.3266358568	true
x000008	G0/generic#0	incoming	6.493329789	660.7197621	6.163048537	0.330281252	true
x000004	G1/generic#0	outgoing	6.500857548	665.7122683	6.168301627	0.3325559203	true
x000005	G1/generic#0	outgoing	6.502790046	667	6.168301627	0.3344884186	true
x000007	G1/generic#0	outgoing	6.500857548	665.7122683	6.168301627	0.3325559203	true
x000012	G1/generic#0	outgoing	6.500857548	665.7122683	6.168301627	0.3325559203	true
x000026	G1/generic#0	outgoing	6.49894548	664.4405977	6.168301627	0.3306438528	true
x000054	G1/generic#0	outgoing	6.494890907	661.7520289	6.168301627	0.3265892797	true
x000004	G1/generic#0	incoming	6.489353768	658.0979419	6.168301627	0.3210521408	true
x000005	G1/generic#0	incoming	6.493329789	660.7197621	6.168301627	0.3250281621	true
x000002	G2/generic#0	outgoing	6.502790046	667	6.100147895	0.4026421505	true
x000005	G2/generic#0	outgoing	6.502790046	667	6.100147895	0.4026421505	true
x000006	G2/generic#0	outgoing	6.49894548	664.4405977	6.100147895	0.3987975847	true
x000007	G2/generic#0	outgoing	6.502790046	667	6.100147895	0.4026421505	true
x000022	G2/generic#0	outgoing	6.500857548	665.7122683	6.100147895	0.4007096522	true
