token	block	direction	counterpart	raw_count	probability	log2_enrichment
x000005	G0/generic#0	incoming	x000000	0	0.001477104874	-2.449873795
x000005	G0/generic#0	incoming	x000001	0	0.001477104874	-1.312370272
x000005	G0/generic#0	incoming	x000002	0	0.001477104874	-2.160367178
x000005	G0/generic#0	incoming	x000003	0	0.001477104874	-2.160367178
x000005	G0/generic#0	incoming	x000004	0	0.001477104874	-1.797797099
x000005	G0/generic#0	incoming	x000005	0	0.001477104874	-2.690881895
x000005	G0/generic#0	incoming	x000006	0	0.001477104874	-3.23836969
x000005	G0/generic#0	incoming	x000007	0	0.001477104874	-2.449873795
x000005	G0/generic#0	incoming	x000008	0	0.001477104874	-2.897332772
x000005	G0/generic#0	incoming	x000009	0	0.001477104874	-1.312370272
x000005	G0/generic#0	incoming	x000010	0	0.001477104874	-2.160367178
x000005	G0/generic#0	incoming	x000011	0	0.001477104874	-1.797797099
x000005	G0/generic#0	incoming	x000012	0	0.001477104874	-1.312370272
x000005	G0/generic#0	incoming	x000013	0	0.001477104874	-2.449873795
x000005	G0/generic#0	incoming	x000014	0	0.001477104874	-1.797797099
x000005	G0/generic#0	incoming	x000015	0	0.001477104874	-1.312370272
x000005	G0/generic#0	incoming	x000016	0	0.001477104874	-0.5754046775
x000005	G0/generic#0	incoming	x000017	0	0.001477104874	-0.5754046775
x000005	G0/generic#0	incoming	x000018	0	0.001477104874	-1.312370272
x000005	G0/generic#0	incoming	x000019	0	0.001477104874	-1.312370272
x000005	G0/generic#0	incoming	x000020	0	0.001477104874	-2.449873795
x000005	G0/generic#0	incoming	x000021	0	0.001477104874	-2.160367178
x000005	G0/generic#0	incoming	x000022	0	0.001477104874	1.009557823
x000005	G0/generic#0	incoming	x000023	0	0.001477104874	-1.312370272
x000005	G0/generic#0	incoming	x000024	0	0.001477104874	-0.5754046775
x000005	G0/generic#0	incoming	x000025	0	0.001477104874	-0.5754046775
x000005	G0/generic#0	incoming	x000026	0	0.001477104874	-2.449873795
x000005	G0/generic#0	incoming	x000027	0	0.001477104874	-0.5754046775
x000005	G0/generic#0	incoming	x000028	0	0.001477104874	-0.5754046775
x000005	G0/generic#0	incoming	x000029	0	0.001477104874	-1.312370272
x000005	G0/generic#0	incoming	x000030	0	0.001477104874	-1.312370272
x000005	G0/generic#0	incoming	x000031	1	0.004431314623	-0.2128345981
x000005	G0/generic#0	incoming	x000032	0	0.001477104874	-1.312370272
x000005	G0/generic#0	incoming	x000033	0	0.001477104874	-0.5754046775
x000005	G0/generic#0	incoming	x000034	0	0.001477104874	-0.5754046775
x000005	G0/generic#0	incoming	x000035	0	0.001477104874	-0.5754046775
x000005	G0/generic#0	incoming	x000036	0	0.001477104874	-1.797797099
x000005	G0/generic#0	incoming	x000037	0	0.001477104874	-1.797797099
x000005	G0/generic#0	incoming	x000038	0	0.001477104874	-0.5754046775
x000005	G0/generic#0	incoming	x000039	0	0.001477104874	-1.797797099
x000005	G0/generic#0	incoming	x000040	0	0.001477104874	-0.5754046775
x000005	G0/generic#0	incoming	x000041	0	0.001477104874	-1.312370272
x000005	G0/generic#0	incoming	x000042	0	0.001477104874	-0.5754046775
x000005	G0/generic#0	incoming	x000043	0	0.001477104874	-1.312370272
x000005	G0/generic#0	incoming	x000044	0	0.001477104874	-0.5754046775
x000005	G0/generic#0	incoming	x000045	0	0.001477104874	1.009557823
x000005	G0/generic#0	incoming	x000046	0	0.001477104874	-0.5754046775
x000005	G0/generic#0	incoming	x000047	0	0.001477104874	-1.312370272
x000005	G0/generic#0	incoming	x000048	0	0.001477104874	-1.312370272
x000005	G0/generic#0	incoming	x000049	0	0.001477104874	-0.5754046775
x000005	G0/generic#0	incoming	x000050	0	0.001477104874	1.009557823
x000005	G0/generic#0	incoming	x000051	1	0.004431314623	0.2725922291
x000005	G0/generic#0	incoming	x000052	0	0.001477104874	1.009557823
x000005	G0/generic#0	incoming	x000053	0	0.001477104874	-0.5754046775
x000005	G0/generic#0	incoming	x000054	0	0.001477104874	1.009557823
x000005	G0/generic#0	incoming	x000055	0	0.001477104874	-1.797797099
x000005	G0/generic#0	incoming	x000056	0	0.001477104874	1.009557823
x000005	G0/generic#0	incoming	x000057	0	0.001477104874	-2.160367178
x000005	G0/generic#0	incoming	x000058	0	0.001477104874	-1.312370272
x000005	G0/generic#0	incoming	x000059	0	0.001477104874	-1.312370272
x000005	G0/generic#0	incoming	x000060	0	0.001477104874	-0.5754046775
x000005	G0/generic#0	incoming	x000061	0	0.001477104874	-0.5754046775
x000005	G0/generic#0	incoming	x000062	0	0.001477104874	1.009557823
x000005	G0/generic#0	incoming	x000063	0	0.001477104874	-1.312370272
x000005	G0/generic#0	incoming	x000064	0	0.001477104874	-0.5754046775
x000005	G0/generic#0	incoming	x000065	0	0.001477104874	1.009557823
x000005	G0/generic#0	incoming	x000066	0	0.001477104874	1.009557823
x000005	G0/generic#0	incoming	x000067	0	0.001477104874	1.009557823
x000005	G0/generic#0	incoming	x000068	0	0.001477104874	-1.797797099
x000005	G0/generic#0	incoming	x000069	0	0.001477104874	-1.312370272
x000005	G0/generic#0	incoming	x000070	0	0.001477104874	-1.797797099
