token	direction	global_count	eligible_blocks	joint_classes	pairwise_js_mean	pairwise_js_median	pairwise_js_min	pairwise_js_sd	lobo_median_correlation	lobo_mean_correlation	lobo_median_spearman	sign_agreement	permutation_p	sign_permutation_p	entropy_effect	entropy_sign_consistency	entropy_permutation_p	entropy_status	replicated
x000000	outgoing	267	25	4	0.9996542465	0.9994364347	0.9988716181	0.0003559745654	0.5479190877	0.5495385022	0.3955855229	0.80011994	0.08591408591	0.961038961	0.3340875393	1	0.02497502498	REPRODUCIBLY_BROAD	false
x000001	outgoing	305	31	4	0.9993469249	0.9994364347	0.9971930914	0.0006206910278	0.5731508826	0.5665182817	0.4103425687	0.8158823814	0.0969030969	0.4285714286	0.3468446176	1	0.01498501499	REPRODUCIBLY_BROAD	false
x000002	outgoing	310	30	4	0.9995194447	0.9994364347	0.9983114148	0.0004364817664	0.5661534712	0.5672826067	0.4114806277	0.8143428286	0.04295704296	0.8411588412	0.3448346224	1	0.00999000999	REPRODUCIBLY_BROAD	false
x000003	outgoing	292	29	4	0.9991541632	0.9994364347	0.9977499627	0.0005698765728	0.5623521348	0.5696655054	0.4118777718	0.8252080856	0.1798201798	0.4915084915	0.3534428434	1	0.000999000999	REPRODUCIBLY_BROAD	false
x000004	outgoing	296	31	4	0.9993851521	0.9994364347	0.9971930914	0.0005537084911	0.5762195749	0.5672735568	0.4173314037	0.812690429	0.02297702298	0.6623376623	0.3457273979	1	0.03596403596	REPRODUCIBLY_BROAD	false
x000005	outgoing	280	26	4	0.9995382037	0.9994364347	0.9977557907	0.000548415602	0.590510068	0.5843027291	0.4384470005	0.8207819167	0.02297702298	0.9040959041	0.3515176189	1	0.000999000999	REPRODUCIBLY_BROAD	false
x000006	outgoing	294	30	4	0.9993268028	0.9994364347	0.9977499627	0.0005171388981	0.579705093	0.5719031072	0.4268779648	0.81984008	0.005994005994	0.4005994006	0.3529141282	1	0.000999000999	REPRODUCIBLY_BROAD	false
x000007	outgoing	281	32	4	0.9995510063	0.9994364347	0.9988716181	0.0003831752628	0.5827542044	0.5735247445	0.4204586726	0.8113287106	0.002997002997	0.5464535465	0.3383673153	1	0.002997002997	REPRODUCIBLY_BROAD	false
x000008	outgoing	174	11	4	0.9966986749	0.9966407669	0.9955265926	0.0005932632831	0.5419959504	0.5529813478	0.3877149895	0.802507837	0.1788211788	0.0969030969	0.3321332683	1	0.8991008991	INSUFFICIENT_SUPPORT	false
x000009	outgoing	169	8	4	0.9967643942	0.9966407669	0.9949762965	0.001024003633	0.5224196032	0.5325034381	0.4047599706	0.8185907046	0.06293706294	0.5174825175	0.3558376196	1	0.006993006993	REPRODUCIBLY_BROAD	false
