corpus_id	representation_id	metric_id	support_id	bin_or_category	value	probability	comparable	reason
C02	LATIN-DIPLOMATIC	T01_TOKEN_LENGTH_DISTRIBUTION	TOKEN_LENGTH_INTEGER	1	1	0.023900423618	true	
C02	LATIN-DIPLOMATIC	T01_TOKEN_LENGTH_DISTRIBUTION	TOKEN_LENGTH_INTEGER	2	2	0.204121123372	true	
C02	LATIN-DIPLOMATIC	T01_TOKEN_LENGTH_DISTRIBUTION	TOKEN_LENGTH_INTEGER	3	3	0.122378536687	true	
C02	LATIN-DIPLOMATIC	T01_TOKEN_LENGTH_DISTRIBUTION	TOKEN_LENGTH_INTEGER	4	4	0.137335913394	true	
C02	LATIN-DIPLOMATIC	T01_TOKEN_LENGTH_DISTRIBUTION	TOKEN_LENGTH_INTEGER	5	5	0.116364206893	true	
C02	LATIN-DIPLOMATIC	T01_TOKEN_LENGTH_DISTRIBUTION	TOKEN_LENGTH_INTEGER	6	6	0.0975890382302	true	
C02	LATIN-DIPLOMATIC	T01_TOKEN_LENGTH_DISTRIBUTION	TOKEN_LENGTH_INTEGER	7	7	0.0873385283196	true	
C02	LATIN-DIPLOMATIC	T01_TOKEN_LENGTH_DISTRIBUTION	TOKEN_LENGTH_INTEGER	8	8	0.0741593012918	true	
C02	LATIN-DIPLOMATIC	T01_TOKEN_LENGTH_DISTRIBUTION	TOKEN_LENGTH_INTEGER	9	9	0.0550180429894	true	
C02	LATIN-DIPLOMATIC	T01_TOKEN_LENGTH_DISTRIBUTION	TOKEN_LENGTH_INTEGER	10	10	0.0357721876471	true	
C02	LATIN-DIPLOMATIC	T01_TOKEN_LENGTH_DISTRIBUTION	TOKEN_LENGTH_INTEGER	11	11	0.0242142147377	true	
C02	LATIN-DIPLOMATIC	T01_TOKEN_LENGTH_DISTRIBUTION	TOKEN_LENGTH_INTEGER	12	12	0.011924062549	true	
C02	LATIN-DIPLOMATIC	T01_TOKEN_LENGTH_DISTRIBUTION	TOKEN_LENGTH_INTEGER	13	13	0.00538674755504	true	
C02	LATIN-DIPLOMATIC	T01_TOKEN_LENGTH_DISTRIBUTION	TOKEN_LENGTH_INTEGER	14	14	0.00266722451755	true	
C02	LATIN-DIPLOMATIC	T01_TOKEN_LENGTH_DISTRIBUTION	TOKEN_LENGTH_INTEGER	15	15	0.000993671879086	true	
C02	LATIN-DIPLOMATIC	T01_TOKEN_LENGTH_DISTRIBUTION	TOKEN_LENGTH_INTEGER	16	16	0.000313791119711	true	
C02	LATIN-DIPLOMATIC	T01_TOKEN_LENGTH_DISTRIBUTION	TOKEN_LENGTH_INTEGER	17	17	0.000522985199519	true	
C02	LATIN-DIPLOMATIC	T11_POSITIONAL_RESTRICTION_DISTRIBUTION	POSITION_CATEGORY	INITIAL_RESTRICTED	14	0.341463414634	true	
C02	LATIN-DIPLOMATIC	T11_POSITIONAL_RESTRICTION_DISTRIBUTION	POSITION_CATEGORY	INTERNAL_RESTRICTED	11	0.268292682927	true	
C02	LATIN-DIPLOMATIC	T11_POSITIONAL_RESTRICTION_DISTRIBUTION	POSITION_CATEGORY	FINAL_RESTRICTED	16	0.390243902439	true	
