artifact_id	artifact_path	artifact_sha256	parent_id	parent_sha256	producer	producer_git_commit
artifact_controls_config_yaml	research/phase2/task83b/artifacts/controls/config.yaml	e93334ab787518d2c84baeb1c579cf0d634a610755d678ca31c2502babb6a2c6	bdd	fa928a8d44f2e6799c3c4fd1416a739bba36d3d02400a1f4620659bd801957ba	fingerprint-v2-analyze	16b0b1a8160159e3310bfadb6f43aa2dba0af7bb
artifact_controls_config_yaml	research/phase2/task83b/artifacts/controls/config.yaml	e93334ab787518d2c84baeb1c579cf0d634a610755d678ca31c2502babb6a2c6	controls_config	e93334ab787518d2c84baeb1c579cf0d634a610755d678ca31c2502babb6a2c6	fingerprint-v2-analyze	16b0b1a8160159e3310bfadb6f43aa2dba0af7bb
artifact_controls_config_yaml	research/phase2/task83b/artifacts/controls/config.yaml	e93334ab787518d2c84baeb1c579cf0d634a610755d678ca31c2502babb6a2c6	msdos_full	1c152d8ad703be3bf631db0bab0728722df49200ab9dee6e6c17793849276993	fingerprint-v2-analyze	16b0b1a8160159e3310bfadb6f43aa2dba0af7bb
artifact_controls_config_yaml	research/phase2/task83b/artifacts/controls/config.yaml	e93334ab787518d2c84baeb1c579cf0d634a610755d678ca31c2502babb6a2c6	msdos_rep0	92710671e936cf1baf28158c4b788afc95efe5fa35d8c06ee0d69248b9b91b75	fingerprint-v2-analyze	16b0b1a8160159e3310bfadb6f43aa2dba0af7bb
artifact_controls_config_yaml	research/phase2/task83b/artifacts/controls/config.yaml	e93334ab787518d2c84baeb1c579cf0d634a610755d678ca31c2502babb6a2c6	msdos_rep1	dda29bbf29d38a4c7e9d129039bc78e2f46999dcefbc318e1c6410b5b534ced2	fingerprint-v2-analyze	16b0b1a8160159e3310bfadb6f43aa2dba0af7bb
artifact_controls_config_yaml	research/phase2/task83b/artifacts/controls/config.yaml	e93334ab787518d2c84baeb1c579cf0d634a610755d678ca31c2502babb6a2c6	msdos_rep2	4da5adf28620979fa61bfc300b3fc8306be04208760d0bbd7baca6ba52501003	fingerprint-v2-analyze	16b0b1a8160159e3310bfadb6f43aa2dba0af7bb
artifact_controls_config_yaml	research/phase2/task83b/artifacts/controls/config.yaml	e93334ab787518d2c84baeb1c579cf0d634a610755d678ca31c2502babb6a2c6	msdos_rep3	eb6f70c2c6b16cbbaa83a0c780928269e7dd0322c05e0ec31c33f8996f80aa5f	fingerprint-v2-analyze	16b0b1a8160159e3310bfadb6f43aa2dba0af7bb
artifact_controls_config_yaml	research/phase2/task83b/artifacts/controls/config.yaml	e93334ab787518d2c84baeb1c579cf0d634a610755d678ca31c2502babb6a2c6	msdos_rep4	edb67bc58b1d7f562d8dbf4beeb11dc1331a977cc939768743ac5caf8b617f88	fingerprint-v2-analyze	16b0b1a8160159e3310bfadb6f43aa2dba0af7bb
artifact_controls_config_yaml	research/phase2/task83b/artifacts/controls/config.yaml	e93334ab787518d2c84baeb1c579cf0d634a610755d678ca31c2502babb6a2c6	source_bundle	138239ca7cc022a03220aef330bce1aeef84141bcb255643a4b8dd19c8d2745e	fingerprint-v2-analyze	16b0b1a8160159e3310bfadb6f43aa2dba0af7bb
artifact_controls_config_yaml	research/phase2/task83b/artifacts/controls/config.yaml	e93334ab787518d2c84baeb1c579cf0d634a610755d678ca31c2502babb6a2c6	zl_prepared	f46f4190af65b85d145ec5bb957c1f56029b567e4bef12ac7baa1797f358d692	fingerprint-v2-analyze	16b0b1a8160159e3310bfadb6f43aa2dba0af7bb
