path	sha256	git_head_at_build	worktree_role
cmd/ivtff-x7-extract/main.go	9acb39d4e0e07473d8e6b98799986d4e873f1f8f411eb1665425c7fced90eedd	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
cmd/codex_prepare/main.go	8e40914942a4ba92d2f2860c9cbe66a1efa105930e5ad3faddfed756872f564b	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
internal/corpusprep/corpusprep.go	60f05fd751673324999cc6d58ca15447fa0ac7e960b3246060910f1a91a2355a	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
internal/metadatavalidation/alignment.go	e68e363308a4712d0620506e7e1daeb556e52a3ce48a52036e501942d09a2f59	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
internal/metadatavalidation/parser.go	679cab97dda5ff8fcce218609d318c0a5cc85ec510964bfd17dbacc072319cfa	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
internal/metadatavalidation/run.go	013a015092fe3dd2f6a19e9a11e6d71ea9bd68d1edeed4f7d15f5d8918b4b17a	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
internal/metadatavalidation/types.go	10e109a59949bfecf1203b74635041a1642338111bcf63c0160d2f4caff36bea	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
internal/metadatavalidation/validation.go	c820a6d156a312a9a8db033ef53d5180809ba42fb828a80f1a4195943b31d69d	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
internal/metadatavalidation/write.go	f3ebfc7013f99af8c4bb7d595f2f0118dc3a6e8fb0ebfaba4cda7abdce196169	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
internal/fingerprintv2/crossscale.go	8ca7f60cf76352b7b76d945513f4ff4213f291337ccb53f2641757cac7ab7489	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
internal/fingerprintv2/graphalgo.go	51e0b78be3acb4c568c7cd36c701569cdf551c3a3ac54a46d408524f7756a480	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
internal/fingerprintv2/stats.go	717af575dfc41ef0fba90490b963777e8711f2837cf4c2295438d4877160934d	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
internal/fingerprintv2/task79.go	4e41073260535eef2fe742a2d889541bc91a234b9252540c9c9c19247725d019	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
internal/fingerprintv2/task79c_hierarchy.go	8670bb14f2047383b042666d99055063529139cf2124d1087f5747204d493b85	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
internal/fingerprintv2/task79c_pf4.go	e5866f8ca73d597018b6015b2e06968ba2ed699276cd10bb88a79929db6af21a	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
internal/fingerprintv2/task79c_run.go	6ba7317182d209ac3beda34786e5384a2a6b5a2aa36521267d7584c339b0d8a7	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
internal/fingerprintv2/determinism_test.go	0ab4f97aa41a1e81204c13a7ba5e22cf106c04c82860ba202ae41f2400e05b27	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
internal/mechanismspace/progress.go	2ee03c1022dc40e96ffbf57ab280512104f236edb8f34521dbb70cb30e81007d	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
internal/mechanismspace/progress_test.go	2e9770738c72d019f190eff748942e480e07cba130261ea8ec7828cba850eacd	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
cmd/fingerprint-v2-analyze/main.go	95e412946cabdaf9584f65d3905c2f88db8c0de7395eb3ccdf31717e102379e3	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
cmd/task79c-pf4-hr/main.go	4da99ec7e47c021c3a2fcb02434235c9d47b162f5dfe09eb010f4761e8203632	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
cmd/task79c-distance-pareto/main.go	665cdf933bfcc5adbef99108eae119a74d9720663afaa00b9a701705a7076454	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
research/phase2/task83b-analyze/main.go	66ced0c74edd3f6a856361b6d5dfb05b9fdc59bf051e63c45b7e4ed1d132f6e7	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
research/phase2/task83b-analyze/freeze.go	47c7427198a16fb242d8f277c0cec769ec020155211f34f941ad009772b143c4	c7aca5c6b554de6771b5e10a55da5f0e4a56c5e4	AUTHORITATIVE_PRODUCER_SOURCE
