metric_id	family	regime	value	status	reason
D_LINE_COHERENCE	D		0.272626960911	COMPARABLE	
D_LINE_EXCLUSIVITY	D		0.245856353591	COMPARABLE	
D_LINE_PROGRESSION	D		-2.92393667588e-05	COMPARABLE	
D_LINE_VARIANCE_SHARE	D		0.0648031495334	COMPARABLE	
D_LOCUS_COHERENCE	D			NOT_COMPARABLE	locus not observed
D_LOCUS_EXCLUSIVITY	D			NOT_COMPARABLE	locus not observed
D_LOCUS_PROGRESSION	D			NOT_COMPARABLE	locus not observed
D_LOCUS_VARIANCE_SHARE	D			NOT_COMPARABLE	locus not observed
D_PAGE_COHERENCE	D		0.287198859862	COMPARABLE	
D_PAGE_EXCLUSIVITY	D		0.339779005525	COMPARABLE	
D_PAGE_PROGRESSION	D		-8.42605561702e-05	COMPARABLE	
D_PAGE_VARIANCE_SHARE	D		0.022786459428	COMPARABLE	
D_SECTION_COHERENCE	D			NOT_COMPARABLE	section not observed
D_SECTION_EXCLUSIVITY	D			NOT_COMPARABLE	section not observed
D_SECTION_PROGRESSION	D			NOT_COMPARABLE	section not observed
D_SECTION_VARIANCE_SHARE	D			NOT_COMPARABLE	section not observed
G01_ALPHABET_SIZE	G		33	COMPARABLE	
G02_INITIAL_RESTRICTION_DENSITY	G		0.939393939394	COMPARABLE	
G03_FINAL_RESTRICTION_DENSITY	G		0.454545454545	COMPARABLE	
G04_BIGRAM_OCCUPANCY	G		0.0918273645546	COMPARABLE	
G05_TRIGRAM_OCCUPANCY	G		0.00787489217241	COMPARABLE	
G06_SYMBOL_CONDITIONAL_ENTROPY_NORM	G		0.390236328007	COMPARABLE	
G07_HIGHER_ORDER_ENTROPY_REDUCTION	G		0.0850530278001	COMPARABLE	
G08_MEAN_SYMBOLS_PER_TOKEN	G		4.04658077304	COMPARABLE	
L01_LINE_TOKEN_COUNT_MEAN	L		23.4651162791	COMPARABLE	
L02_LINE_SYMBOL_COUNT_MEAN	L		94.9534883721	COMPARABLE	
L03_BOUNDARY_SPECIALIZATION	L		0.646408839779	COMPARABLE	
L04_POSITION_PROGRESSION	L		0.0404053157612	COMPARABLE	
L05_LINE_ASYMMETRY	L		0.218963360977	COMPARABLE	
L06_SAME_LINE_COOCCURRENCE_DENSITY	L	FREQ_GE_10	0.650372208437	COMPARABLE	
L06_SAME_LINE_COOCCURRENCE_DENSITY	L	FREQ_GE_5	0.51527638191	COMPARABLE	
L06_SAME_LINE_COOCCURRENCE_DENSITY	L	MATCHED_VOCAB	0.219739520362	COMPARABLE	
L06_SAME_LINE_COOCCURRENCE_DENSITY	L	TOP_100	0.858787878788	COMPARABLE	
L06_SAME_LINE_COOCCURRENCE_DENSITY	L	TOP_250	0.386506024096	COMPARABLE	
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	L	FREQ_GE_10	0.349627791563	COMPARABLE	
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	L	FREQ_GE_5	0.48472361809	COMPARABLE	
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	L	MATCHED_VOCAB	0.780260479638	COMPARABLE	
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	L	TOP_100	0.141212121212	COMPARABLE	
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	L	TOP_250	0.613493975904	COMPARABLE	
S01_TRANSITION_DENSITY	S	FREQ_GE_10	0.168803418803	COMPARABLE	
S01_TRANSITION_DENSITY	S	FREQ_GE_5	0.11345	COMPARABLE	
S01_TRANSITION_DENSITY	S	MATCHED_VOCAB	0.0383153749886	COMPARABLE	
S01_TRANSITION_DENSITY	S	TOP_100	0.3073	COMPARABLE	
S01_TRANSITION_DENSITY	S	TOP_250	0.07648	COMPARABLE	
