position	support_50	support_100	support_200	support_500	support_1000	support_count	support_fraction	mean_position	mean_jump_strength	max_jump_strength	position_uncertainty
6300	1	1	1	1	1	5	1	6300	0.08856698928150546	0.09999999999999999	20
19003	1	1	1	1	1	5	1	19003	0.07679185990515658	0.09999999999999999	12
23239	1	1	1	1	0	4	0.8	23238.75	0.09301948078374256	0.09999999999999999	11.25
17255	1	1	1	1	0	4	0.8	17255	0.0929865975188309	0.09999999999999999	25
22905	1	1	1	1	0	4	0.8	22905	0.09230407403321994	0.09999999999999999	15
18591	1	1	1	1	0	4	0.8	18591.25	0.09187533864029014	0.09999999999999999	16.25
2849	1	1	1	1	0	4	0.8	2848.75	0.09159570785854683	0.10000000000000002	11.25
18485	1	1	1	1	0	4	0.8	18485	0.09135297016232087	0.09999999999999999	15
23106	1	1	1	1	0	4	0.8	23106.25	0.09131642955172072	0.09999999999999999	13.75
10264	1	1	1	1	0	4	0.8	10263.75	0.09025423066328786	0.10000000000000002	13.75
20844	1	1	1	1	0	4	0.8	20843.75	0.09011874357386757	0.09999999999999999	16.25
29496	1	1	1	1	0	4	0.8	29496.25	0.0899499935699588	0.09999999999999999	6.25
18906	1	1	1	1	0	4	0.8	18906.25	0.0899111631019492	0.10000000000000002	13.75
23498	1	1	1	0	1	4	0.8	23497.5	0.08944848469628225	0.09999999999999999	7.5
11991	1	1	1	0	1	4	0.8	11991.25	0.08853416958227918	0.10000000000000002	11.25
12100	1	1	1	1	0	4	0.8	12100	0.0884860073805245	0.09999999999999999	20
23793	1	1	1	0	1	4	0.8	23792.5	0.08842518503762173	0.09999999999999999	17.5
10508	1	1	1	0	1	4	0.8	10507.5	0.08814561026639409	0.09999999999999999	17.5
3509	1	1	1	0	1	4	0.8	3508.75	0.08723293175143507	0.09999999999999999	21.25
4191	1	1	1	0	1	4	0.8	4191.25	0.08643041038355812	0.09999999999999999	11.25
6803	1	1	0	1	1	4	0.8	6802.5	0.08611036540350898	0.09999999999999999	17.5
18005	1	1	1	0	1	4	0.8	18005	0.08607116369541924	0.09999999999999999	15
24101	1	1	1	1	0	4	0.8	24101.25	0.08529476657350077	0.09999999999999999	8.75
2600	1	1	1	0	1	4	0.8	2600	0.0843196960102946	0.09999999999999999	0
14701	1	1	1	0	1	4	0.8	14701.25	0.08374494156597465	0.09999999999999999	8.75
