rank	opening_candidate	closing_candidate	score	reliability	ranking_scope	line_probability	page_probability	directionality	ranking_z_score	permutation_p	mean_distance	adjacent_share	page_balance_stddev	AABB	ABAB
1	x009248	x012696	0.434743	0.955157	page	0.066667	0.303030	0.087068	5.148423	0.00990099	21.826667	0.000000	1.295250	11	5
2	x012764	x018928	0.417861	0.795918	page	0.346154	0.717949	0.670229	3.484857	0.00990099	8.625000	0.357143	1.858184	3	1
3	x020628	x018928	0.412105	0.863946	page	0.118110	0.622047	0.545695	3.043771	0.019802	21.202532	0.000000	1.788496	4	2
4	x009248	x018928	0.392369	0.961165	page	0.082828	0.456566	0.240235	3.569492	0.00990099	20.787611	0.000000	1.944361	12	20
5	x000053	x012696	0.390995	0.944751	page	0.064327	0.388889	0.165884	4.019063	0.00990099	21.203008	0.000000	1.002501	6	11
6	x008688	x000714	0.389666	0.874214	page	0.014388	0.215827	0.175649	3.331550	0.00990099	27.000000	0.000000	0.749000	2	0
7	x011477	x001053	0.380520	0.789474	page	0.013333	0.160000	0.160000	4.065124	0.00990099	25.166667	0.000000	0.456737	1	0
8	x021402	x018928	0.359357	0.837398	page	0.145631	0.466019	0.445871	3.212632	0.00990099	18.333333	0.000000	1.959880	2	3
9	x008704	x000052	0.353072	0.929825	page	0.083019	0.339623	0.221104	3.069953	0.00990099	20.533333	0.011111	1.031612	6	2
10	x020629	x018928	0.349817	0.851852	page	0.173913	0.626087	0.540191	2.036715	0.029703	16.694444	0.000000	1.779242	5	4
11	x012699	x018924	0.347946	0.848485	page	0.035714	0.241071	0.172106	2.441337	0.019802	22.444444	0.000000	0.754700	1	0
12	x008645	x019269	0.344703	0.583333	page	0.107143	0.535714	0.524634	3.720564	0.00990099	22.933333	0.000000	0.856863	1	0
13	x012764	x018929	0.343465	0.795918	page	0.128205	0.500000	0.446915	2.599959	0.00990099	20.128205	0.179487	1.454493	3	1
14	x008688	x018928	0.337597	0.874214	page	0.107914	0.503597	0.449514	2.281936	0.00990099	18.485714	0.028571	1.903818	5	4
15	x015852	x012696	0.335463	0.819820	page	0.032967	0.208791	0.201749	2.686169	0.00990099	21.894737	0.000000	1.110819	1	0
16	x001168	x020829	0.333908	0.797980	page	0.013072	0.111111	0.047820	3.477428	0.00990099	24.470588	0.000000	0.592008	1	0
17	x018931	x018928	0.332327	0.919679	page	0.078603	0.628821	0.439001	1.690691	0.0594059	19.611111	0.000000	1.651569	13	11
18	x012401	x010008	0.331370	0.784946	page	0.068493	0.287671	0.247671	2.998127	0.00990099	19.285714	0.000000	0.709585	1	0
19	x015852	x019268	0.330532	0.819820	page	0.065934	0.241758	0.225288	2.517298	0.019802	15.954545	0.136364	1.072823	1	0
20	x012764	x012697	0.330152	0.795918	page	0.076923	0.294872	0.240741	2.463148	0.029703	19.695652	0.000000	0.914583	2	0
21	x020556	x009436	0.329531	0.914163	page	0.051643	0.291080	0.158463	3.219978	0.00990099	21.322581	0.080645	0.780059	3	6
22	x008450	x018928	0.326628	0.800000	page	0.200000	0.650000	0.581071	1.937217	0.039604	16.596154	0.019231	1.819657	3	3
23	x008705	x012696	0.326526	0.897436	page	0.062857	0.360000	0.263756	2.978414	0.00990099	19.507937	0.000000	1.038395	4	6
24	x015852	x018925	0.322432	0.819820	page	0.054945	0.142857	0.131023	2.813115	0.00990099	23.384615	0.000000	0.612641	1	0
25	x020792	x000712	0.321475	0.666667	page	0.075000	0.575000	0.545149	2.706216	0.00990099	22.565217	0.000000	1.144712	1	0
26	x009250	x018928	0.320728	0.922780	page	0.100418	0.489540	0.369709	2.058733	0.049505	18.897436	0.008547	1.842730	6	8
27	x012100	x018924	0.319500	0.607843	page	0.161290	0.451613	0.432456	2.832873	0.019802	22.428571	0.000000	0.698886	1	0
28	x001053	x018929	0.319364	0.831933	page	0.070707	0.505051	0.420402	1.858000	0.039604	22.680000	0.020000	1.434820	3	1
