record_type	token_a	token_b	control	distance	value	median	p90	p95	p99	percentile
matched	x009436	x012697	frequency_matched		0.6893516676377746					100
matched	x009436	x012697	frequency_matched		0.9195874555648125					100
matched	x009436	x012697	frequency_matched		0.6138376185189521					100
random_pair	x009436	x012697	frequency_matched_random		0.8698027320161845					99.8
random_pair	x009436	x012697	frequency_matched_random		0.639014097474101					99.8
random_pair	x009436	x012697	frequency_matched_random		0.9874162581122901					99.8
random_pair	x009436	x012697	frequency_matched_random		0.9751022804812463					99.8
random_pair	x009436	x012697	frequency_matched_random		0.9869722885383334					99.8
random_pair	x009436	x012697	frequency_matched_random		0.9783145414840785					99.8
random_pair	x009436	x012697	frequency_matched_random		0.9809973785725287					99.8
random_pair	x009436	x012697	frequency_matched_random		0.6616305966875136					99.8
random_pair	x009436	x012697	frequency_matched_random		0.6229553054886379					99.8
random_pair	x009436	x012697	frequency_matched_random		0.90195363549776					99.8
random_pair	x009436	x012697	frequency_matched_random		0.9491567374340567					99.8
random_pair	x009436	x012697	frequency_matched_random		0.9777770598645658					99.8
random_pair	x009436	x012697	frequency_matched_random		0.9804520300270376					99.8
random_pair	x009436	x012697	frequency_matched_random		0.9671551357270483					99.8
random_pair	x009436	x012697	frequency_matched_random		0.8793949889285091					99.8
random_pair	x009436	x012697	frequency_matched_random		0.6372888236460428					99.8
random_pair	x009436	x012697	frequency_matched_random		0.9660341582007567					99.8
random_pair	x009436	x012697	frequency_matched_random		0.7516243430804624					99.8
random_pair	x009436	x012697	frequency_matched_random		0.9790401229637334					99.8
random_pair	x009436	x012697	frequency_matched_random		0.9855238738964844					99.8
random_pair	x009436	x012697	frequency_matched_random		0.9570033779302441					99.8
random_pair	x009436	x012697	frequency_matched_random		0.9647648977798667					99.8
random_pair	x009436	x012697	frequency_matched_random		0.6481496100799388					99.8
random_pair	x009436	x012697	frequency_matched_random		0.6566690126003105					99.8
random_pair	x009436	x012697	frequency_matched_random		0.9874822101664515					99.8
random_pair	x009436	x012697	frequency_matched_random		0.9673663364859675					99.8
random_pair	x009436	x012697	frequency_matched_random		0.9574604752719246					99.8
random_pair	x009436	x012697	frequency_matched_random		0.9719358054141434					99.8
random_pair	x009436	x012697	frequency_matched_random		0.9534041828700761					99.8
random_pair	x009436	x012697	frequency_matched_random		0.9328933056662455					99.8
