token_a	token_b	count_a	count_b	structural_similarity	reliability	position_similarity	left_similarity	right_similarity	position_reliability	left_reliability	right_reliability	total_evidence_weight	diagnostic_weighted_similarity	grapheme_distance	normalized_grapheme_distance	grapheme_similarity	common_prefix	common_suffix	length_difference	discovery_score
x009248	x009249	495	383	0.7952892911992394	0.913633004368228	0.9890818526433245	0.683480233513735	0.7133057874406589	0.9925776894631256	0.8667210940382742	0.8816002296032842	2.740899013104684	0.8037428052560196	1	0.14285714285714285	0.8571428571428572	6	0	0	0.10380036349431994
x009968	x009969	188	135	0.7891130051165943	0.8991801020331419	0.9651646902995693	0.8585872585342764	0.5435870665159375	0.9901215267035914	0.8449514022306474	0.8624673771651872	2.697540306099426	0.7969930797228244	1	0.14285714285714285	0.8571428571428572	6	0	0	0.1013649589223455
x020556	x020557	213	174	0.77431617807254	0.913633004368228	0.9588795343984527	0.8266000790404978	0.5374689207786697	0.9925776894631256	0.8667210940382742	0.8816002296032842	2.740899013104684	0.7815052182829515	1	0.14285714285714285	0.8571428571428572	6	0	0	0.10106297372904838
x008704	x008705	265	175	0.7681118019267931	0.913633004368228	0.9817809141159354	0.6500225074189858	0.6725319842454579	0.9925776894631256	0.8667210940382742	0.8816002296032842	2.740899013104684	0.7774041989911294	1	0.14285714285714285	0.8571428571428572	6	0	0	0.10025318475500988
x018928	x018929	943	697	0.763793071061289	0.913633004368228	0.9946019020248297	0.8974755834468404	0.3993017277121973	0.9925776894631256	0.8667210940382742	0.8816002296032842	2.740899013104684	0.7724126872660964	1	0.14285714285714285	0.8571428571428572	6	0	0	0.09968950831848014
x012696	x012697	426	351	0.72713432006465	0.913633004368228	0.9810421748069134	0.28473287190898	0.9156279134780564	0.9925776894631256	0.8667210940382742	0.8816002296032842	2.740899013104684	0.7398165092707559	1	0.14285714285714285	0.8571428571428572	6	0	0	0.09490484477427355
x010008	x010009	275	220	0.7216022286719256	0.913633004368228	0.9664983865059655	0.4337730227163512	0.7645352767934599	0.9925776894631256	0.8667210940382742	0.8816002296032842	2.740899013104684	0.733080434600134	1	0.14285714285714285	0.8571428571428572	6	0	0	0.09418280173433435
x008688	x008689	139	111	0.7350715731817643	0.87074358072732	0.9435929230437153	0.7375661340188888	0.5240556624826889	0.9852613865301312	0.8021517822140538	0.8248175734377753	2.61223074218196	0.7478573576641832	1	0.14285714285714285	0.8571428571428572	6	0	0	0.09143697910330767
x018924	x018925	261	169	0.6986954422486447	0.913633004368228	0.9782354073260315	0.40080290276414543	0.7170480166557568	0.9925776894631256	0.8667210940382742	0.8816002296032842	2.740899013104684	0.711630985865128	1	0.14285714285714285	0.8571428571428572	6	0	0	0.09119303086285957
x019268	x019269	425	361	0.6963504752689748	0.913633004368228	0.9848828587407841	0.33093315965050607	0.7732354074156341	0.9925776894631256	0.8667210940382742	0.8816002296032842	2.740899013104684	0.710016679168792	1	0.14285714285714285	0.8571428571428572	6	0	0	0.09088696811617669
x009436	x009437	279	186	0.68918730710303	0.913633004368228	0.9867434785508142	0.21558130809635156	0.8652371346619242	0.9925776894631256	0.8667210940382742	0.8816002296032842	2.740899013104684	0.7038061878954054	1	0.14285714285714285	0.8571428571428572	6	0	0	0.0899520385658557
x020556	x020558	213	122	0.7003785989870805	0.8904072158689419	0.9667812752089255	0.7193840157722726	0.41497050598004354	0.9886548398733053	0.831706504116233	0.8508603036172873	2.6712216476068256	0.7139846609615241	1	0.14285714285714285	0.8571428571428572	6	0	0	0.0890888797683252
x000052	x000053	405	342	0.6821898563307621	0.913633004368228	0.9868882447460523	0.7237985402505973	0.33588278399563676	0.9925776894631256	0.8667210940382742	0.8816002296032842	2.740899013104684	0.6943010474991627	1	0.14285714285714285	0.8571428571428572	6	0	0	0.08903873828414344
x021400	x021401	213	163	0.6801848363634142	0.913633004368228	0.9780206576476884	0.47094140591276296	0.5915924455297913	0.9925776894631256	0.8667210940382742	0.8816002296032842	2.740899013104684	0.6933799318763259	1	0.14285714285714285	0.8571428571428572	6	0	0	0.08877704508177396
x008448	x008449	139	106	0.714973784812636	0.8667293739723237	0.9778336553937929	0.7808844990369029	0.3862032000072123	0.9845934663420374	0.7960866459954598	0.8195080095794742	2.6001881219169714	0.7310690137096345	1	0.14285714285714285	0.8571428571428572	6	0	0	0.0885269687024684
x012696	x012698	426	224	0.6688355282206025	0.913633004368228	0.9844242724778703	0.1582998675542643	0.8637824446296732	0.9925776894631256	0.8667210940382742	0.8816002296032842	2.740899013104684	0.6843850126416207	1	0.14285714285714285	0.8571428571428572	6	0	0	0.08729574472519998
x012697	x012698	351	224	0.65523672483434	0.913633004368228	0.9692667347297967	0.13518622243221284	0.8612572173410104	0.9925776894631256	0.8667210940382742	0.8816002296032842	2.740899013104684	0.6707747488696038	1	0.14285714285714285	0.8571428571428572	6	0	0	0.08552084249754228
x009436	x009438	279	139	0.6635694817121565	0.9016874237338367	0.985332653741472	0.16835582942151733	0.8370199619734799	0.9905440806663109	0.8487325177936409	0.8657856727415584	2.70506227120151	0.6815312183913091	1	0.14285714285714285	0.8571428571428572	6	0	0	0.08547603663334737
x008704	x008706	265	116	0.6647487891592031	0.8859912188643696	0.9696422551266388	0.5298675496668059	0.4947365626841644	0.9879235234226672	0.8250303736316811	0.8450197595387606	2.657973656593109	0.6821555143550795	1	0.14285714285714285	0.8571428571428572	6	0	0	0.08413736999225374
x018924	x018926	261	136	0.6522378456678123	0.8998147685695058	0.9823179386505224	0.2401494869868628	0.7342461113660518	0.9902283445485697	0.8459086779455415	0.8633072832144063	2.6994443057085173	0.6704133932467988	1	0.14285714285714285	0.8571428571428572	6	0	0	0.08384189230740793
x020557	x020558	174	122	0.6535097189899449	0.8904072158689419	0.9597723957830145	0.5404408302192718	0.4603159309675486	0.9886548398733053	0.831706504116233	0.8508603036172873	2.6712216476068256	0.6701189817915912	1	0.14285714285714285	0.8571428571428572	6	0	0	0.08312710991844734
x009250	x009251	239	119	0.653711114731791	0.8882309920606369	0.9716621788878117	0.49605314686988006	0.49341801843768135	0.9882938589077276	0.8284172440255959	0.8479818732485878	2.664692976181911	0.6716106871274743	1	0.14285714285714285	0.8571428571428572	6	0	0	0.08294949599418336
x001488	x001489	107	82	0.6991261935798012	0.8231063764442114	0.9747723752653165	0.8309294109651109	0.2916767945089763	0.977109165088358	0.7304637811634107	0.7617461830808652	2.469319129332634	0.7214970818907991	1	0.14285714285714285	0.8571428571428572	6	0	0	0.08220788969638636
x008704	x008707	265	89	0.6559752902253774	0.8622488251817774	0.970964772392302	0.46609936602591917	0.5308617322579108	0.9840724017953423	0.789027842961773	0.8136462307882167	2.586746475545332	0.6785352477031469	1	0.14285714285714285	0.8571428571428572	6	0	0	0.08080198904930101
x020556	x020559	213	65	0.6696190223754507	0.832668566464574	0.9408400190232747	0.6590606074270922	0.40895644067598497	0.9758583424013216	0.7469315522897767	0.7752158047026239	2.498005699393722	0.6915233382588565	1	0.14285714285714285	0.8571428571428572	6	0	0	0.079652958776968
x018976	x018977	91	73	0.6650224375048582	0.7997357253691848	0.9129542737370193	0.35785924761939486	0.7242537911581607	0.9715124303028208	0.69660594744232	0.7310887983624137	2.3992071761075544	0.6942823262400378	1	0.14285714285714285	0.8571428571428572	6	0	0	0.07597745734924731
