candidate_id	representation_id	checkpoint	reachable	metric_id	family	regime	candidate_value	candidate_ci_low	candidate_ci_high	vm_value	calibrated_distance	status	reason
C01	LATIN-EXPANDED	5000	true	D_LINE_COHERENCE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C01	LATIN-EXPANDED	5000	true	D_LINE_EXCLUSIVITY	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C01	LATIN-EXPANDED	5000	true	D_LINE_PROGRESSION	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C01	LATIN-EXPANDED	5000	true	D_LINE_VARIANCE_SHARE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C01	LATIN-EXPANDED	5000	true	D_LOCUS_COHERENCE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C01	LATIN-EXPANDED	5000	true	D_LOCUS_EXCLUSIVITY	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C01	LATIN-EXPANDED	5000	true	D_LOCUS_PROGRESSION	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C01	LATIN-EXPANDED	5000	true	D_LOCUS_VARIANCE_SHARE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C01	LATIN-EXPANDED	5000	true	D_PAGE_COHERENCE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C01	LATIN-EXPANDED	5000	true	D_PAGE_EXCLUSIVITY	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C01	LATIN-EXPANDED	5000	true	D_PAGE_PROGRESSION	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C01	LATIN-EXPANDED	5000	true	D_PAGE_VARIANCE_SHARE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C01	LATIN-EXPANDED	5000	true	D_SECTION_COHERENCE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C01	LATIN-EXPANDED	5000	true	D_SECTION_EXCLUSIVITY	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C01	LATIN-EXPANDED	5000	true	D_SECTION_PROGRESSION	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C01	LATIN-EXPANDED	5000	true	D_SECTION_VARIANCE_SHARE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C01	LATIN-EXPANDED	5000	true	G01_ALPHABET_SIZE	G							NOT_COMPARABLE	metric absent from pre-frozen scale
C01	LATIN-EXPANDED	5000	true	G02_INITIAL_RESTRICTION_DENSITY	G							NOT_COMPARABLE	metric absent from pre-frozen scale
C01	LATIN-EXPANDED	5000	true	G03_FINAL_RESTRICTION_DENSITY	G							NOT_COMPARABLE	metric absent from pre-frozen scale
C01	LATIN-EXPANDED	5000	true	G04_BIGRAM_OCCUPANCY	G		0.43912591051	0.405827263267	0.444472222222	0.292438271605	1.40713894359	COMPARABLE	
C01	LATIN-EXPANDED	5000	true	G05_TRIGRAM_OCCUPANCY	G		0.0804941089591	0.0724379846262	0.0814833333333	0.0336291152263	0.857657923653	COMPARABLE	
C01	LATIN-EXPANDED	5000	true	G06_SYMBOL_CONDITIONAL_ENTROPY_NORM	G		0.650274844248	0.6478097844	0.6567893414	0.408488256482	2.85716393757	COMPARABLE	
C01	LATIN-EXPANDED	5000	true	G07_HIGHER_ORDER_ENTROPY_REDUCTION	G		0.131728547001	0.133565285453	0.137904024043	0.0425021352386	6.13983945171	COMPARABLE	
C01	LATIN-EXPANDED	5000	true	G08_MEAN_SYMBOLS_PER_TOKEN	G		5.56821032825	5.52532006383	5.60835339286	4.94629253428	10.8955274074	COMPARABLE	
