record_type	token	count	token_a	token_b	distance	property	raw_value	normalized_value	mean_a	mean_b	delta	raw_mean_a	raw_mean_b	trajectory_correlation	mean_absolute_difference
token_property	x000000	363				effective_predecessor_count	145.96976917952438	2.4149931731387446							
token_property	x000000	363				effective_successor_count	295.0343066142027	3.4588370635945918							
token_property	x000000	363				frequency_rank	6	-1.7024221371636972							
token_property	x000000	363				global_count	363	3.129529922075235							
token_property	x000000	363				global_frequency_probability	0.008304165808798298	5.527524567675989							
token_property	x000000	363				grapheme_length	7	0							
token_property	x000000	363				line_end_probability	0.07988980716253444	-0.06293817310094377							
token_property	x000000	363				line_start_probability	0.03856749311294766	-0.5352061254959821							
token_property	x000000	363				log_global_count	5.8971538676367405	3.129529922075235							
token_property	x000000	363				max_predecessor_probability	0.03151862464183381	-1.044132961531975							
token_property	x000000	363				max_structural_similarity	0.6392802684803567	2.2060237880310596							
token_property	x000000	363				max_successor_probability	0.008982035928143712	-1.506633938064907							
token_property	x000000	363				mean_position	6.0633608815427	0.0421695188636701							
token_property	x000000	363				mean_structural_similarity_to_all	0.300584142507416	1.39234246606207							
token_property	x000000	363				median_position	6	0.10580659534899085							
token_property	x000000	363				normalized_frequency_rank	0.00933125972006221	-1.7024221371636978							
token_property	x000000	363				normalized_mean_position	0.5160103020640213	0.20795899415733624							
token_property	x000000	363				positional_entropy	3.6195165188114875	1.2391124442816965							
token_property	x000000	363				positional_specialization	0.07355570107851228	0.5405924789928799							
token_property	x000000	363				predecessor_entropy	7.189525802915928	2.380549931919785							
token_property	x000000	363				structural_degree_above_0_5	12	2.3192580791906705							
token_property	x000000	363				structural_degree_above_0_6	4	4.142243002333748							
token_property	x000000	363				structural_degree_above_0_7	0	0							
token_property	x000000	363				successor_entropy	8.204738910705089	3.3898080789237612							
token_property	x000000	363				top3_predecessor_mass	0.08595988538681949	-1.1516718930916168							
token_property	x000000	363				top3_successor_mass	0.026946107784431135	-1.8081024354518913							
token_property	x000000	363				top5_predecessor_mass	0.1346704871060172	-1.2069655313592396							
token_property	x000000	363				top5_successor_mass	0.04491017964071856	-1.8928524478615287							
token_property	x000000	363				unique_grapheme_count	2	-4.691091210618282							
token_property	x000000	363				unique_predecessor_count	198	2.695730994735429							
token_property	x000000	363				unique_successor_count	306	3.3345607422916794							
token_property	x000001	409				effective_predecessor_count	183.6978357097584	2.700868709849723							
token_property	x000001	409				effective_successor_count	325.24805193371964	3.586741090623617							
token_property	x000001	409				frequency_rank	1	-1.729359196296034							
token_property	x000001	409				global_count	409	3.272607824158366							
token_property	x000001	409				global_frequency_probability	0.00935648434104271	6.318527183477937							
token_property	x000001	409				grapheme_length	7	0							
token_property	x000001	409				line_end_probability	0.11246943765281174	0.4045881471955941							
token_property	x000001	409				line_start_probability	0.06845965770171149	-0.11866627089294116							
token_property	x000001	409				log_global_count	6.016157159698354	3.272607824158366							
token_property	x000001	409				max_predecessor_probability	0.028871391076115485	-1.0828380830244728							
token_property	x000001	409				max_structural_similarity	0.6450395076689797	2.2729121000968697							
token_property	x000001	409				max_successor_probability	0.008264462809917356	-1.5188552421395567							
token_property	x000001	409				mean_position	6.49877750611247	0.4983441921962677							
token_property	x000001	409				mean_structural_similarity_to_all	0.30025502632353046	1.3828942706802165							
token_property	x000001	409				median_position	6	0.10580659534899085							
token_property	x000001	409				normalized_frequency_rank	0.0015552099533437014	-1.7293591962960349							
token_property	x000001	409				normalized_mean_position	0.5447933247138627	0.5936596761957207							
token_property	x000001	409				positional_entropy	3.7369725220818037	1.5482575825262408							
token_property	x000001	409				positional_specialization	0.04349189447938695	-0.5774990491370997							
token_property	x000001	409				predecessor_entropy	7.521190818786903	2.656105132372195							
token_property	x000001	409				structural_degree_above_0_5	11	2.2303684613053196							
token_property	x000001	409				structural_degree_above_0_6	5	4.640693327920492							
token_property	x000001	409				structural_degree_above_0_7	0	0							
token_property	x000001	409				successor_entropy	8.34539660575245	3.512872855984957							
token_property	x000001	409				top3_predecessor_mass	0.08398950131233596	-1.165712299889678							
token_property	x000001	409				top3_successor_mass	0.02203856749311295	-1.8501569443791055							
token_property	x000001	409				top5_predecessor_mass	0.12598425196850394	-1.25166045563364							
token_property	x000001	409				top5_successor_mass	0.03305785123966942	-1.9638928066681258							
token_property	x000001	409				unique_grapheme_count	3	-2.3554637541315797							
token_property	x000001	409				unique_predecessor_count	240	2.9311664424824015							
token_property	x000001	409				unique_successor_count	335	3.4493200711513348							
token_property	x000002	402				effective_predecessor_count	165.23400642696524	2.569094044348835							
token_property	x000002	402				effective_successor_count	320.4980996738114	3.5674384060940048							
token_property	x000002	402				frequency_rank	2	-1.7239717844695668							
token_property	x000002	402				global_count	402	3.2519034641676274							
token_property	x000002	402				global_frequency_probability	0.009196348912222908	6.198157220203728							
token_property	x000002	402				grapheme_length	7	0							
token_property	x000002	402				line_end_probability	0.08208955223880597	-0.0313712490559773							
token_property	x000002	402				line_start_probability	0.08706467661691543	0.1405900252114542							
token_property	x000002	402				log_global_count	5.998936561946683	3.2519034641676274							
token_property	x000002	402				max_predecessor_probability	0.027247956403269755	-1.1065742720262082							
token_property	x000002	402				max_structural_similarity	0.6350821649361302	2.1572666430759564							
token_property	x000002	402				max_successor_probability	0.008130081300813009	-1.5211439528549662							
token_property	x000002	402				mean_position	5.791044776119403	-0.2431289824450972							
token_property	x000002	402				mean_structural_similarity_to_all	0.3010509013379142	1.4057420764205992							
token_property	x000002	402				median_position	6	0.10580659534899085							
token_property	x000002	402				normalized_frequency_rank	0.003110419906687403	-1.7239717844695674							
token_property	x000002	402				normalized_mean_position	0.4882963118970583	-0.16341634885104103							
token_property	x000002	402				positional_entropy	3.6798782929221727	1.3979851156017642							
token_property	x000002	402				positional_specialization	0.08003042676945682	0.7813915247870754							
token_property	x000002	402				predecessor_entropy	7.368366824804719	2.529135315597546							
token_property	x000002	402				structural_degree_above_0_5	11	2.2303684613053196							
token_property	x000002	402				structural_degree_above_0_6	5	4.640693327920492							
token_property	x000002	402				structural_degree_above_0_7	0	0							
token_property	x000002	402				successor_entropy	8.324171992486772	3.494302934880596							
token_property	x000002	402				top3_predecessor_mass	0.07901907356948229	-1.2011301802784677							
token_property	x000002	402				top3_successor_mass	0.024390243902439025	-1.8300045685086757							
token_property	x000002	402				top5_predecessor_mass	0.11989100817438693	-1.2830131723920635							
