window_size	method	k	silhouette	within_cluster_dispersion	between_cluster_distance	cluster_sizes	transition_count	segment_fragmentation
50	hierarchical	2	0.029650899859430174	0.9267259637416896	0.9509942185881802	8696,37	22	11.5
50	hierarchical	3	0.01689599625146943	0.9265045231785317	0.9497691325520472	8660,36,37	40	13.666666666666666
50	hierarchical	4	0.013695826149656067	0.9262891973633554	0.9490518802645328	8636,36,24,37	56	14.25
50	hierarchical	5	0.013469962049113566	0.926082907881096	0.9483945462865188	8615,21,36,24,37	62	12.6
50	hierarchical	6	0.009646928084880019	0.9259635596476046	0.946269371004715	8535,21,37,23,37,80	113	19
50	hierarchical	7	0.010813863165762178	0.9257713515356515	0.9459801434055595	8504,21,35,36,22,37,78	123	17.714285714285715
50	hierarchical	8	0.012123905735615606	0.9256016673745999	0.9454288396920728	8461,20,44,36,36,22,36,78	146	18.375
50	hierarchical	9	0.012160683011678986	0.925553342850601	0.943561359760539	8374,20,45,36,35,22,36,86,79	211	23.555555555555557
50	hierarchical	10	0.016171764993049877	0.9252652225411538	0.9445803978147473	8336,20,42,44,35,35,22,36,84,79	230	23.1
50	hierarchical	11	0.020843286441041827	0.9250423326316306	0.9447511458988102	8304,20,42,42,35,35,22,35,36,85,77	241	22
50	hierarchical	12	0.02435000547520738	0.9247683289688869	0.945286751974171	8283,20,41,41,27,35,35,21,35,36,83,76	244	20.416666666666668
50	hierarchical	13	0.027527494883020864	0.924588640635302	0.9449857605886158	8254,20,34,41,39,27,36,34,21,35,36,83,73	253	19.53846153846154
50	hierarchical	14	0.030294232494604955	0.9244394891230344	0.9444993646215248	8214,20,34,41,40,27,35,34,43,21,35,36,80,73	282	20.214285714285715
50	hierarchical	15	0.033148583433430134	0.9242239826555846	0.9444907011446148	8182,19,34,41,39,27,35,34,42,21,35,36,78,37,73	297	19.866666666666667
100	hierarchical	2	0.05559957281439077	0.8721344814658643	0.9194062022176658	4344,18	2	1.5
100	hierarchical	3	0.04793165312724473	0.8716512737114743	0.9195679153788695	4327,17,18	4	1.6666666666666667
100	hierarchical	4	0.038109959999409374	0.8713094573565074	0.9147859762215043	4310,17,17,18	6	1.75
100	hierarchical	5	0.028683912882224008	0.8711011750549252	0.9090377193679441	4292,17,18,17,18	8	1.8
100	hierarchical	6	0.0269304870679499	0.8708121294613512	0.9070779947602428	4274,17,18,17,18,18	10	1.8333333333333333
100	hierarchical	7	0.026113148638339766	0.8706059641482343	0.904384222884825	4256,17,18,17,18,18,18	12	1.8571428571428572
100	hierarchical	8	0.02788935323604057	0.8703458272796859	0.9031456018675484	4238,17,18,18,17,18,18,18	14	1.875
100	hierarchical	9	0.027581639924617266	0.8702031380587548	0.9007918888458895	4221,17,18,18,17,17,18,18,18	16	1.8888888888888888
100	hierarchical	10	0.029278543363710482	0.8700259950284331	0.8992943440509302	4204,17,18,18,17,17,18,18,18,17	18	1.9
100	hierarchical	11	0.03284952706004475	0.8696996580089409	0.899447760436893	4187,17,18,17,18,17,17,18,18,18,17	20	1.9090909090909092
100	hierarchical	12	0.03481721415070575	0.869531219903279	0.8982153705710608	4170,17,18,17,18,17,17,18,18,17,18,17	22	1.9166666666666667
100	hierarchical	13	0.0382398411544394	0.8693366906915104	0.8973655920003993	4152,17,18,17,18,17,17,18,18,17,18,17,18	24	1.9230769230769231
100	hierarchical	14	0.04014924933711341	0.8692735293405596	0.8957143502744616	4134,17,18,17,18,17,17,18,18,18,17,18,17,18	26	1.9285714285714286
100	hierarchical	15	0.044325308845492926	0.869050722051382	0.8953119037871088	4117,17,18,17,18,17,17,17,18,18,18,17,18,17,18	28	1.9333333333333333
200	hierarchical	2	0.07156079205848455	0.7983914164260886	0.8560249982635137	2159,17	2	1.5
200	hierarchical	3	0.03644068425205388	0.7981524756920191	0.8390189829807877	2148,14,14	3	1.3333333333333333
200	hierarchical	4	0.028200305701226877	0.7979112540180188	0.8333057232204397	2131,17,14,14	5	1.5
200	hierarchical	5	0.028893674599321753	0.7976013267016394	0.8320214131601217	2114,17,17,14,14	7	1.6
200	hierarchical	6	0.02977716329443806	0.7972293990722411	0.8323494276277911	2097,17,17,17,14,14	9	1.6666666666666667
200	hierarchical	7	0.029691342703088503	0.7970112081295065	0.8300351503582009	2088,17,17,17,14,14,9	10	1.5714285714285714
200	hierarchical	8	0.03083330742236791	0.7967547475741119	0.8288529931572014	2071,17,17,17,14,14,17,9	12	1.625
200	hierarchical	9	0.03246027179937123	0.7965391401081204	0.8274402791830664	2054,17,17,17,14,14,17,17,9	14	1.6666666666666667
200	hierarchical	10	0.034026370042775034	0.7964118537213223	0.8253932671746056	2037,17,17,17,17,14,14,17,17,9	16	1.7
200	hierarchical	11	0.038395615867295035	0.796140385010521	0.8250682040107535	2021,17,17,16,17,17,14,14,17,17,9	18	1.7272727272727273
200	hierarchical	12	0.04208684175942654	0.7959428848015542	0.8241504115653268	2004,17,17,17,16,17,17,14,14,17,17,9	20	1.75
200	hierarchical	13	0.046221903973482796	0.795668049542318	0.8239471553875822	1987,17,17,17,16,17,17,17,14,14,17,17,9	22	1.7692307692307692
200	hierarchical	14	0.0492486223919081	0.7954605854394703	0.8232774923423717	1976,17,17,17,16,17,17,17,14,11,14,17,17,9	23	1.7142857142857142
200	hierarchical	15	0.05313421761001798	0.7952390880330834	0.8227717105957782	1959,17,17,17,17,16,17,17,17,14,11,14,17,17,9	25	1.7333333333333334
500	hierarchical	2	0.01840077187733144	0.6692978485339224	0.6818574264104421	457,408	1	1
500	hierarchical	3	0.023483654910876894	0.6639262621373407	0.6825873630302872	455,20,390	2	1
500	hierarchical	4	0.030326405166244456	0.6582448425043266	0.6835643854298976	129,326,20,390	3	1
500	hierarchical	5	0.03609544594819897	0.6529832988627997	0.6838355080046629	128,204,123,20,390	4	1
500	hierarchical	6	0.03691230735918852	0.64738666014307	0.6823447606931206	128,204,123,19,111,280	5	1
500	hierarchical	7	0.04272932474230239	0.6420526971181205	0.6822084566747616	128,204,123,19,109,54,228	6	1
500	hierarchical	8	0.04863333703832558	0.6372620399828994	0.6822516153252739	128,202,39,87,18,109,54,228	7	1
500	hierarchical	9	0.05475061491352872	0.6315895774249599	0.6822728967367226	51,78,201,39,87,18,109,54,228	8	1
500	hierarchical	10	0.060097686874819735	0.6264279570678467	0.6822809260797464	51,78,201,37,27,62,18,109,54,228	9	1
500	hierarchical	11	0.06671185928330518	0.621191150486399	0.6823047208653292	51,78,201,37,26,26,38,17,109,54,228	10	1
500	hierarchical	12	0.07232243453156464	0.6158530766215521	0.682427184330859	51,78,187,18,33,26,26,38,17,109,54,228	11	1
500	hierarchical	13	0.07862502475734318	0.6109827036754344	0.6824418144483098	49,28,52,187,18,33,26,26,38,17,109,54,228	12	1
500	hierarchical	14	0.08378042250057195	0.606116183320943	0.6822765302355209	49,28,52,187,18,33,26,26,38,16,38,72,54,228	13	1
500	hierarchical	15	0.08744007766586838	0.6008545151254496	0.6822730198770047	49,28,52,187,18,33,26,26,38,16,38,72,27,29,226	14	1
1000	hierarchical	2	0.05615704524083212	0.5643017005316869	0.5979311290817031	61,367	1	1
1000	hierarchical	3	0.06155474387305117	0.5519825608278947	0.5917858978723294	59,134,235	2	1
1000	hierarchical	4	0.0747010828261526	0.5416512861731211	0.5917175962821843	59,101,35,233	3	1
1000	hierarchical	5	0.09041631156388835	0.5304590764901672	0.5916088390082815	59,101,32,45,191	4	1
1000	hierarchical	6	0.10531189412946701	0.5197254875729644	0.5915822774149028	29,31,100,32,45,191	5	1
1000	hierarchical	7	0.11529431021988197	0.5087681026352585	0.5895759528798791	29,31,100,32,43,61,132	6	1
1000	hierarchical	8	0.1297945250443771	0.49863435640410947	0.5892401830207359	29,30,31,71,31,43,61,132	7	1
1000	hierarchical	9	0.14293862746366334	0.488875249781464	0.5891946460630462	29,30,31,55,18,29,43,61,132	8	1
1000	hierarchical	10	0.15262653738630058	0.4795621627029135	0.5889365476783966	29,30,31,55,18,29,41,19,44,132	9	1
1000	hierarchical	11	0.16086221393379294	0.46989296599216124	0.5887749761712184	29,30,31,55,18,29,41,18,28,20,129	10	1
1000	hierarchical	12	0.17332188523532252	0.46046743329154777	0.588618041345711	29,30,29,17,41,17,29,41,18,28,20,129	11	1
1000	hierarchical	13	0.18818670701750148	0.4504161733404823	0.5874891450638423	29,30,29,17,41,17,29,41,18,28,19,84,46	12	1
1000	hierarchical	14	0.20264291028823916	0.44054970234144475	0.5874899883457328	29,30,29,17,41,17,29,27,16,16,28,19,84,46	13	1
1000	hierarchical	15	0.21366768798455218	0.43134903159919924	0.5874296740664786	28,16,16,28,17,41,17,29,27,16,16,28,19,84,46	14	1
50	k_medoids	2	0.005766514838709592	0.92428666967726	0.9296486773453556	4334,4399	878	439.5
50	contiguous_segmentation	2	-0.00107634741548039	0.9265940882552611	0.9255846545121644	5927,2806	1	1
50	k_medoids	3	0.005900232895051157	0.9222858457500968	0.9321182092177258	5311,1720,1702	1057	352.6666666666667
50	contiguous_segmentation	3	-0.006022704889697287	0.9265472137057835	0.9256962966579031	6,5921,2806	2	1
50	k_medoids	4	0.004030508568533148	0.9190136487360667	0.9300802043850637	3398,1772,1774,1789	1455	364
50	contiguous_segmentation	4	-0.0064484275200008346	0.9261777425183388	0.9273405738597661	6,3411,2510,2806	3	1
50	k_medoids	5	0.0029982023321305173	0.9184158013692919	0.9295113505100427	2218,2130,511,2336,1538	1533	306.8
50	contiguous_segmentation	5	-0.015530217877083453	0.9262669861903271	0.9272905096061	6,3339,72,2510,2806	4	1
50	k_medoids	6	0.0015314011791959584	0.9169516620764234	0.9293121302606657	563,2101,574,2219,1781,1495	1643	274
50	contiguous_segmentation	6	-0.01755416401843932	0.9263452377077627	0.9273742799884053	6,3339,72,60,2450,2806	5	1
50	k_medoids	7	0.0014240449072169127	0.9161074248096915	0.9294063685753288	2188,1244,1127,2329,1060,221,564	1726	246.71428571428572
50	contiguous_segmentation	7	-0.01804517907312359	0.9259653987851747	0.9269362754946481	6,3339,72,60,2450,1257,1549	6	1
50	k_medoids	8	0.000584384968824172	0.9151111206527208	0.9307136657602231	3407,1925,834,576,1005,598,57,331	1700	212.625
50	contiguous_segmentation	8	-0.02126452073373001	0.9267425983643063	0.92683020366462	6,3339,72,60,2450,1006,251,1549	7	1
50	k_medoids	9	-0.00141015018349032	0.9140759297874029	0.9292337276058057	1684,2463,651,123,1574,358,576,528,776	1900	211.22222222222223
50	contiguous_segmentation	9	-0.025425624181987256	0.9269543653219502	0.9267682701444764	6,3339,72,60,2450,1006,251,30,1519	8	1
50	k_medoids	10	0.003656157949371695	0.9102127345752041	0.9298847889020353	1458,812,210,393,361,1214,2533,820,151,781	1788	178.9
50	contiguous_segmentation	10	-0.026247188802536292	0.9270431379486355	0.9265762183597936	6,3339,72,60,2450,1006,251,30,895,624	9	1
50	k_medoids	11	0.004688606249854646	0.9110832924017237	0.930063038806461	669,782,85,785,904,813,2678,531,869,18,599	1899	172.72727272727272
50	contiguous_segmentation	11	-0.028700844869128918	0.9271666502004781	0.9265648711207595	6,3339,72,60,2450,1006,251,30,895,20,604	10	1
50	k_medoids	12	0.0007125454892898928	0.9098149513788397	0.9297169149378558	2014,728,240,420,1083,1820,1175,283,298,47,169,456	1959	163.33333333333334
50	contiguous_segmentation	12	-0.02846118602223073	0.926490867416407	0.9265153302705432	6,3339,72,60,2450,1006,251,30,501,394,20,604	11	1
50	k_medoids	13	-0.0021695488460643556	0.9104418810990487	0.9295480317614453	2425,1703,78,50,472,207,718,591,779,780,456,141,333	2003	154.15384615384616
