token	block	direction	counterpart	raw_count	probability	log2_enrichment
x000078	G0/generic#0	incoming	x000078	0	0.001519756839	-2.627755264
x000078	G0/generic#0	incoming	x000079	0	0.001519756839	-1.734670468
x000078	G0/generic#0	incoming	x000080	0	0.001519756839	-1.249243641
x000078	G0/generic#0	incoming	x000081	0	0.001519756839	-1.249243641
x000078	G0/generic#0	incoming	x000082	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x000083	0	0.001519756839	-0.5122780468
x000078	G0/generic#0	incoming	x000120	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x000121	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x000122	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x000123	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x000589	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x000608	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x000816	0	0.001519756839	-0.5122780468
x000078	G0/generic#0	incoming	x000817	0	0.001519756839	-0.5122780468
x000078	G0/generic#0	incoming	x000818	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x000819	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x000820	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x000954	0	0.001519756839	-0.5122780468
x000078	G0/generic#0	incoming	x000955	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x000957	0	0.001519756839	-0.5122780468
x000078	G0/generic#0	incoming	x001044	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x001045	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x001046	0	0.001519756839	-0.5122780468
x000078	G0/generic#0	incoming	x001047	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x001048	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x001068	0	0.001519756839	-1.734670468
x000078	G0/generic#0	incoming	x001069	0	0.001519756839	-1.249243641
x000078	G0/generic#0	incoming	x001070	0	0.001519756839	-1.734670468
x000078	G0/generic#0	incoming	x001071	0	0.001519756839	-2.386747165
x000078	G0/generic#0	incoming	x001072	0	0.001519756839	-1.249243641
x000078	G0/generic#0	incoming	x001073	0	0.001519756839	-1.249243641
x000078	G0/generic#0	incoming	x001176	0	0.001519756839	-0.5122780468
x000078	G0/generic#0	incoming	x001177	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x001224	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x001225	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x001226	0	0.001519756839	-0.5122780468
x000078	G0/generic#0	incoming	x001227	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x001239	0	0.001519756839	-0.5122780468
x000078	G0/generic#0	incoming	x001416	0	0.001519756839	-0.5122780468
x000078	G0/generic#0	incoming	x001417	0	0.001519756839	-0.5122780468
x000078	G0/generic#0	incoming	x001418	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x001419	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x001420	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x001578	0	0.001519756839	-0.5122780468
x000078	G0/generic#0	incoming	x001579	0	0.001519756839	-0.5122780468
x000078	G0/generic#0	incoming	x001580	0	0.001519756839	-0.5122780468
x000078	G0/generic#0	incoming	x001581	1	0.004559270517	1.072684454
x000078	G0/generic#0	incoming	x001582	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x001583	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x001752	0	0.001519756839	-0.5122780468
x000078	G0/generic#0	incoming	x001753	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x001754	0	0.001519756839	-0.5122780468
x000078	G0/generic#0	incoming	x001755	0	0.001519756839	-1.734670468
x000078	G0/generic#0	incoming	x001756	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x001757	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x001938	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x001956	0	0.001519756839	-0.5122780468
x000078	G0/generic#0	incoming	x001957	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x001958	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x002232	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x002233	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x002234	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x002235	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x002236	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x002394	0	0.001519756839	-0.5122780468
x000078	G0/generic#0	incoming	x002395	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x002396	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x002397	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x002424	0	0.001519756839	-0.5122780468
x000078	G0/generic#0	incoming	x002676	0	0.001519756839	1.072684454
x000078	G0/generic#0	incoming	x002772	0	0.001519756839	-0.5122780468
x000078	G0/generic#0	incoming	x003258	0	0.001519756839	1.072684454
