token	block	direction	conditional_entropy	effective_successor_predecessor_count	baseline_entropy	entropy_effect	eligible
x000078	G0/generic#0	outgoing	6.471901845	646.7125048	6.085551576	0.3863502687	true
x001071	G0/generic#0	outgoing	6.471901845	646.7125048	6.085551576	0.3863502687	true
x012673	G0/generic#0	outgoing	6.469934633	645.4415349	6.085551576	0.384383057	true
x013056	G0/generic#0	outgoing	6.466064223	642.9482396	6.085551576	0.3805126468	true
x013872	G0/generic#0	outgoing	6.462277682	640.5182932	6.085551576	0.3767261058	true
x013873	G0/generic#0	outgoing	6.461948548	640.3075118	6.085551576	0.3763969722	true
x013875	G0/generic#0	outgoing	6.471901845	646.7125048	6.085551576	0.3863502687	true
x019046	G0/generic#0	outgoing	6.466064223	642.9482396	6.085551576	0.3805126468	true
x028392	G0/generic#0	outgoing	6.469934633	645.4415349	6.085551576	0.384383057	true
x028393	G0/generic#0	outgoing	6.469934633	645.4415349	6.085551576	0.384383057	true
x028394	G0/generic#0	outgoing	6.469934633	645.4415349	6.085551576	0.384383057	true
x028395	G0/generic#0	outgoing	6.469934633	645.4415349	6.085551576	0.384383057	true
x000078	G0/generic#0	incoming	6.464160578	641.725459	6.085551576	0.3786090024	true
x012673	G0/generic#0	incoming	6.461948548	640.3075118	6.085551576	0.3763969722	true
x013872	G0/generic#0	incoming	6.462277682	640.5182932	6.085551576	0.3767261058	true
x028393	G0/generic#0	incoming	6.464160578	641.725459	6.085551576	0.3786090024	true
x028394	G0/generic#0	incoming	6.464160578	641.725459	6.085551576	0.3786090024	true
x028395	G0/generic#0	incoming	6.458573272	638.1499401	6.085551576	0.3730216957	true
x000079	G1/generic#0	outgoing	6.469934633	645.4415349	6.070373785	0.3995608475	true
x013872	G1/generic#0	outgoing	6.466064223	642.9482396	6.070373785	0.3956904373	true
x013874	G1/generic#0	outgoing	6.471901845	646.7125048	6.070373785	0.4015280592	true
x014154	G1/generic#0	outgoing	6.466064223	642.9482396	6.070373785	0.3956904373	true
x014156	G1/generic#0	outgoing	6.467988834	644.1868564	6.070373785	0.3976150483	true
x015013	G1/generic#0	outgoing	6.467988834	644.1868564	6.070373785	0.3976150483	true
x019044	G1/generic#0	outgoing	6.467988834	644.1868564	6.070373785	0.3976150483	true
x019045	G1/generic#0	outgoing	6.467988834	644.1868564	6.070373785	0.3976150483	true
x019046	G1/generic#0	outgoing	6.469934633	645.4415349	6.070373785	0.3995608475	true
x028392	G1/generic#0	outgoing	6.473890696	648	6.070373785	0.4035169109	true
x028393	G1/generic#0	outgoing	6.471901845	646.7125048	6.070373785	0.4015280592	true
x028394	G1/generic#0	outgoing	6.463845449	641.5232641	6.070373785	0.3934716631	true
x028902	G1/generic#0	outgoing	6.466064223	642.9482396	6.070373785	0.3956904373	true
x000079	G1/generic#0	incoming	6.464160578	641.725459	6.070373785	0.3937867928	true
x028392	G1/generic#0	incoming	6.456751335	636.9883296	6.070373785	0.3863775491	true
x028393	G1/generic#0	incoming	6.464160578	641.725459	6.070373785	0.3937867928	true
x028394	G1/generic#0	incoming	6.456751335	636.9883296	6.070373785	0.3863775491	true
x000078	G2/generic#0	outgoing	6.471901845	646.7125048	6.023611211	0.4482906336	true
x000081	G2/generic#0	outgoing	6.469934633	645.4415349	6.023611211	0.4463234219	true
x001068	G2/generic#0	outgoing	6.464160578	641.725459	6.023611211	0.4405493672	true
x013873	G2/generic#0	outgoing	6.464160578	641.725459	6.023611211	0.4405493672	true
x013874	G2/generic#0	outgoing	6.469934633	645.4415349	6.023611211	0.4463234219	true
x014154	G2/generic#0	outgoing	6.467988834	644.1868564	6.023611211	0.4443776227	true
x015013	G2/generic#0	outgoing	6.466064223	642.9482396	6.023611211	0.4424530117	true
x019044	G2/generic#0	outgoing	6.467988834	644.1868564	6.023611211	0.4443776227	true
x019046	G2/generic#0	outgoing	6.469934633	645.4415349	6.023611211	0.4463234219	true
x019048	G2/generic#0	outgoing	6.469934633	645.4415349	6.023611211	0.4463234219	true
x028392	G2/generic#0	outgoing	6.469934633	645.4415349	6.023611211	0.4463234219	true
x028393	G2/generic#0	outgoing	6.473890696	648	6.023611211	0.4502794854	true
x028394	G2/generic#0	outgoing	6.473890696	648	6.023611211	0.4502794854	true
x028395	G2/generic#0	outgoing	6.471901845	646.7125048	6.023611211	0.4482906336	true
x028397	G2/generic#0	outgoing	6.473890696	648	6.023611211	0.4502794854	true
x028904	G2/generic#0	outgoing	6.460415317	639.3265247	6.023611211	0.4368041062	true
x031243	G2/generic#0	outgoing	6.466064223	642.9482396	6.023611211	0.4424530117	true
x032101	G2/generic#0	outgoing	6.460072355	639.1072973	6.023611211	0.4364611437	true
x000078	G2/generic#0	incoming	6.462277682	640.5182932	6.023611211	0.4386664707	true
x000081	G2/generic#0	incoming	6.462277682	640.5182932	6.023611211	0.4386664707	true
x013873	G2/generic#0	incoming	6.464160578	641.725459	6.023611211	0.4405493672	true
x028392	G2/generic#0	incoming	6.464160578	641.725459	6.023611211	0.4405493672	true
x028393	G2/generic#0	incoming	6.460415317	639.3265247	6.023611211	0.4368041062	true
x028394	G2/generic#0	incoming	6.464160578	641.725459	6.023611211	0.4405493672	true
x032101	G2/generic#0	incoming	6.462277682	640.5182932	6.023611211	0.4386664707	true
x013872	G3/generic#0	outgoing	6.466064223	642.9482396	6.094717335	0.3713468874	true
x013873	G3/generic#0	outgoing	6.469934633	645.4415349	6.094717335	0.3752172976	true
x014953	G3/generic#0	outgoing	6.471901845	646.7125048	6.094717335	0.3771845094	true
x015013	G3/generic#0	outgoing	6.464160578	641.725459	6.094717335	0.369443243	true
x015014	G3/generic#0	outgoing	6.461948548	640.3075118	6.094717335	0.3672312128	true
x028386	G3/generic#0	outgoing	6.458573272	638.1499401	6.094717335	0.3638559363	true
x028392	G3/generic#0	outgoing	6.473890696	648	6.094717335	0.3791733611	true
x028393	G3/generic#0	outgoing	6.467988834	644.1868564	6.094717335	0.3732714985	true
x028394	G3/generic#0	outgoing	6.471901845	646.7125048	6.094717335	0.3771845094	true
x028902	G3/generic#0	outgoing	6.462277682	640.5182932	6.094717335	0.3675603464	true
x032100	G3/generic#0	outgoing	6.466064223	642.9482396	6.094717335	0.3713468874	true
x028392	G3/generic#0	incoming	6.460415317	639.3265247	6.094717335	0.3656979819	true
x028394	G3/generic#0	incoming	6.464160578	641.725459	6.094717335	0.369443243	true
x000078	G0/generic#1	outgoing	6.471901845	646.7125048	6.097153157	0.3747486873	true
x000080	G0/generic#1	outgoing	6.471901845	646.7125048	6.097153157	0.3747486873	true
x001068	G0/generic#1	outgoing	6.469934633	645.4415349	6.097153157	0.3727814756	true
x001069	G0/generic#1	outgoing	6.467988834	644.1868564	6.097153157	0.3708356764	true
x013872	G0/generic#1	outgoing	6.467988834	644.1868564	6.097153157	0.3708356764	true
x014154	G0/generic#1	outgoing	6.466064223	642.9482396	6.097153157	0.3689110654	true
x019046	G0/generic#1	outgoing	6.469934633	645.4415349	6.097153157	0.3727814756	true
x028392	G0/generic#1	outgoing	6.471901845	646.7125048	6.097153157	0.3747486873	true
x028393	G0/generic#1	outgoing	6.473890696	648	6.097153157	0.3767375391	true
x028394	G0/generic#1	outgoing	6.471901845	646.7125048	6.097153157	0.3747486873	true
x028904	G0/generic#1	outgoing	6.471901845	646.7125048	6.097153157	0.3747486873	true
x028392	G0/generic#1	incoming	6.460415317	639.3265247	6.097153157	0.3632621599	true
x001069	G1/generic#1	outgoing	6.466064223	642.9482396	6.073028368	0.3930358544	true
x012672	G1/generic#1	outgoing	6.466064223	642.9482396	6.073028368	0.3930358544	true
x013872	G1/generic#1	outgoing	6.467702247	644.0022672	6.073028368	0.3946738784	true
x013874	G1/generic#1	outgoing	6.467988834	644.1868564	6.073028368	0.3949604654	true
x018181	G1/generic#1	outgoing	6.473890696	648	6.073028368	0.4008623281	true
