block_a	block_b	edges_a	edges_b	intersection	edge_jaccard	degree_rank_correlation	scc_overlap
G0/generic#0	G1/generic#0	7	9	3	0.2307692308	0.3925706406	0
G0/generic#0	G2/generic#0	7	7	3	0.2727272727	0.5134813381	0
G0/generic#0	G3/generic#0	7	10	5	0.4166666667	0.5782302186	0
G0/generic#0	G0/generic#1	7	8	3	0.25	0.391310919	0
G0/generic#0	G1/generic#1	7	4	1	0.1	0.2191895466	0
G0/generic#0	G2/generic#1	7	3	2	0.25	0.5368112275	0
G0/generic#0	G3/generic#1	7	7	3	0.2727272727	0.4247324955	0
G0/generic#0	G0/generic#2	7	6	1	0.08333333333	0.272045724	1
G0/generic#0	G1/generic#2	7	5	1	0.09090909091	0.1764789796	0
G0/generic#0	G2/generic#2	7	5	1	0.09090909091	0.1872969363	0
G0/generic#0	G3/generic#2	7	12	7	0.5833333333	0.7392510923	0
G0/generic#0	G0/generic#3	7	10	3	0.2142857143	0.4026947918	0
G0/generic#0	G1/generic#3	7	6	3	0.3	0.4954233391	0
G0/generic#0	G2/generic#3	7	7	1	0.07692307692	0.1505446906	0
G0/generic#0	G3/generic#3	7	5	3	0.3333333333	0.5962457673	0
G0/generic#0	G0/generic#4	7	4	3	0.375	0.6103554114	0
G0/generic#0	G1/generic#4	7	5	2	0.2	0.3933540014	0
G0/generic#0	G2/generic#4	7	8	2	0.1538461538	0.3097809624	0
G0/generic#0	G3/generic#4	7	6	3	0.3	0.5289116678	0
G0/generic#0	G0/generic#5	7	2	1	0.125	0.2932691828	0
G0/generic#0	G1/generic#5	7	4	1	0.1	0.3308166125	0
G0/generic#0	G2/generic#5	7	1	1	0.1428571429	0.4214143429	0
G0/generic#0	G3/generic#5	7	8	5	0.5	0.6916659442	0
G0/generic#0	G0/generic#6	7	14	5	0.3125	0.5065344257	0
G0/generic#0	G1/generic#6	7	12	5	0.3571428571	0.5600194898	0
G0/generic#0	G2/generic#6	7	6	2	0.1818181818	0.2923696229	0
G0/generic#0	G3/generic#6	7	3	1	0.1111111111	0.2597736405	0
G0/generic#0	G0/generic#7	7	6	3	0.3	0.4682818199	0
G0/generic#0	G1/generic#7	7	4	1	0.1	0.2006738594	0
G0/generic#0	G2/generic#7	7	3	1	0.1111111111	0.2355914877	0
G0/generic#0	G3/generic#7	7	5	1	0.09090909091	0.1872969363	0
G0/generic#0	G0/generic#8	7	7	5	0.5555555556	0.6916659442	0
G0/generic#0	G1/generic#8	7	6	3	0.3	0.4946317695	0
G0/generic#0	G2/generic#8	7	2	1	0.125	0.2932691828	0
G0/generic#0	G3/generic#8	7	4	3	0.375	0.5637380666	0
G0/generic#0	G0/generic#9	7	5	4	0.5	0.7431160112	1
G0/generic#0	G1/generic#9	7	11	6	0.5	0.6545933762	0
G0/generic#0	G2/generic#9	7	9	4	0.3333333333	0.4602371934	0
G0/generic#0	G3/generic#9	7	7	3	0.2727272727	0.4448410489	0
G0/generic#0	G0/generic#10	7	9	3	0.2307692308	0.4597178889	0
G0/generic#0	G1/generic#10	7	5	2	0.2	0.3933540014	0
G0/generic#0	G2/generic#10	7	4	2	0.2222222222	0.3624451221	1
G0/generic#0	G3/generic#10	7	11	3	0.2	0.3432721769	0
G0/generic#0	G0/generic#11	7	8	2	0.1538461538	0.228634841	0
G0/generic#0	G1/generic#11	7	2	1	0.125	0.2932691828	0
G0/generic#0	G2/generic#11	7	3	1	0.1111111111	0.2355914877	0
G0/generic#0	G3/generic#11	7	13	7	0.5384615385	0.7382822081	0
G0/generic#0	G0/generic#12	7	6	3	0.3	0.4675310009	0
G0/generic#0	G1/generic#12	7	9	5	0.4545454545	0.6412522542	0
G0/generic#0	G2/generic#12	7	10	4	0.3076923077	0.53820372	0
G0/generic#0	G3/generic#12	7	15	5	0.2941176471	0.4745979948	0
G0/generic#0	G0/generic#13	7	7	3	0.2727272727	0.4448410489	1
G0/generic#0	G1/generic#13	7	17	7	0.4117647059	0.6221744479	1
G0/generic#0	G2/generic#13	7	7	3	0.2727272727	0.4254199901	0
G0/generic#0	G3/generic#13	7	5	1	0.09090909091	0.1872969363	0
G0/generic#0	G0/generic#14	7	9	3	0.2307692308	0.4438531375	0
G0/generic#0	G1/generic#14	7	6	1	0.08333333333	0.1665422005	0
G0/generic#0	G2/generic#14	7	17	5	0.2631578947	0.4444616434	1
G0/generic#0	G3/generic#14	7	7	2	0.1666666667	0.3245092837	0
G0/generic#0	G0/generic#15	7	7	1	0.07692307692	0.1537190566	0
G0/generic#0	G1/generic#15	7	15	6	0.375	0.549199831	0
G0/generic#0	G2/generic#15	7	13	7	0.5384615385	0.7585913024	0
G0/generic#0	G3/generic#15	7	2	0	0	0.2958582366	0
G1/generic#0	G2/generic#0	9	7	3	0.2307692308	0.4506158311	0
G1/generic#0	G3/generic#0	9	10	4	0.2666666667	0.5073857657	0
G1/generic#0	G0/generic#1	9	8	4	0.3076923077	0.4898549213	0
G1/generic#0	G1/generic#1	9	4	3	0.3	0.4983475669	0
G1/generic#0	G2/generic#1	9	3	2	0.2	0.3549196538	0
G1/generic#0	G3/generic#1	9	7	4	0.3333333333	0.5294831053	0
G1/generic#0	G0/generic#2	9	6	4	0.3636363636	0.5842855227	0
G1/generic#0	G1/generic#2	9	5	3	0.2727272727	0.4956466527	1
G1/generic#0	G2/generic#2	9	5	3	0.2727272727	0.5249836325	0
G1/generic#0	G3/generic#2	9	12	4	0.2352941176	0.4644443243	0
G1/generic#0	G0/generic#3	9	10	4	0.2666666667	0.4756318368	0
G1/generic#0	G1/generic#3	9	6	6	0.6666666667	0.7989188982	0
G1/generic#0	G2/generic#3	9	7	4	0.3333333333	0.5084156985	0
G1/generic#0	G3/generic#3	9	5	3	0.2727272727	0.5249836325	0
G1/generic#0	G0/generic#4	9	4	4	0.4444444444	0.6524304898	0
G1/generic#0	G1/generic#4	9	5	4	0.4	0.6168213672	0
G1/generic#0	G2/generic#4	9	8	4	0.3076923077	0.488050695	0
G1/generic#0	G3/generic#4	9	6	4	0.3636363636	0.4663872562	0
G1/generic#0	G0/generic#5	9	2	1	0.1	0.2580571612	0
G1/generic#0	G1/generic#5	9	4	2	0.1818181818	0.394698951	0
G1/generic#0	G2/generic#5	9	1	1	0.1111111111	0.3726505643	0
G1/generic#0	G3/generic#5	9	8	5	0.4166666667	0.6095475233	0
G1/generic#0	G0/generic#6	9	14	9	0.6428571429	0.7933946517	0
G1/generic#0	G1/generic#6	9	12	6	0.4	0.5576736339	0
G1/generic#0	G2/generic#6	9	6	3	0.25	0.3483850116	0
G1/generic#0	G3/generic#6	9	3	3	0.3333333333	0.5930308489	1
G1/generic#0	G0/generic#7	9	6	2	0.1538461538	0.3236973948	0
G1/generic#0	G1/generic#7	9	4	3	0.3	0.5574366004	0
G1/generic#0	G2/generic#7	9	3	1	0.09090909091	0.2062423524	0
G1/generic#0	G3/generic#7	9	5	1	0.07692307692	0.1626325212	0
G1/generic#0	G0/generic#8	9	7	4	0.3333333333	0.5330022184	1
G1/generic#0	G1/generic#8	9	6	6	0.6666666667	0.8007446214	0
G1/generic#0	G2/generic#8	9	2	1	0.1	0.2580571612	0
G1/generic#0	G3/generic#8	9	4	4	0.4444444444	0.7044894335	0
G1/generic#0	G0/generic#9	9	5	1	0.07692307692	0.1741435401	0
G1/generic#0	G1/generic#9	9	11	4	0.25	0.3751876872	0
G1/generic#0	G2/generic#9	9	9	4	0.2857142857	0.4031649087	0
G1/generic#0	G3/generic#9	9	7	6	0.6	0.722388573	0
G1/generic#0	G0/generic#10	9	9	2	0.125	0.1917141118	0
G1/generic#0	G1/generic#10	9	5	1	0.07692307692	0.2527661374	0
G1/generic#0	G2/generic#10	9	4	4	0.4444444444	0.6524304898	0
G1/generic#0	G3/generic#10	9	11	8	0.6666666667	0.7523615832	0
G1/generic#0	G0/generic#11	9	8	5	0.4166666667	0.5646653767	0
G1/generic#0	G1/generic#11	9	2	1	0.1	0.2580571612	0
G1/generic#0	G2/generic#11	9	3	2	0.2	0.4268498439	0
G1/generic#0	G3/generic#11	9	13	7	0.4666666667	0.6490334399	0
G1/generic#0	G0/generic#12	9	6	5	0.5	0.6732026115	0
G1/generic#0	G1/generic#12	9	9	3	0.2	0.2723124847	0
G1/generic#0	G2/generic#12	9	10	6	0.4615384615	0.6151096689	0
G1/generic#0	G3/generic#12	9	15	7	0.4117647059	0.578599156	0
G1/generic#0	G0/generic#13	9	7	4	0.3333333333	0.4748690487	0
G1/generic#0	G1/generic#13	9	17	8	0.4444444444	0.6475925594	0
G1/generic#0	G2/generic#13	9	7	2	0.1428571429	0.2925556777	0
G1/generic#0	G3/generic#13	9	5	3	0.2727272727	0.5262626933	0
G1/generic#0	G0/generic#14	9	9	4	0.2857142857	0.454831682	0
G1/generic#0	G1/generic#14	9	6	2	0.1538461538	0.3071000062	0
G1/generic#0	G2/generic#14	9	17	8	0.4444444444	0.6475925594	1
G1/generic#0	G3/generic#14	9	7	4	0.3333333333	0.5118052158	0
G1/generic#0	G0/generic#15	9	7	2	0.1428571429	0.2796638417	1
G1/generic#0	G1/generic#15	9	15	6	0.3333333333	0.4800923108	0
G1/generic#0	G2/generic#15	9	13	8	0.5714285714	0.7293604021	0
G1/generic#0	G3/generic#15	9	2	1	0.1	0.2607757537	0
G2/generic#0	G3/generic#0	7	10	4	0.3076923077	0.4797761989	0
G2/generic#0	G0/generic#1	7	8	3	0.25	0.5281356577	0
G2/generic#0	G1/generic#1	7	4	0	0	-0.01435400648	0
G2/generic#0	G2/generic#1	7	3	2	0.25	0.5129602193	1
G2/generic#0	G3/generic#1	7	7	3	0.2727272727	0.4068481811	0
G2/generic#0	G0/generic#2	7	6	2	0.1818181818	0.3525279593	0
G2/generic#0	G1/generic#2	7	5	3	0.3333333333	0.5391175569	0
G2/generic#0	G2/generic#2	7	5	2	0.2	0.3737238958	0
G2/generic#0	G3/generic#2	7	12	4	0.2666666667	0.4393985307	0
G2/generic#0	G0/generic#3	7	10	4	0.3076923077	0.5172390973	0
G2/generic#0	G1/generic#3	7	6	2	0.1818181818	0.3743239044	1
G2/generic#0	G2/generic#3	7	7	2	0.1666666667	0.3058862382	0
G2/generic#0	G3/generic#3	7	5	3	0.3333333333	0.568736506	0
G2/generic#0	G0/generic#4	7	4	1	0.1	0.3441454177	0
G2/generic#0	G1/generic#4	7	5	1	0.09090909091	0.1787112855	0
G2/generic#0	G2/generic#4	7	8	5	0.5	0.688046466	0
G2/generic#0	G3/generic#4	7	6	3	0.3	0.5039097663	0
G2/generic#0	G0/generic#5	7	2	1	0.125	0.2810089398	0
G2/generic#0	G1/generic#5	7	4	2	0.2222222222	0.4272036287	0
G2/generic#0	G2/generic#5	7	1	1	0.1428571429	0.4044338405	1
G2/generic#0	G3/generic#5	7	8	5	0.5	0.7448873997	0
G2/generic#0	G0/generic#6	7	14	6	0.4	0.6068662916	0
G2/generic#0	G1/generic#6	7	12	4	0.2666666667	0.4640356379	0
G2/generic#0	G2/generic#6	7	6	1	0.08333333333	0.1794626448	0
G2/generic#0	G3/generic#6	7	3	1	0.1111111111	0.2487105718	0
G2/generic#0	G0/generic#7	7	6	4	0.4444444444	0.541427561	0
G2/generic#0	G1/generic#7	7	4	2	0.2222222222	0.3986466151	0
G2/generic#0	G2/generic#7	7	3	1	0.1111111111	0.225373625	0
G2/generic#0	G3/generic#7	7	5	2	0.2	0.3737238958	0
G2/generic#0	G0/generic#8	7	7	3	0.2727272727	0.4913579858	0
G2/generic#0	G1/generic#8	7	6	2	0.1818181818	0.3738700866	0
G2/generic#0	G2/generic#8	7	2	1	0.125	0.2810089398	1
G2/generic#0	G3/generic#8	7	4	1	0.1	0.3168142199	0
G2/generic#0	G0/generic#9	7	5	3	0.3333333333	0.5037582478	0
G2/generic#0	G1/generic#9	7	11	3	0.2	0.3366528026	0
G2/generic#0	G2/generic#9	7	9	4	0.3333333333	0.5133465203	0
G2/generic#0	G3/generic#9	7	7	1	0.07692307692	0.2465456572	0
G2/generic#0	G0/generic#10	7	9	4	0.3333333333	0.5133465203	0
G2/generic#0	G1/generic#10	7	5	4	0.5	0.6694327781	0
G2/generic#0	G2/generic#10	7	4	0	0	0.1058625459	0
G2/generic#0	G3/generic#10	7	11	3	0.2	0.3939295374	0
G2/generic#0	G0/generic#11	7	8	1	0.07142857143	0.2150472572	0
G2/generic#0	G1/generic#11	7	2	1	0.125	0.2810089398	0
G2/generic#0	G2/generic#11	7	3	2	0.25	0.4640262197	0
G2/generic#0	G3/generic#11	7	13	4	0.25	0.4386755582	1
G2/generic#0	G0/generic#12	7	6	1	0.08333333333	0.2600968696	0
G2/generic#0	G1/generic#12	7	9	2	0.1428571429	0.2956130461	0
G2/generic#0	G2/generic#12	7	10	5	0.4166666667	0.663340941	1
G2/generic#0	G3/generic#12	7	15	6	0.375	0.5687414438	0
G2/generic#0	G0/generic#13	7	7	2	0.1666666667	0.4229426547	0
G2/generic#0	G1/generic#13	7	17	5	0.2631578947	0.4771955337	0
G2/generic#0	G2/generic#13	7	7	4	0.4	0.4921507064	0
G2/generic#0	G3/generic#13	7	5	1	0.09090909091	0.1787112855	0
G2/generic#0	G0/generic#14	7	9	3	0.2307692308	0.348449981	0
G2/generic#0	G1/generic#14	7	6	1	0.08333333333	0.1586217909	0
G2/generic#0	G2/generic#14	7	17	6	0.3333333333	0.5889058062	0
G2/generic#0	G3/generic#14	7	7	0	0	0.06173160944	0
G2/generic#0	G0/generic#15	7	7	3	0.2727272727	0.3904461451	0
G2/generic#0	G1/generic#15	7	15	4	0.2222222222	0.3392503634	0
G2/generic#0	G2/generic#15	7	13	5	0.3333333333	0.5192261806	0
G2/generic#0	G3/generic#15	7	2	2	0.2857142857	0.5755496102	1
G3/generic#0	G0/generic#1	10	8	3	0.2	0.3086877832	0
G3/generic#0	G1/generic#1	10	4	2	0.1666666667	0.4510128988	0
G3/generic#0	G2/generic#1	10	3	2	0.1818181818	0.4314687847	0
G3/generic#0	G3/generic#1	10	7	4	0.3076923077	0.4789966842	0
G3/generic#0	G0/generic#2	10	6	1	0.06666666667	0.2129789057	0
G3/generic#0	G1/generic#2	10	5	2	0.1538461538	0.2917909327	1
G3/generic#0	G2/generic#2	10	5	1	0.07142857143	0.1447544119	0
G3/generic#0	G3/generic#2	10	12	8	0.5714285714	0.697324712	1
G3/generic#0	G0/generic#3	10	10	3	0.1764705882	0.3702172627	0
G3/generic#0	G1/generic#3	10	6	4	0.3333333333	0.6407803214	0
G3/generic#0	G2/generic#3	10	7	2	0.1333333333	0.2506745293	0
G3/generic#0	G3/generic#3	10	5	1	0.07142857143	0.2268709779	0
G3/generic#0	G0/generic#4	10	4	3	0.2727272727	0.5895932099	0
G3/generic#0	G1/generic#4	10	5	3	0.25	0.5585416508	0
G3/generic#0	G2/generic#4	10	8	3	0.2	0.3088965313	0
G3/generic#0	G3/generic#4	10	6	4	0.3333333333	0.5968229971	0
G3/generic#0	G0/generic#5	10	2	1	0.09090909091	0.2328377287	0
G3/generic#0	G1/generic#5	10	4	1	0.07692307692	0.2617470242	0
G3/generic#0	G2/generic#5	10	1	1	0.1	0.3379047136	0
G3/generic#0	G3/generic#5	10	8	6	0.5	0.6956282921	0
G3/generic#0	G0/generic#6	10	14	8	0.5	0.7170923537	0
G3/generic#0	G1/generic#6	10	12	6	0.375	0.5610703272	0
G3/generic#0	G2/generic#6	10	6	2	0.1428571429	0.2304470741	0
G3/generic#0	G3/generic#6	10	3	1	0.08333333333	0.2051830892	0
G3/generic#0	G0/generic#7	10	6	5	0.4545454545	0.6065708818	0
G3/generic#0	G1/generic#7	10	4	2	0.1666666667	0.3303096781	0
G3/generic#0	G2/generic#7	10	3	1	0.08333333333	0.1851180164	0
G3/generic#0	G3/generic#7	10	5	1	0.07142857143	0.1447544119	0
G3/generic#0	G0/generic#8	10	7	5	0.4166666667	0.5532856007	0
G3/generic#0	G1/generic#8	10	6	3	0.2307692308	0.3941705533	0
G3/generic#0	G2/generic#8	10	2	1	0.09090909091	0.2328377287	0
G3/generic#0	G3/generic#8	10	4	4	0.4	0.6369454733	1
G3/generic#0	G0/generic#9	10	5	3	0.25	0.4196508689	0
G3/generic#0	G1/generic#9	10	11	6	0.4	0.5790265765	0
G3/generic#0	G2/generic#9	10	9	6	0.4615384615	0.6196931667	0
G3/generic#0	G3/generic#9	10	7	3	0.2142857143	0.4273526453	0
G3/generic#0	G0/generic#10	10	9	3	0.1875	0.2996337259	0
G3/generic#0	G1/generic#10	10	5	4	0.3636363636	0.5587994181	0
G3/generic#0	G2/generic#10	10	4	3	0.2727272727	0.5895932099	0
G3/generic#0	G3/generic#10	10	11	4	0.2352941176	0.4434509577	0
G3/generic#0	G0/generic#11	10	8	3	0.2	0.3753036824	0
G3/generic#0	G1/generic#11	10	2	1	0.09090909091	0.2328377287	0
G3/generic#0	G2/generic#11	10	3	1	0.08333333333	0.1851180164	0
G3/generic#0	G3/generic#11	10	13	7	0.4375	0.6411519522	0
G3/generic#0	G0/generic#12	10	6	3	0.2307692308	0.3718265028	0
G3/generic#0	G1/generic#12	10	9	5	0.3571428571	0.5751512522	0
G3/generic#0	G2/generic#12	10	10	6	0.4285714286	0.6201797654	0
G3/generic#0	G3/generic#12	10	15	7	0.3888888889	0.5725200318	0
G3/generic#0	G0/generic#13	10	7	3	0.2142857143	0.4273526453	0
G3/generic#0	G1/generic#13	10	17	8	0.4210526316	0.6306485074	0
G3/generic#0	G2/generic#13	10	7	5	0.4166666667	0.5510584953	0
G3/generic#0	G3/generic#13	10	5	2	0.1538461538	0.3089875438	0
G3/generic#0	G0/generic#14	10	9	5	0.3571428571	0.5985864456	0
G3/generic#0	G1/generic#14	10	6	3	0.2307692308	0.4247930953	1
G3/generic#0	G2/generic#14	10	17	7	0.35	0.5365698327	0
G3/generic#0	G3/generic#14	10	7	2	0.1333333333	0.3223229981	0
G3/generic#0	G0/generic#15	10	7	3	0.2142857143	0.3225394587	0
G3/generic#0	G1/generic#15	10	15	6	0.3157894737	0.4315015176	0
G3/generic#0	G2/generic#15	10	13	7	0.4375	0.6592163338	0
G3/generic#0	G3/generic#15	10	2	1	0.09090909091	0.359148392	0
G0/generic#1	G1/generic#1	8	4	1	0.09090909091	0.1922202697	0
G0/generic#1	G2/generic#1	8	3	1	0.1	0.2319244753	0
G0/generic#1	G3/generic#1	8	7	2	0.1538461538	0.2925565902	0
G0/generic#1	G0/generic#2	8	6	3	0.2727272727	0.4980583778	0
G0/generic#1	G1/generic#2	8	5	4	0.4444444444	0.6681340388	0
G0/generic#1	G2/generic#2	8	5	4	0.4444444444	0.6175252191	0
G0/generic#1	G3/generic#2	8	12	3	0.1764705882	0.2811053722	0
G0/generic#1	G0/generic#3	8	10	3	0.2	0.4125303403	0
G0/generic#1	G1/generic#3	8	6	3	0.2727272727	0.4375312543	0
G0/generic#1	G2/generic#3	8	7	3	0.25	0.4308309455	0
G0/generic#1	G3/generic#3	8	5	2	0.1818181818	0.4337370567	0
G0/generic#1	G0/generic#4	8	4	3	0.3333333333	0.5405947609	0
G0/generic#1	G1/generic#4	8	5	3	0.3	0.527250825	0
G0/generic#1	G2/generic#4	8	8	3	0.2307692308	0.413229244	0
G0/generic#1	G3/generic#4	8	6	2	0.1666666667	0.2741366781	0
G0/generic#1	G0/generic#5	8	2	1	0.1111111111	0.258478372	0
G0/generic#1	G1/generic#5	8	4	3	0.3333333333	0.6010281709	0
G0/generic#1	G2/generic#5	8	1	1	0.125	0.3732454183	0
G0/generic#1	G3/generic#5	8	8	4	0.3333333333	0.5304626194	0
G0/generic#1	G0/generic#6	8	14	4	0.2222222222	0.3838448963	0
G0/generic#1	G1/generic#6	8	12	6	0.4285714286	0.6211726748	1
G0/generic#1	G2/generic#6	8	6	4	0.4	0.5300531208	0
G0/generic#1	G3/generic#6	8	3	1	0.1	0.2283747701	0
G0/generic#1	G0/generic#7	8	6	2	0.1666666667	0.3260892798	0
G0/generic#1	G1/generic#7	8	4	2	0.2	0.3666841638	0
G0/generic#1	G2/generic#7	8	3	2	0.2222222222	0.4275388037	1
G0/generic#1	G3/generic#7	8	5	4	0.4444444444	0.6175252191	0
G0/generic#1	G0/generic#8	8	7	3	0.25	0.3739789665	0
G0/generic#1	G1/generic#8	8	6	3	0.2727272727	0.4368255811	0
G0/generic#1	G2/generic#8	8	2	2	0.25	0.5286677382	0
G0/generic#1	G3/generic#8	8	4	3	0.3333333333	0.4988261956	0
G0/generic#1	G0/generic#9	8	5	1	0.08333333333	0.1744412884	0
G0/generic#1	G1/generic#9	8	11	3	0.1875	0.3098069088	0
G0/generic#1	G2/generic#9	8	9	4	0.3076923077	0.472198299	0
G0/generic#1	G3/generic#9	8	7	3	0.25	0.392077579	0
G0/generic#1	G0/generic#10	8	9	5	0.4166666667	0.6137907216	0
G0/generic#1	G1/generic#10	8	5	2	0.1818181818	0.3434626627	0
G0/generic#1	G2/generic#10	8	4	2	0.2	0.3199850082	0
