source	target	sign	permutations	empirical_p	fdr_q	max_block_observation_fraction	max_block_effect_weight_fraction	status
x000078	x002772	preferred	1000	1	1	1	0.04642541944	EXPECTED_FROM_NULL
x000078	x003546	preferred	1000	1	1	0	0.04861186132	EXPECTED_FROM_NULL
x000078	x010069	preferred	1000	1	1	1	0.05476273059	EXPECTED_FROM_NULL
x000078	x011298	preferred	1000	1	1	1	0.05203991825	EXPECTED_FROM_NULL
x000078	x012336	preferred	1000	0.07292707293	0.2887500507	1	0.05278491377	EXPECTED_FROM_NULL
x000078	x012338	preferred	1000	0.05394605395	0.2549660865	1	0.05202640418	EXPECTED_FROM_NULL
x000078	x012727	preferred	1000	0.02197802198	0.2055860806	1	0.04659237389	EXPECTED_FROM_NULL
x000078	x015728	preferred	1000	0.02797202797	0.2135959279	1	0.04851079365	EXPECTED_FROM_NULL
x000078	x016140	preferred	1000	1	1	1	0.05452898144	EXPECTED_FROM_NULL
x000078	x016338	preferred	1000	0.06393606394	0.2728830105	0.5	0.05504771032	EXPECTED_FROM_NULL
x000078	x016339	preferred	1000	0.1458541459	0.4651172691	1	0.06700783247	EXPECTED_FROM_NULL
x000078	x016340	preferred	1000	1	1	0	0.05440026385	EXPECTED_FROM_NULL
x000078	x016464	preferred	1000	0.02197802198	0.2055860806	1	0.04668559824	EXPECTED_FROM_NULL
x000078	x016890	preferred	1000	1	1	1	0.06727789797	EXPECTED_FROM_NULL
x000078	x016891	preferred	1000	1	1	0	0.06092070639	EXPECTED_FROM_NULL
x000078	x016892	preferred	1000	1	1	0	0.06243945656	EXPECTED_FROM_NULL
x000078	x016893	preferred	1000	0.03496503497	0.2205990731	1	0.05004956383	EXPECTED_FROM_NULL
x000078	x017899	preferred	1000	0.07592407592	0.2969504363	1	0.06029504424	EXPECTED_FROM_NULL
x000078	x017901	preferred	10000	0.01249875012	0.1996171368	1	0.04484907241	EXPECTED_FROM_NULL
x000078	x025680	preferred	1000	0.06493506494	0.2750551335	1	0.05515999987	EXPECTED_FROM_NULL
x000078	x025682	preferred	1000	1	1	0	0.05190166611	EXPECTED_FROM_NULL
x000078	x025683	preferred	1000	1	1	0	0.04997836556	EXPECTED_FROM_NULL
x000078	x027109	preferred	1000	1	1	1	0.04610160318	EXPECTED_FROM_NULL
x000078	x028830	preferred	1000	1	1	0	0.05822067835	EXPECTED_FROM_NULL
x000078	x028832	preferred	1000	0.05194805195	0.2546361935	1	0.05372582161	EXPECTED_FROM_NULL
x000078	x029313	preferred	1000	1	1	0	0.05472918384	EXPECTED_FROM_NULL
x000078	x030474	preferred	1000	0.1168831169	0.3875961557	1	0.0744365636	EXPECTED_FROM_NULL
x000078	x030476	preferred	1000	1	1	1	0.05294436824	EXPECTED_FROM_NULL
x000078	x030478	preferred	1000	1	1	0	0.05635098095	EXPECTED_FROM_NULL
x000078	x030933	preferred	1000	1	1	1	0.04943476824	EXPECTED_FROM_NULL
x000079	x004166	preferred	1000	1	1	1	0.05266947538	EXPECTED_FROM_NULL
x000079	x006978	preferred	1000	1	1	0	0.04764425963	EXPECTED_FROM_NULL
x000079	x010069	preferred	1000	1	1	0	0.06169009069	EXPECTED_FROM_NULL
x000079	x012198	preferred	1000	0.05794205794	0.2638537933	1	0.05245016567	EXPECTED_FROM_NULL
x000079	x012199	preferred	1000	1	1	0	0.05444153097	EXPECTED_FROM_NULL
x000079	x012336	preferred	1000	1	1	0	0.05640349586	EXPECTED_FROM_NULL
x000079	x012338	preferred	1000	1	1	0	0.05270549332	EXPECTED_FROM_NULL
x000079	x012727	preferred	1000	1	1	0	0.0516841513	EXPECTED_FROM_NULL
x000079	x012775	preferred	1000	0.03496503497	0.2205990731	1	0.0516841513	EXPECTED_FROM_NULL
x000079	x016338	preferred	1000	0.05194805195	0.2546361935	0.3333333333	0.0536905205	EXPECTED_FROM_NULL
x000079	x016339	preferred	1000	0.04595404595	0.2427454898	1	0.05911404139	EXPECTED_FROM_NULL
x000079	x016341	preferred	1000	1	1	1	0.05437728505	EXPECTED_FROM_NULL
x000079	x016465	preferred	1000	0.06393606394	0.2728830105	1	0.05816413482	EXPECTED_FROM_NULL
x000079	x016890	preferred	1000	0.1118881119	0.375469075	1	0.0768992757	EXPECTED_FROM_NULL
x000079	x016891	preferred	10000	0.000599940006	0.0498839005	0.5	0.05877191574	SIGNIFICANT_UNSTABLE
x000079	x016892	preferred	1000	0.04995004995	0.2508677005	0.5	0.06829938428	EXPECTED_FROM_NULL
x000079	x016894	preferred	1000	0.02597402597	0.2128163807	0.5	0.05288157923	EXPECTED_FROM_NULL
x000079	x019160	preferred	1000	1	1	0	0.05741859215	EXPECTED_FROM_NULL
x000079	x025200	preferred	1000	0.06793206793	0.2798302615	1	0.05922571121	EXPECTED_FROM_NULL
x000079	x025680	preferred	1000	0.1008991009	0.3501058447	1	0.0656450622	EXPECTED_FROM_NULL
x000079	x025681	preferred	1000	1	1	1	0.05212598334	EXPECTED_FROM_NULL
