record_type	token_a	token_b	control	distance	value	median	p90	p95	p99	percentile
matched	x009968	x020559	frequency_matched		0.6090727740002654					100
matched	x009968	x020559	frequency_matched		0.6143159548096279					100
matched	x009968	x020559	frequency_matched		0.9708475824832334					100
random_pair	x009968	x020559	frequency_matched_random		0.9320002076659053					98.2
random_pair	x009968	x020559	frequency_matched_random		0.6219518334425029					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9583733479421953					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9778670211275691					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9767958580654067					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9938552931936204					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9881261713984244					98.2
random_pair	x009968	x020559	frequency_matched_random		0.978704264431158					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9749576167833093					98.2
random_pair	x009968	x020559	frequency_matched_random		0.6246991097724863					98.2
random_pair	x009968	x020559	frequency_matched_random		0.6106892137138148					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9738144078284756					98.2
random_pair	x009968	x020559	frequency_matched_random		0.6035016554110259					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9726670941515005					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9688637021676618					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9754122956575808					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9842421576396946					98.2
random_pair	x009968	x020559	frequency_matched_random		0.983236947888852					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9537188269126723					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9813080821894049					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9848660078551277					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9855452430050905					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9756384253886093					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9761239521109957					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9711775746826202					98.2
random_pair	x009968	x020559	frequency_matched_random		0.884269802052852					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9940640614543064					98.2
random_pair	x009968	x020559	frequency_matched_random		0.6169273463817833					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9686972145854842					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9765619737529635					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9039347686023069					98.2
random_pair	x009968	x020559	frequency_matched_random		0.8829578303860982					98.2
random_pair	x009968	x020559	frequency_matched_random		0.60450003869804					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9728472882597673					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9802677933277677					98.2
random_pair	x009968	x020559	frequency_matched_random		0.973968000687913					98.2
random_pair	x009968	x020559	frequency_matched_random		0.6056306109824857					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9529927045992539					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9788794380921496					98.2
random_pair	x009968	x020559	frequency_matched_random		0.6105607131119642					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9676968788185997					98.2
random_pair	x009968	x020559	frequency_matched_random		0.911122857895791					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9718462438023957					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9645465748793803					98.2
random_pair	x009968	x020559	frequency_matched_random		0.98823089995276					98.2
random_pair	x009968	x020559	frequency_matched_random		0.594303724337655					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9550293452802723					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9756876801002721					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9797945206630194					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9778337364879721					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9567427118573087					98.2
random_pair	x009968	x020559	frequency_matched_random		0.8888977136654221					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9672729665914064					98.2
random_pair	x009968	x020559	frequency_matched_random		0.5900683002863253					98.2
random_pair	x009968	x020559	frequency_matched_random		0.976480654726965					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9455637164231593					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9766881648774163					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9937929055510171					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9861704949977058					98.2
random_pair	x009968	x020559	frequency_matched_random		0.6514847927413834					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9635596536504281					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9587622627250365					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9346992966770363					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9794060967559535					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9904118564464033					98.2
random_pair	x009968	x020559	frequency_matched_random		0.6069613428899178					98.2
random_pair	x009968	x020559	frequency_matched_random		0.6183032810316952					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9645655208951978					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9574780036510615					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9652432436479146					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9839662821780715					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9861243159703369					98.2
random_pair	x009968	x020559	frequency_matched_random		0.6842699916126898					98.2
random_pair	x009968	x020559	frequency_matched_random		0.974592366653764					98.2
random_pair	x009968	x020559	frequency_matched_random		0.972842649931499					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9724769035563969					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9733140207042223					98.2
random_pair	x009968	x020559	frequency_matched_random		0.7838079230622134					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9575726644062451					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9775192227184764					98.2
random_pair	x009968	x020559	frequency_matched_random		0.6817635751334782					98.2
random_pair	x009968	x020559	frequency_matched_random		0.8934827028358713					98.2
random_pair	x009968	x020559	frequency_matched_random		0.6259024075256854					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9820996761812942					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9607857605617743					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9224951687370565					98.2
random_pair	x009968	x020559	frequency_matched_random		0.8829529981965785					98.2
random_pair	x009968	x020559	frequency_matched_random		0.972448305923711					98.2
random_pair	x009968	x020559	frequency_matched_random		0.6266839643690577					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9759169085911363					98.2
random_pair	x009968	x020559	frequency_matched_random		0.6229184681875785					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9597052299383104					98.2
random_pair	x009968	x020559	frequency_matched_random		0.9257501588901006					98.2
