record_type	token_a	token_b	control	parameter	observed_gain	control_mean	control_p95	percentile	mean_gain_full	mean_gain_ablated
pair	x009968	x020559	random_space		0.02749008142235987	0.03498125469591015	0.04007948820762837	0		
pair	x009968	x020559	generic_smoothing		0.02749008142235987	0.7436460198281312	0.745529812667896	0		
pair	x009968	x020559	random_space_ablated		0.11349844965478165	0.13560748223144706	0.141558037770639	0		
pair	x009968	x020559	generic_smoothing_ablated		0.11349844965478165	0.7202801569346303	0.7227172335426918	0		
pair	x009969	x020558	random_space		0.03970283103067389	0.04598499129176174	0.0517678911787379	2.5		
pair	x009969	x020558	generic_smoothing		0.03970283103067389	0.7329418053440645	0.7352982324415758	0		
pair	x009969	x020558	random_space_ablated		0.1266202276372118	0.14894751189267452	0.1548996734523211	0		
pair	x009969	x020558	generic_smoothing_ablated		0.1266202276372118	0.7111042166366804	0.7140074395125922	0		
pair	x009970	x020558	random_space		0.04820312940916878	0.05642263047916541	0.06114462698063179	0		
pair	x009970	x020558	generic_smoothing		0.04820312940916878	0.7440669980118458	0.7470169192127624	0		
pair	x009970	x020558	random_space_ablated		0.1391834210648149	0.16289046048561645	0.16899763456533087	0		
pair	x009970	x020558	generic_smoothing_ablated		0.1391834210648149	0.7186246448358754	0.7212341554190578	0		
pair	x009971	x020558	random_space		0.05065570396676833	0.056909060738104006	0.06176591863323901	2		
pair	x009971	x020558	generic_smoothing		0.05065570396676833	0.7502756022173255	0.7531755181096779	0		
pair	x009971	x020558	random_space_ablated		0.130871696530027	0.15459018541281835	0.16067458071953702	0		
pair	x009971	x020558	generic_smoothing_ablated		0.130871696530027	0.7342674835321991	0.7368350855572288	0		
pair	x009970	x020556	random_space		0.028620481590613478	0.04090685483443392	0.04683107240373645	0		
pair	x009970	x020556	generic_smoothing		0.028620481590613478	0.7507625671100863	0.7532992141671144	0		
pair	x009970	x020556	random_space_ablated		0.1283362100073335	0.14830243546599836	0.15374139687256483	0		
pair	x009970	x020556	generic_smoothing_ablated		0.1283362100073335	0.7278428954227424	0.7303557541147561	0		
pair	x009970	x020559	random_space		0.03534009165899996	0.048523710823364846	0.053807911940708976	0		
pair	x009970	x020559	generic_smoothing		0.03534009165899996	0.7468427798936016	0.7494047541553097	0		
pair	x009970	x020559	random_space_ablated		0.12579534416306698	0.15011038067577348	0.1567618212629635	0		
pair	x009970	x020559	generic_smoothing_ablated		0.12579534416306698	0.7371989007218486	0.7394333919318352	0		
pair	x009971	x020556	random_space		0.028972898578162785	0.04212950605966936	0.04751127596255924	0		
pair	x009971	x020556	generic_smoothing		0.028972898578162785	0.7813331871323375	0.783591378445722	0		
pair	x009971	x020556	random_space_ablated		0.12574042587782908	0.1491513117649477	0.15487199745002422	0		
pair	x009971	x020556	generic_smoothing_ablated		0.12574042587782908	0.7631747747890725	0.7652426286380545	0		
pair	x009971	x020559	random_space		0.036143490227440435	0.049738727709695264	0.05570367748767879	0		
pair	x009971	x020559	generic_smoothing		0.036143490227440435	0.7799978815154688	0.7828610438264317	0		
pair	x009971	x020559	random_space_ablated		0.13373754685867728	0.1586535953905467	0.16505294478945992	0		
pair	x009971	x020559	generic_smoothing_ablated		0.13373754685867728	0.7672888053607787	0.7694913842023358	0		
sweep			threshold	0.5					0.1643586858856752	0.3535870099472279
sweep			threshold	0.6					0.08507583864203491	0.24192709573659948
sweep			threshold	0.65					0.03689108848552338	0.12797291522421778
sweep			threshold	0.7					0.016909145994726663	0.08546022246712295
sweep			threshold	0.75					0	0.05834388266552619
sweep			knn	3					0.1806767187844226	0.21389031113840673
sweep			knn	5					0.21995333692794036	0.2590321139111927
sweep			knn	10					0.2621134796030765	0.30209075080090186
sweep			knn	20					0.2903447474743693	0.331462654090816
sweep			family_control	0					0.008190639451481563	0.008190639451481563
shuffle			global		0.04508337403211085				0.22017486751067325	
shuffle			line-preserving		0.055304831287573936				0.2159872879211974	
