job_id	mechanism_id	parameter_set_id	corpus_id	replicate	recovery_condition	input_count	observable_symbol_count	observable_unit_count	expansion_ratio	distinct_symbols	distinct_units	symbol_entropy_plugin_bits	conditional_entropy_plugin_bits	adjacent_repetition_rate	output_checksum	token_boundary	line_boundary	unit_boundary
7370f36035a3bdf53fc64a5c2329a14f	f01_speculum_core	f01-core-bounded	Doyle	0	R0_FULL_KNOWLEDGE	8	12	12	1.500000	11	11	3.418296	0.000000	0.000000	835d68f2ba9dfaf56996e16c22e4e0ae852049c883bcdeeeea5273f0af1e16ca	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
a93d11335071d0d27b0f9ccccb05f146	f01_speculum_core	f01-core-bounded	Doyle	0	R1_NO_CONTEXT	8	12	12	1.500000	11	11	3.418296	0.000000	0.000000	79b0055109706f09e59bc625eb5dae8d3cdbf14d5b11238d01c1780d3153df58	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
cfe13d0d20394c5718aa0129192c1431	f01_speculum_core	f01-core-bounded	Doyle	0	R2_NO_CONVENTION	8	12	12	1.500000	11	11	3.418296	0.181818	0.000000	c07db0634d44e32d6e5170b29479f8bf60c1788e10b0213c7bea38370ccb4f4d	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
10906a5a11bd3ae92864a98878747e0b	f01_speculum_core	f01-core-bounded	Doyle	0	R3_NO_PATH_GEOMETRY	8	12	12	1.500000	11	11	3.418296	0.181818	0.000000	9ebc006f0e0ae2a3ade99615fff7237d6a546c17950d4612c7b3df79c06f41a3	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
3fa2e45fcf8421ccdf847a49f1203ee5	f01_speculum_core	f01-core-bounded	Doyle	0	R4_NO_HISTORY	8	12	12	1.500000	11	11	3.418296	0.000000	0.000000	559a3038d6456486f26097915b0150d17a51089ad3a0d04a38564af290195815	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
d71467105909ad6b6511bde5675b9c93	f01_speculum_core	f01-core-bounded	Doyle	0	R5_NO_INTERNAL_MEMORY	8	12	12	1.500000	11	11	3.418296	0.181818	0.000000	a2999f11ee5a1ed8c4eb50594786f97c7d703fc4b8af0fa1e7fe7e087a274582	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
5e7cacea749d61ff7733ec739bde8278	f01_speculum_core	f01-core-bounded	Doyle	0	R6_OBSERVABLE_ONLY	8	12	12	1.500000	12	12	3.584963	0.000000	0.000000	84b1f22c5047745f12a59279361dba85a081f11d0fded8eeddf0cfc347b9eda6	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
8ecf62ae84a25da509dd9ae642a3a0c9	f01_speculum_core	f01-core-bounded	Doyle	1	R0_FULL_KNOWLEDGE	8	12	12	1.500000	10	10	3.251629	0.181818	0.090909	5118a2ed67d553403be1cfe4fbdbc27b5ceb06ca5ef3ee0e43d3c32bb2afcccb	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
017c4aee433cee6e080d8389ca3078a4	f01_speculum_core	f01-core-bounded	Doyle	1	R1_NO_CONTEXT	8	12	12	1.500000	10	10	3.251629	0.363636	0.090909	b18f6655a5df5936670502cde6856be7572838a2e373ea0c30ed32f7e27b2387	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
d28c03bb01ff777a707760d76c6b5dba	f01_speculum_core	f01-core-bounded	Doyle	1	R2_NO_CONVENTION	8	12	12	1.500000	11	11	3.418296	0.181818	0.090909	ba471a9a598b3f095d1f96e0c4a297aaee378fd6d131d14a9934bdb0de30f83a	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
720a39353153d0e3f7eb9c38bf51640d	f01_speculum_core	f01-core-bounded	Doyle	1	R3_NO_PATH_GEOMETRY	8	12	12	1.500000	11	11	3.418296	0.181818	0.000000	1aa239b6566369874ac94f8c656bb212c95ca76140686016f7a1be6142137cf5	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
198ea35e04b336b52886e4bf6144cfad	f01_speculum_core	f01-core-bounded	Doyle	1	R4_NO_HISTORY	8	12	12	1.500000	9	9	3.084963	0.363636	0.090909	ac4421256e981829d23bfd0c84d3501bc8d8b718bc5a4e323a09e0c458a8edd2	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
e5ebee1c796e293857ff67014c5b40a9	f01_speculum_core	f01-core-bounded	Doyle	1	R5_NO_INTERNAL_MEMORY	8	12	12	1.500000	12	12	3.584963	0.000000	0.000000	9f5dc4bc41aeb6fec0c21f42310f3710afec70a6c66008400c0be71871385e08	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
d226fccc6eb416d24c17bb632fb18705	f01_speculum_core	f01-core-bounded	Doyle	1	R6_OBSERVABLE_ONLY	8	12	12	1.500000	12	12	3.584963	0.000000	0.000000	7a0345460436bfc5f1cccf9547575442a3b1dee67b59d4b8e3c44e6a51437c10	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
3dc24658102bca4d80c98082758ccec3	f01_speculum_core	f01-core-bounded	Longfellow	0	R0_FULL_KNOWLEDGE	8	12	12	1.500000	8	8	2.855389	0.545455	0.090909	f3e3bdfae19dd33f25c5e2f47940572c13f80c89846343c34163c884387d1f4a	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
95727491e9c5bd46b9869473863e9a1e	f01_speculum_core	f01-core-bounded	Longfellow	0	R1_NO_CONTEXT	8	12	12	1.500000	11	11	3.418296	0.181818	0.000000	e793e40f42e38f355a11b995983ba0884b9004b44686993323fdd7296ae793ac	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
9897f79854b045dd67ae396ace56f8fc	f01_speculum_core	f01-core-bounded	Longfellow	0	R2_NO_CONVENTION	8	12	12	1.500000	9	9	3.084963	0.363636	0.000000	83a9ad11625089cd821823bcdc8a0f88a5d2e289cb7a5ca1284fbd6fe77a4898	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
29d55b2c9fa2ded59f8a4cd172e3e4d1	f01_speculum_core	f01-core-bounded	Longfellow	0	R3_NO_PATH_GEOMETRY	8	12	12	1.500000	10	10	3.251629	0.363636	0.000000	05a91d42f12d75b95f6f9554b936a2e6a6a1161f0ebc54673b3b43f32f633705	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
e189728a64954c85fe22bfc9c284d83c	f01_speculum_core	f01-core-bounded	Longfellow	0	R4_NO_HISTORY	8	12	12	1.500000	8	8	2.792481	0.432263	0.000000	e089304b760ecc19f29d2e6373aff70b705dd654512f7e1c8cef1d96c1b54b39	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
eefb4973b7b45c2bd541432e7045ca7e	f01_speculum_core	f01-core-bounded	Longfellow	0	R5_NO_INTERNAL_MEMORY	8	12	12	1.500000	10	10	3.251629	0.363636	0.000000	e7ce4c43d6f4177a0c250e9c219123c4dd87291ae3d82cbf96be58bbb1949752	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
c6f24cfb69f897512e3c15e3100e8ea6	f01_speculum_core	f01-core-bounded	Longfellow	0	R6_OBSERVABLE_ONLY	8	12	12	1.500000	8	8	2.918296	0.363636	0.000000	829884c3816cc75426ea0a10346c8b10e5088abbfecc66304988cfcf139511d9	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
ad8a1e7d362212717cf24f8f4c800883	f01_speculum_core	f01-core-bounded	Longfellow	1	R0_FULL_KNOWLEDGE	8	12	12	1.500000	11	11	3.418296	0.181818	0.000000	6eac9566b8aff384684c06098b1d8844850600c6f5b74547ead99df36655aeee	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
50d0d86ef2c30d761b6cc9ada9e729ae	f01_speculum_core	f01-core-bounded	Longfellow	1	R1_NO_CONTEXT	8	12	12	1.500000	10	10	3.251629	0.181818	0.000000	4564c22e8302e1838714643adf4d0706f65e56bf954c41e412184b89d63721ed	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
e402046c65d6880e260ab444fbd27bd5	f01_speculum_core	f01-core-bounded	Longfellow	1	R2_NO_CONVENTION	8	12	12	1.500000	9	9	3.084963	0.545455	0.000000	967051cb911c61d4ec5a1ce0f45c17835c65b2b8be6b7a04d5bf4875611b3f9f	NOT_DEFINED	NOT_DEFINED	GENERATED_BY_MECHANISM
