sequence	n	token_validity	sequence_status	shuffle_block_p	shuffle_block_fdr_q	markov_block_p
x000004 x000032	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.01098901098901099	0.011977440548869123	0.8531468531468531
x000004 x000046	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0023791237664070033	0.5984015984015985
x000004 x000048	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.46253746253746253
x000004 x000058	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.5814185814185814
x000004 x000059	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.5124875124875125
x000004 x000060	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.001998001998001998	0.0023791237664070033	0.5824175824175825
x000004 x000134 x000185	3	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.023976023976023976
x000004 x000135	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.5154845154845155
x000004 x000261	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.4325674325674326
x000004 x000286	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.5894105894105894
x000005 x000033	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.6273726273726273
x000005 x000046	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.37462537462537465
x000005 x000047	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.5424575424575424
x000005 x000058	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.36663336663336665
x000005 x000059	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.5404595404595405
x000005 x000060	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.6393606393606394
x000005 x000133	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.5444555444555444
x000005 x000286	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.4015984015984016
x000005 x000287	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.44655344655344653
x000005 x000288	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.3786213786213786
x000005 x000455 x000323	3	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.15384615384615385
x000006 x000033	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.002997002997002997	0.003488037386342471	0.5354645354645354
x000006 x000048	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.4675324675324675
x000006 x000048 x000590	3	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.002997002997002997
x000006 x000058	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.5304695304695305
x000006 x000059	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.5084915084915085
x000006 x000060	2	ambiguous-transcription	TRANSCRIPTION_AMBIGUOUS	0.000999000999000999	0.001270334603667937	0.38161838161838163
