run_id	permutation_index	statistic
LEVEL-C2-PROD-20260831T160000Z	0	0.09222952554223582
LEVEL-C2-PROD-20260831T160000Z	1	0.027217327985944322
LEVEL-C2-PROD-20260831T160000Z	2	-0.03514116084698814
LEVEL-C2-PROD-20260831T160000Z	3	-0.015458337433663958
LEVEL-C2-PROD-20260831T160000Z	4	0.08742493625666611
LEVEL-C2-PROD-20260831T160000Z	5	0.030144776348286034
LEVEL-C2-PROD-20260831T160000Z	6	0.11470532841782108
LEVEL-C2-PROD-20260831T160000Z	7	0.0416757909556291
LEVEL-C2-PROD-20260831T160000Z	8	0.00042651231460403714
LEVEL-C2-PROD-20260831T160000Z	9	0.25966841289092113
LEVEL-C2-PROD-20260831T160000Z	10	0.03412177674212519
LEVEL-C2-PROD-20260831T160000Z	11	0.01135419629668914
LEVEL-C2-PROD-20260831T160000Z	12	0.06147200682056453
LEVEL-C2-PROD-20260831T160000Z	13	0.05279047339855456
LEVEL-C2-PROD-20260831T160000Z	14	-0.03475311749627306
LEVEL-C2-PROD-20260831T160000Z	15	0.12372859598575435
LEVEL-C2-PROD-20260831T160000Z	16	0.10606527475542867
LEVEL-C2-PROD-20260831T160000Z	17	-0.020446260147424396
LEVEL-C2-PROD-20260831T160000Z	18	0.09287902299845587
LEVEL-C2-PROD-20260831T160000Z	19	0.060396717348995814
LEVEL-C2-PROD-20260831T160000Z	20	-0.031173109247071302
LEVEL-C2-PROD-20260831T160000Z	21	-0.029653197070223066
LEVEL-C2-PROD-20260831T160000Z	22	0.02266609356969275
LEVEL-C2-PROD-20260831T160000Z	23	0.06391537466779561
LEVEL-C2-PROD-20260831T160000Z	24	-0.02834364466982553
LEVEL-C2-PROD-20260831T160000Z	25	-0.01654848135405105
LEVEL-C2-PROD-20260831T160000Z	26	-0.010677914042779397
LEVEL-C2-PROD-20260831T160000Z	27	0.08091119438121828
LEVEL-C2-PROD-20260831T160000Z	28	-0.01727580271454253
LEVEL-C2-PROD-20260831T160000Z	29	0.06960976316970732
LEVEL-C2-PROD-20260831T160000Z	30	0.025865953654268685
LEVEL-C2-PROD-20260831T160000Z	31	-0.06916461391636454
LEVEL-C2-PROD-20260831T160000Z	32	-0.005060250340541491
LEVEL-C2-PROD-20260831T160000Z	33	0.0037040198779817865
LEVEL-C2-PROD-20260831T160000Z	34	-0.010393017133133346
LEVEL-C2-PROD-20260831T160000Z	35	0.0013754204487498765
LEVEL-C2-PROD-20260831T160000Z	36	0.0019202341589382645
LEVEL-C2-PROD-20260831T160000Z	37	0.15223177170737678
LEVEL-C2-PROD-20260831T160000Z	38	0.03203161828752514
LEVEL-C2-PROD-20260831T160000Z	39	0.09190685795620657
LEVEL-C2-PROD-20260831T160000Z	40	0.16812751634804118
LEVEL-C2-PROD-20260831T160000Z	41	0.01860504014582773
LEVEL-C2-PROD-20260831T160000Z	42	0.047310720392723715
LEVEL-C2-PROD-20260831T160000Z	43	0.0188904977004288
LEVEL-C2-PROD-20260831T160000Z	44	0.09849140073344696
LEVEL-C2-PROD-20260831T160000Z	45	0.06602813115370536
LEVEL-C2-PROD-20260831T160000Z	46	0.11248700676033005
LEVEL-C2-PROD-20260831T160000Z	47	-0.004701992653539241
LEVEL-C2-PROD-20260831T160000Z	48	0.05708473037127203
LEVEL-C2-PROD-20260831T160000Z	49	0.05929525132063145
LEVEL-C2-PROD-20260831T160000Z	50	0.06590410525177666
LEVEL-C2-PROD-20260831T160000Z	51	0.05767653281579375
LEVEL-C2-PROD-20260831T160000Z	52	0.04169333190708536
LEVEL-C2-PROD-20260831T160000Z	53	0.0450014431319156
LEVEL-C2-PROD-20260831T160000Z	54	-0.02069593542114631
LEVEL-C2-PROD-20260831T160000Z	55	0.05871282116486275
LEVEL-C2-PROD-20260831T160000Z	56	-0.050300473938656526
LEVEL-C2-PROD-20260831T160000Z	57	-0.0058314866413776345
LEVEL-C2-PROD-20260831T160000Z	58	0.03434716753422325
LEVEL-C2-PROD-20260831T160000Z	59	0.04874348727303168
LEVEL-C2-PROD-20260831T160000Z	60	-0.013830656019547817
