corpus_id	representation_id	family	metric_id	regime	checkpoint_requested	checkpoint_actual	replicate	seed	value	comparable
C06	MUSIC-R1	G	G01_ALPHABET_SIZE		5000	5004	0	331001372033314059	29	true
C06	MUSIC-R1	G	G02_INITIAL_RESTRICTION_DENSITY		5000	5004	0	331001372033314059	0.931034482759	true
C06	MUSIC-R1	G	G03_FINAL_RESTRICTION_DENSITY		5000	5004	0	331001372033314059	0.48275862069	true
C06	MUSIC-R1	G	G04_BIGRAM_OCCUPANCY		5000	5004	0	331001372033314059	0.0998810939358	true
C06	MUSIC-R1	G	G05_TRIGRAM_OCCUPANCY		5000	5004	0	331001372033314059	0.0086514412235	true
C06	MUSIC-R1	G	G06_SYMBOL_CONDITIONAL_ENTROPY_NORM		5000	5004	0	331001372033314059	0.403530171274	true
C06	MUSIC-R1	G	G07_HIGHER_ORDER_ENTROPY_REDUCTION		5000	5004	0	331001372033314059	0.0887880068943	true
C06	MUSIC-R1	G	G08_MEAN_SYMBOLS_PER_TOKEN		5000	5004	0	331001372033314059	4.05835331735	true
C06	MUSIC-R1	T	T01_MEAN_TOKEN_LENGTH		5000	5004	0	331001372033314059	4.05835331735	true
C06	MUSIC-R1	T	T02_TOKEN_LENGTH_SD		5000	5004	0	331001372033314059	0.591533799945	true
C06	MUSIC-R1	T	T03_UNIQUE_TOKEN_RATIO		5000	5004	0	331001372033314059	0.0555555555556	true
C06	MUSIC-R1	T	T04_HAPAX_RATIO		5000	5004	0	331001372033314059	0.208633093525	true
C06	MUSIC-R1	T	T05_PREFIX_DIVERSITY		5000	5004	0	331001372033314059	0.00719424460432	true
C06	MUSIC-R1	T	T06_SUFFIX_DIVERSITY		5000	5004	0	331001372033314059	0.0539568345324	true
C06	MUSIC-R1	T	T07_EDIT_GRAPH_DENSITY		5000	5004	0	331001372033314059	0.0416331194972	true
C06	MUSIC-R1	T	T08_EDIT_GRAPH_GIANT_SHARE		5000	5004	0	331001372033314059	0.989208633094	true
C06	MUSIC-R1	T	T09_EDIT_GRAPH_CLUSTERING		5000	5004	0	331001372033314059	0.340452281766	true
C06	MUSIC-R1	T	T10_EDIT_DEGREE_FREQUENCY_SPEARMAN		5000	5004	0	331001372033314059	0.731844397016	true
C06	MUSIC-R1	T	T11_POSITIONAL_RESTRICTION_DENSITY		5000	5004	0	331001372033314059	0.597701149425	true
C06	MUSIC-R1	S	S01_TRANSITION_DENSITY	FREQ_GE_5	5000	5004	0	331001372033314059	0.115990141341	true
C06	MUSIC-R1	S	S02_TRANSITION_ZERO_DENSITY	FREQ_GE_5	5000	5004	0	331001372033314059	0.884009858659	true
