token_A	token_B	lines_A	lines_B	lines_AB	p_B_present_given_A_present	expected_lines_AB	effect_size	null_probability_zero	p_raw	q_value	corpus_rule	inferred_status
132	a	10	15	0	0	0.04157205603	0	0.9592802109	0.9592802109	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	aiiin	10	47	0	0	0.1294591701	0	0.8785704597	0.8785704597	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	aiin	10	454	0	0	1.293285889	0	0.2743677582	0.2743677582	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	aiir	10	29	0	0	0.08015587941	0	0.9229724628	0.9229724628	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	ain	10	109	0	0	0.315348162	0	0.7295348338	0.7295348338	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	air	10	81	0	0	0.2297445648	0	0.7947365803	0.7947365803	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	al	10	233	0	0	0.69318804	0	0.4999795707	0.4999795707	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	alam	10	11	0	0	0.03050975566	0	0.9699509695	0.9699509695	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	aldy	10	14	0	0	0.03880808397	0	0.9619353022	0.9619353022	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	aly	10	26	0	0	0.07465664501	0	0.9280620864	0.9280620864	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	am	10	87	0	0	0.2405018314	0	0.7862332055	0.7862332055	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	araiin	10	10	0	0	0.02774150658	0	0.9726397553	0.9726397553	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	aral	10	20	0	0	0.05537591654	0	0.9461294154	0.9461294154	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	aram	10	11	0	0	0.03050975566	0	0.9699509695	0.9699509695	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	arar	10	10	0	0	0.02774150658	0	0.9726397553	0.9726397553	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	arody	10	12	0	0	0.03327693447	0	0.9672706519	0.9672706519	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	ary	10	26	0	0	0.07190543896	0	0.9306188919	0.9306188919	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	as	10	12	0	0	0.03327693447	0	0.9672706519	0.9672706519	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	ch	10	25	0	0	0.0691531728	0	0.9331837308	0.9331837308	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	chaiin	10	47	0	0	0.1321882678	0	0.8761760239	0.8761760239	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	chain	10	18	0	0	0.05261727548	0	0.9487430502	0.9487430502	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	chal	10	48	0	0	0.13491632	0	0.8737890273	0.8737890273	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	cham	10	17	0	0	0.04709679815	0	0.9539950482	0.9539950482	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	chan	10	12	0	0	0.03327693447	0	0.9672706519	0.9672706519	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	chckhdy	10	13	0	0	0.03604304368	0	0.9645987727	0.9645987727	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	chckhedy	10	11	0	0	0.03050975566	0	0.9699509695	0.9699509695	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	chckhey	10	30	0	0	0.08290390912	0	0.9204395888	0.9204395888	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
132	chckhy	10	135	0	0	0.3788763173	0	0.6846302844	0.6846302844	0.9726397553	NEVER_COOCURS_IN_SAME_LINE	EXPECTED
