token_A	token_B	count_A	count_B	count_AB	p_B_given_A	p_A_given_B_as_successor	baseline_p_B	enrichment	depletion_inverse	expected_AB	p_raw	q_value	inferred_status
130	tol	1	47	1	1	0.05263157895	0.0005589057214	1789.210526	0.0005589057214	0.0005589057214	0.0005587495627	0.003506835134	INSUFFICIENT_SUPPORT
131	os	1	36	1	1	0.0303030303	0.0009707309899	1030.151515	0.0009707309899	0.0009707309899	0.0009702599829	0.004824989506	INSUFFICIENT_SUPPORT
132	eol	10	3	1	0.1	0.3333333333	8.82482718e-05	1133.166667	0.000882482718	0.000882482718	0.0008820934447	0.004558819303	INSUFFICIENT_SUPPORT
132	hc	10	1	1	0.1	1	2.94160906e-05	3399.5	0.000294160906	0.000294160906	0.0002941176449	0.002500087936	INSUFFICIENT_SUPPORT
132	hda	10	1	1	0.1	1	2.94160906e-05	3399.5	0.000294160906	0.000294160906	0.0002941176449	0.002500087936	INSUFFICIENT_SUPPORT
132	hdeec	10	1	1	0.1	1	2.94160906e-05	3399.5	0.000294160906	0.000294160906	0.0002941176449	0.002500087936	INSUFFICIENT_SUPPORT
132	ho	10	3	1	0.1	0.3333333333	8.82482718e-05	1133.166667	0.000882482718	0.000882482718	0.0008820934447	0.004558819303	INSUFFICIENT_SUPPORT
132	hol	10	1	1	0.1	1	2.94160906e-05	3399.5	0.000294160906	0.000294160906	0.0002941176449	0.002500087936	INSUFFICIENT_SUPPORT
132	holc	10	1	1	0.1	1	2.94160906e-05	3399.5	0.000294160906	0.000294160906	0.0002941176449	0.002500087936	INSUFFICIENT_SUPPORT
132	holteedy	10	1	1	0.1	1	2.94160906e-05	3399.5	0.000294160906	0.000294160906	0.0002941176449	0.002500087936	INSUFFICIENT_SUPPORT
132	hoo	10	1	1	0.1	1	2.94160906e-05	3399.5	0.000294160906	0.000294160906	0.0002941176449	0.002500087936	INSUFFICIENT_SUPPORT
132	hsc	10	1	1	0.1	1	2.94160906e-05	3399.5	0.000294160906	0.000294160906	0.0002941176449	0.002500087936	INSUFFICIENT_SUPPORT
133	hain	11	1	1	0.09090909091	1	2.94160906e-05	3090.454545	0.0003235769966	0.0003235769966	0.0003235246512	0.002633501779	INSUFFICIENT_SUPPORT
133	heol	11	1	1	0.09090909091	1	2.94160906e-05	3090.454545	0.0003235769966	0.0003235769966	0.0003235246512	0.002633501779	INSUFFICIENT_SUPPORT
133	hey	11	6	2	0.1818181818	0.3333333333	0.0001764965436	1030.151515	0.0009707309899	0.00194146198	1.882199783e-06	0.0007643075548	INSUFFICIENT_SUPPORT
133	hody	11	1	1	0.09090909091	1	2.94160906e-05	3090.454545	0.0003235769966	0.0003235769966	0.0003235246512	0.002633501779	INSUFFICIENT_SUPPORT
133	hoepaiin	11	1	1	0.09090909091	1	2.94160906e-05	3090.454545	0.0003235769966	0.0003235769966	0.0003235246512	0.002633501779	INSUFFICIENT_SUPPORT
133	hy	11	18	5	0.4545454545	0.2777777778	0.0005294896308	858.459596	0.001164877188	0.005824385939	5.562217353e-14	1.756733647e-10	STRONGLY_PREFERRED
134	hodoral	1	1	1	1	1	2.94160906e-05	33995	2.94160906e-05	2.94160906e-05	2.941565795e-05	0.0008933120484	INSUFFICIENT_SUPPORT
135	odaiin	2	68	1	0.5	0.01639344262	0.001794381527	278.647541	0.003588763053	0.003588763053	0.00358233114	0.01097518459	INSUFFICIENT_SUPPORT
135	otchoshor	2	1	1	0.5	1	2.94160906e-05	16997.5	5.88321812e-05	5.88321812e-05	5.883045062e-05	0.001152484879	INSUFFICIENT_SUPPORT
136	chdoly	2	1	1	0.5	1	2.94160906e-05	16997.5	5.88321812e-05	5.88321812e-05	5.883045062e-05	0.001152484879	INSUFFICIENT_SUPPORT
136	yfchedy	2	2	1	0.5	0.5	5.88321812e-05	8498.75	0.0001176643624	0.0001176643624	0.0001176574402	0.001567938462	INSUFFICIENT_SUPPORT
