rule_type	lhs	rhs	observed_count	opportunity_count	observed_probability	observed_status
FIRST_TOKEN	135		2	5385	0.0003714020427	OBSERVED
FIRST_TOKEN	138		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	140		3	5385	0.0005571030641	OBSERVED
FIRST_TOKEN	156		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	159		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	164		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	167		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	169		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	172		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	176		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	177		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	180		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	183		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	187		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	192		2	5385	0.0003714020427	OBSERVED
FIRST_TOKEN	195		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	199		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	201		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	adair		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	adairchdy		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	adairy		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	adashgasain		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	aiinod		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	aiky		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	ain		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	ainaly		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	air		2	5385	0.0003714020427	OBSERVED
FIRST_TOKEN	al		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	alcheey		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	alchey		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	alcphy		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	aloly		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	alshdr		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	alshey		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	aora		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	ar		4	5385	0.0007428040854	OBSERVED
FIRST_TOKEN	ara		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	aral		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	ararchodaiin		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	archeo		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	archytaiin		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	ardas		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	arkaldy		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	aro		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	arol		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	arom		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	as		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	atar		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	c		17	5385	0.003156917363	OBSERVED
FIRST_TOKEN	cfair		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	ch		3	5385	0.0005571030641	OBSERVED
FIRST_TOKEN	chain		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	chakchy		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	chal		2	5385	0.0003714020427	OBSERVED
FIRST_TOKEN	chalsain		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	char		4	5385	0.0007428040854	OBSERVED
FIRST_TOKEN	chckhhy		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	chckhy		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	chcthhy		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	chd		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	chdaiirdainy		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	chdain		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	chdchy		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	chdy		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	che		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	chealpy		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	chear		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	cheary		1	5385	0.0001857010214	OBSERVED
FIRST_TOKEN	chedaiin		1	5385	0.0001857010214	OBSERVED
