entity_type	entity	family_id	dimension	value	entity_total	observed_count	expected_count	effect_size	p_raw	q_value	observed_status	corpus_rule	inferred_status
FAMILY	1	1	section	A	37938	833	868.0075673	0.9596690529	0.1207475345	0.3788827231	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	section	B	37938	6295	6184.915185	1.017798921	0.07984125072	0.3004392367	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	section	C	37938	2144	2207.109142	0.9714064246	0.0913184372	0.3246227872	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	section	H	37938	11311	11294.69558	1.001443547	0.4371812041	0.6531942411	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	section	P	37938	2480	2531.76902	0.9795522343	0.1541188661	0.4342624631	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	section	S	37938	11337	11273.50117	1.005632574	0.2733350038	0.5569561344	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	section	T	37938	2299	2291.886795	1.003103646	0.4368237924	0.6531942411	OBSERVED	OBSERVED	EXPECTED
FAMILY	1	1	section	Z	37938	1239	1286.115541	0.9633660123	0.09682747687	0.3392772512	OBSERVED	OBSERVED	EXPECTED
FAMILY	2	2	section	A	174	10	3.981056374	2.511896105	0.007884548664	0.06506950942	OBSERVED	OBSERVED	EXPECTED
FAMILY	2	2	section	B	174	12	28.3666836	0.4230314749	0.0004535188342	0.007348991328	OBSERVED	OBSERVED	DEPLETED
FAMILY	2	2	section	C	174	29	10.12275267	2.864833406	9.68869896e-07	4.09693556e-05	OBSERVED	OBSERVED	STRONGLY_PREFERRED
FAMILY	2	2	section	H	174	74	51.80233621	1.428507002	0.002145031734	0.02448313856	OBSERVED	OBSERVED	PREFERRED
FAMILY	2	2	section	P	174	14	11.61178263	1.205671898	0.2782279851	0.5616657082	OBSERVED	OBSERVED	EXPECTED
FAMILY	2	2	section	S	174	19	51.70512951	0.3674683766	1.616925933e-07	8.446060167e-06	OBSERVED	OBSERVED	DEPLETED
FAMILY	2	2	section	T	174	11	10.51157948	1.046464998	0.4806927621	0.6531942411	OBSERVED	OBSERVED	EXPECTED
FAMILY	2	2	section	Z	174	5	5.898679533	0.8476473374	0.4620882915	0.6531942411	OBSERVED	OBSERVED	EXPECTED
TOKEN	132	2	section	A	10	0	0.2287963433	0	0.795490524	0.795490524	UNOBSERVED	NEVER_IN_section	EXPECTED
TOKEN	132	2	section	B	10	1	1.630269172	0.6133956386	0.5152088202	0.6532670643	OBSERVED	OBSERVED	EXPECTED
TOKEN	132	2	section	C	10	0	0.5817673946	0	0.5589096792	0.6585878385	UNOBSERVED	NEVER_IN_section	EXPECTED
TOKEN	132	2	section	H	10	4	2.977145759	1.343568748	0.347647955	0.6075131941	OBSERVED	OBSERVED	EXPECTED
TOKEN	132	2	section	P	10	4	0.6673438294	5.99391172	0.004875365779	0.04472442988	OBSERVED	OBSERVED	PREFERRED
TOKEN	132	2	section	S	10	0	2.971559167	0	0.05122338223	0.2267515624	UNOBSERVED	NEVER_IN_section	EXPECTED
TOKEN	132	2	section	T	10	1	0.6041137633	1.65531736	0.4534414077	0.6531942411	OBSERVED	OBSERVED	EXPECTED
TOKEN	132	2	section	Z	10	0	0.3390045708	0	0.7124791924	0.7396323625	UNOBSERVED	NEVER_IN_section	EXPECTED
TOKEN	133	2	section	A	11	1	0.2516759777	3.97336293	0.2225033765	0.4993921005	OBSERVED	OBSERVED	EXPECTED
TOKEN	133	2	section	B	11	1	1.793296089	0.5576323988	0.4648345251	0.6531942411	OBSERVED	OBSERVED	EXPECTED
TOKEN	133	2	section	C	11	1	0.6399441341	1.562636403	0.4726781175	0.6531942411	OBSERVED	OBSERVED	EXPECTED
TOKEN	133	2	section	H	11	3	3.274860335	0.9160696008	0.5858980334	0.6690810875	OBSERVED	OBSERVED	EXPECTED
TOKEN	133	2	section	P	11	4	0.7340782123	5.449010654	0.006775898809	0.05730474421	OBSERVED	OBSERVED	EXPECTED
TOKEN	133	2	section	S	11	0	3.268715084	0	0.03805529354	0.1921784638	UNOBSERVED	NEVER_IN_section	EXPECTED
TOKEN	133	2	section	T	11	1	0.6645251397	1.504833964	0.4854822062	0.6531942411	OBSERVED	OBSERVED	EXPECTED
TOKEN	133	2	section	Z	11	0	0.3729050279	0	0.6887306399	0.7280866765	UNOBSERVED	NEVER_IN_section	EXPECTED
TOKEN	a	1	section	A	15	0	0.343194515	0	0.7095001897	0.7396323625	UNOBSERVED	NEVER_IN_section	EXPECTED
TOKEN	a	1	section	B	15	0	2.445403758	0	0.08669112558	0.3116391208	UNOBSERVED	NEVER_IN_section	EXPECTED
TOKEN	a	1	section	C	15	5	0.8726510919	5.729666812	0.002054205601	0.02362868619	OBSERVED	OBSERVED	PREFERRED
TOKEN	a	1	section	H	15	3	4.465718639	0.6717843739	0.3481128374	0.6075131941	OBSERVED	OBSERVED	EXPECTED
TOKEN	a	1	section	P	15	1	1.001015744	0.9989852867	0.7353852111	0.7577420137	OBSERVED	OBSERVED	EXPECTED
TOKEN	a	1	section	S	15	5	4.457338751	1.121745571	0.4597802608	0.6531942411	OBSERVED	OBSERVED	EXPECTED
TOKEN	a	1	section	T	15	1	0.906170645	1.103544907	0.5959314127	0.6749482677	OBSERVED	OBSERVED	EXPECTED
TOKEN	a	1	section	Z	15	0	0.5085068563	0	0.6013928747	0.6773679259	UNOBSERVED	NEVER_IN_section	EXPECTED
TOKEN	aiiin	1	section	A	47	0	1.075342814	0	0.3411807738	0.6050768086	UNOBSERVED	NEVER_IN_section	EXPECTED
TOKEN	aiiin	1	section	B	47	6	7.662265109	0.7830582621	0.3563362322	0.6111375975	OBSERVED	OBSERVED	EXPECTED
TOKEN	aiiin	1	section	C	47	4	2.734306755	1.462893654	0.2934851807	0.5744305815	OBSERVED	OBSERVED	EXPECTED
TOKEN	aiiin	1	section	H	47	6	13.99258507	0.4287985366	0.01429253439	0.1000928276	OBSERVED	OBSERVED	EXPECTED
TOKEN	aiiin	1	section	P	47	2	3.136515998	0.637650183	0.3933101913	0.6300386464	OBSERVED	OBSERVED	EXPECTED
TOKEN	aiiin	1	section	S	47	20	13.96632809	1.432015622	0.07513763193	0.288635766	OBSERVED	OBSERVED	EXPECTED
TOKEN	aiiin	1	section	T	47	9	2.839334688	3.169756647	0.00266523966	0.02865293968	OBSERVED	OBSERVED	PREFERRED
TOKEN	aiiin	1	section	Z	47	0	1.593321483	0	0.2032493999	0.479436793	UNOBSERVED	NEVER_IN_section	EXPECTED
TOKEN	aiin	1	section	A	511	12	11.69149314	1.026387293	0.5027060295	0.6532670643	OBSERVED	OBSERVED	EXPECTED
TOKEN	aiin	1	section	B	511	35	83.3067547	0.4201339991	1.821896062e-09	1.419161143e-07	OBSERVED	OBSERVED	DEPLETED
TOKEN	aiin	1	section	C	511	33	29.72831386	1.110052866	0.297724029	0.5782566443	OBSERVED	OBSERVED	EXPECTED
TOKEN	aiin	1	section	H	511	111	152.1321483	0.729628821	0.0004933870583	0.007937096155	OBSERVED	OBSERVED	DEPLETED
TOKEN	aiin	1	section	P	511	35	34.10126968	1.026354747	0.4614703024	0.6531942411	OBSERVED	OBSERVED	EXPECTED
TOKEN	aiin	1	section	S	511	220	151.8466734	1.448829895	1.264004124e-08	8.634120475e-07	OBSERVED	OBSERVED	STRONGLY_PREFERRED
