source	target	sign	permutations	empirical_p	fdr_q	max_block_observation_fraction	max_block_effect_weight_fraction	status
x000104	x021784	preferred	1000	1	1	0	0.5293257949	INSUFFICIENT_SUPPORT
x000104	x021790	preferred	1000	1	1	0	0.9904099707	INSUFFICIENT_SUPPORT
x000104	x022523	preferred	1000	1	1	0	0.5293257949	INSUFFICIENT_SUPPORT
x000104	x022526	preferred	1000	1	1	0	0.5293257949	INSUFFICIENT_SUPPORT
x000104	x022527	preferred	1000	1	1	0	0.8978898377	INSUFFICIENT_SUPPORT
x000104	x034244	preferred	1000	1	1	0	0.5293257949	INSUFFICIENT_SUPPORT
x000104	x034246	preferred	1000	1	1	0	0.5293257949	INSUFFICIENT_SUPPORT
x000104	x038441	preferred	1000	1	1	0	0.5293257949	INSUFFICIENT_SUPPORT
x000104	x040633	preferred	1000	1	1	0	0.5293257949	INSUFFICIENT_SUPPORT
x000104	x040639	preferred	1000	1	1	0	0.8978898377	INSUFFICIENT_SUPPORT
x000105	x021784	preferred	1000	1	1	0	0.2886056776	EXPECTED_FROM_NULL
x000105	x021790	preferred	1000	1	1	1	0.2806409691	EXPECTED_FROM_NULL
x000105	x022521	preferred	1000	1	1	0	0.3724627315	EXPECTED_FROM_NULL
x000105	x022524	preferred	1000	1	1	0	0.315848485	EXPECTED_FROM_NULL
x000105	x039086	preferred	1000	1	1	0	0.2806409691	EXPECTED_FROM_NULL
x000105	x040636	preferred	1000	1	1	0	0.2806409691	EXPECTED_FROM_NULL
x000106	x021785	preferred	1000	1	1	0	0.5186016973	INSUFFICIENT_SUPPORT
x000106	x021790	preferred	1000	1	1	0	0.9525416497	INSUFFICIENT_SUPPORT
x000106	x022521	preferred	1000	1	1	0	0.5186016973	INSUFFICIENT_SUPPORT
x000106	x022525	preferred	1000	1	1	0	0.5186016973	INSUFFICIENT_SUPPORT
x000106	x025549	preferred	1000	1	1	0	0.5186016973	INSUFFICIENT_SUPPORT
x000106	x034244	preferred	1000	1	1	0	0.5186016973	INSUFFICIENT_SUPPORT
x000106	x040632	preferred	1000	1	1	0	0.5186016973	INSUFFICIENT_SUPPORT
x000106	x040633	preferred	1000	1	1	0	0.5186016973	INSUFFICIENT_SUPPORT
x000106	x040639	preferred	1000	0.02397602398	1	1	0.6107746509	INSUFFICIENT_SUPPORT
x000107	x016455	preferred	1000	0.02997002997	0.2631913541	1	0.1865232386	EXPECTED_FROM_NULL
x000107	x021784	preferred	1000	1	1	0	0.1816763072	EXPECTED_FROM_NULL
x000107	x021785	preferred	1000	1	1	1	0.185096379	EXPECTED_FROM_NULL
x000107	x021786	preferred	1000	0.03296703297	0.2631913541	1	0.2217811054	EXPECTED_FROM_NULL
x000107	x021790	preferred	1000	1	1	0	0.1609379686	EXPECTED_FROM_NULL
x000107	x022521	preferred	1000	1	1	0	0.2158181955	EXPECTED_FROM_NULL
x000107	x022523	preferred	1000	0.03196803197	0.2631913541	1	0.2644650667	EXPECTED_FROM_NULL
x000107	x022524	preferred	1000	1	1	0	0.2155856913	EXPECTED_FROM_NULL
x000107	x022526	preferred	1000	0.01098901099	0.2517482517	1	0.1821215418	EXPECTED_FROM_NULL
x000107	x022527	preferred	1000	1	1	0	0.2537464775	EXPECTED_FROM_NULL
x000107	x034240	preferred	1000	0.01198801199	0.2517482517	1	0.1609379686	EXPECTED_FROM_NULL
x000107	x034245	preferred	1000	1	1	0	0.2734752147	EXPECTED_FROM_NULL
x000107	x034246	preferred	1000	1	1	0	0.1609379686	EXPECTED_FROM_NULL
x000107	x038441	preferred	1000	1	1	0	0.16264979	EXPECTED_FROM_NULL
x000107	x040632	preferred	1000	1	1	0	0.1822874397	EXPECTED_FROM_NULL
x000107	x040637	preferred	1000	0.01398601399	0.2517482517	1	0.1822874397	EXPECTED_FROM_NULL
x000107	x040638	preferred	1000	0.02297702298	0.2517482517	1	0.1865232386	EXPECTED_FROM_NULL
x000108	x001431	preferred	1000	1	1	0	0.3107921774	EXPECTED_FROM_NULL
x000108	x016452	preferred	1000	1	1	0	0.2566263779	EXPECTED_FROM_NULL
x000108	x016455	preferred	1000	1	1	0	0.2566263779	EXPECTED_FROM_NULL
x000108	x021784	preferred	1000	1	1	0	0.3378163039	EXPECTED_FROM_NULL
x000108	x022523	preferred	1000	1	1	0	0.2566263779	EXPECTED_FROM_NULL
x000108	x022525	preferred	1000	1	1	0	0.3301567327	EXPECTED_FROM_NULL
x000108	x034245	preferred	1000	1	1	0	0.2566263779	EXPECTED_FROM_NULL
x000108	x034246	preferred	1000	1	1	1	0.2915043224	EXPECTED_FROM_NULL
