block	currier	hand	joint_class	source	target	source_count	target_count	edge_count	opportunities	block_tokens	p_target_given_source	p_target_baseline	enrichment	log2_enrichment	sign
G2/generic#0	G2	generic	G2/generic	x000104	x021784	8	0	0	8	676	0.001470588235	0.000496031746	2.964705882	1.567888987	preferred
G0/generic#3	G0	generic	G0/generic	x000104	x021784	5	0	0	5	812	0.001483679525	0.0004370629371	3.394658754	1.763266556	preferred
G2/generic#0	G2	generic	G2/generic	x000104	x021790	8	1	0	8	676	0.001470588235	0.001488095238	0.9882352941	-0.01707351336	depleted
G0/generic#3	G0	generic	G0/generic	x000104	x021790	5	0	0	5	812	0.001483679525	0.0004370629371	3.394658754	1.763266556	preferred
G2/generic#0	G2	generic	G2/generic	x000104	x022523	8	0	0	8	676	0.001470588235	0.000496031746	2.964705882	1.567888987	preferred
G0/generic#3	G0	generic	G0/generic	x000104	x022523	5	0	0	5	812	0.001483679525	0.0004370629371	3.394658754	1.763266556	preferred
G2/generic#0	G2	generic	G2/generic	x000104	x022526	8	0	0	8	676	0.001470588235	0.000496031746	2.964705882	1.567888987	preferred
G0/generic#3	G0	generic	G0/generic	x000104	x022526	5	0	0	5	812	0.001483679525	0.0004370629371	3.394658754	1.763266556	preferred
G2/generic#0	G2	generic	G2/generic	x000104	x022527	8	0	0	8	676	0.001470588235	0.000496031746	2.964705882	1.567888987	preferred
G0/generic#3	G0	generic	G0/generic	x000104	x022527	5	1	0	5	812	0.001483679525	0.001311188811	1.131552918	0.1783040549	preferred
G2/generic#0	G2	generic	G2/generic	x000104	x034244	8	0	0	8	676	0.001470588235	0.000496031746	2.964705882	1.567888987	preferred
G0/generic#3	G0	generic	G0/generic	x000104	x034244	5	0	0	5	812	0.001483679525	0.0004370629371	3.394658754	1.763266556	preferred
G2/generic#0	G2	generic	G2/generic	x000104	x034246	8	0	0	8	676	0.001470588235	0.000496031746	2.964705882	1.567888987	preferred
G0/generic#3	G0	generic	G0/generic	x000104	x034246	5	0	0	5	812	0.001483679525	0.0004370629371	3.394658754	1.763266556	preferred
G2/generic#0	G2	generic	G2/generic	x000104	x038441	8	0	0	8	676	0.001470588235	0.000496031746	2.964705882	1.567888987	preferred
G0/generic#3	G0	generic	G0/generic	x000104	x038441	5	0	0	5	812	0.001483679525	0.0004370629371	3.394658754	1.763266556	preferred
G2/generic#0	G2	generic	G2/generic	x000104	x040633	8	0	0	8	676	0.001470588235	0.000496031746	2.964705882	1.567888987	preferred
G0/generic#3	G0	generic	G0/generic	x000104	x040633	5	0	0	5	812	0.001483679525	0.0004370629371	3.394658754	1.763266556	preferred
G2/generic#0	G2	generic	G2/generic	x000104	x040639	8	0	0	8	676	0.001470588235	0.000496031746	2.964705882	1.567888987	preferred
G0/generic#3	G0	generic	G0/generic	x000104	x040639	5	1	0	5	812	0.001483679525	0.001311188811	1.131552918	0.1783040549	preferred
G2/generic#4	G2	generic	G2/generic	x000105	x021784	5	0	0	5	636	0.001483679525	0.0005165289256	2.872403561	1.522258456	preferred
G1/generic#5	G1	generic	G1/generic	x000105	x021784	5	0	0	5	607	0.001483679525	0.0005324813632	2.786350148	1.478376566	preferred
G1/generic#7	G1	generic	G1/generic	x000105	x021784	6	0	0	6	710	0.001479289941	0.0004798464491	3.082840237	1.624260126	preferred
G2/generic#14	G2	generic	G2/generic	x000105	x021784	5	3	0	5	845	0.001483679525	0.002973661852	0.4989402289	-1.003061098	depleted
G2/generic#4	G2	generic	G2/generic	x000105	x021790	5	0	0	5	636	0.001483679525	0.0005165289256	2.872403561	1.522258456	preferred
G1/generic#5	G1	generic	G1/generic	x000105	x021790	5	1	1	5	607	0.004451038576	0.001597444089	2.786350148	1.478376566	preferred
G1/generic#7	G1	generic	G1/generic	x000105	x021790	6	0	0	6	710	0.001479289941	0.0004798464491	3.082840237	1.624260126	preferred
G2/generic#14	G2	generic	G2/generic	x000105	x021790	5	0	0	5	845	0.001483679525	0.000424808836	3.492581602	1.804293824	preferred
G2/generic#4	G2	generic	G2/generic	x000105	x022521	5	0	0	5	636	0.001483679525	0.0005165289256	2.872403561	1.522258456	preferred
G1/generic#5	G1	generic	G1/generic	x000105	x022521	5	0	0	5	607	0.001483679525	0.0005324813632	2.786350148	1.478376566	preferred
G1/generic#7	G1	generic	G1/generic	x000105	x022521	6	1	0	6	710	0.001479289941	0.001439539347	1.027613412	0.03929762528	preferred
G2/generic#14	G2	generic	G2/generic	x000105	x022521	5	0	0	5	845	0.001483679525	0.000424808836	3.492581602	1.804293824	preferred
G2/generic#4	G2	generic	G2/generic	x000105	x022524	5	0	0	5	636	0.001483679525	0.0005165289256	2.872403561	1.522258456	preferred
G1/generic#5	G1	generic	G1/generic	x000105	x022524	5	0	0	5	607	0.001483679525	0.0005324813632	2.786350148	1.478376566	preferred
G1/generic#7	G1	generic	G1/generic	x000105	x022524	6	0	0	6	710	0.001479289941	0.0004798464491	3.082840237	1.624260126	preferred
G2/generic#14	G2	generic	G2/generic	x000105	x022524	5	2	0	5	845	0.001483679525	0.00212404418	0.6985163205	-0.517634271	depleted
G2/generic#4	G2	generic	G2/generic	x000105	x039086	5	0	0	5	636	0.001483679525	0.0005165289256	2.872403561	1.522258456	preferred
G1/generic#5	G1	generic	G1/generic	x000105	x039086	5	0	0	5	607	0.001483679525	0.0005324813632	2.786350148	1.478376566	preferred
G1/generic#7	G1	generic	G1/generic	x000105	x039086	6	0	0	6	710	0.001479289941	0.0004798464491	3.082840237	1.624260126	preferred
G2/generic#14	G2	generic	G2/generic	x000105	x039086	5	0	0	5	845	0.001483679525	0.000424808836	3.492581602	1.804293824	preferred
G2/generic#4	G2	generic	G2/generic	x000105	x040636	5	0	0	5	636	0.001483679525	0.0005165289256	2.872403561	1.522258456	preferred
G1/generic#5	G1	generic	G1/generic	x000105	x040636	5	0	0	5	607	0.001483679525	0.0005324813632	2.786350148	1.478376566	preferred
G1/generic#7	G1	generic	G1/generic	x000105	x040636	6	0	0	6	710	0.001479289941	0.0004798464491	3.082840237	1.624260126	preferred
G2/generic#14	G2	generic	G2/generic	x000105	x040636	5	0	0	5	845	0.001483679525	0.000424808836	3.492581602	1.804293824	preferred
G0/generic#6	G0	generic	G0/generic	x000106	x021785	5	0	0	5	744	0.001483679525	0.0004646840149	3.192878338	1.674857581	preferred
G2/generic#14	G2	generic	G2/generic	x000106	x021785	5	0	0	5	845	0.001483679525	0.000424808836	3.492581602	1.804293824	preferred
G0/generic#6	G0	generic	G0/generic	x000106	x021790	5	1	0	5	744	0.001483679525	0.001394052045	1.064292779	0.08989508065	preferred
G2/generic#14	G2	generic	G2/generic	x000106	x021790	5	0	0	5	845	0.001483679525	0.000424808836	3.492581602	1.804293824	preferred
G0/generic#6	G0	generic	G0/generic	x000106	x022521	5	0	0	5	744	0.001483679525	0.0004646840149	3.192878338	1.674857581	preferred
G2/generic#14	G2	generic	G2/generic	x000106	x022521	5	0	0	5	845	0.001483679525	0.000424808836	3.492581602	1.804293824	preferred
G0/generic#6	G0	generic	G0/generic	x000106	x022525	5	0	0	5	744	0.001483679525	0.0004646840149	3.192878338	1.674857581	preferred
G2/generic#14	G2	generic	G2/generic	x000106	x022525	5	0	0	5	845	0.001483679525	0.000424808836	3.492581602	1.804293824	preferred
G0/generic#6	G0	generic	G0/generic	x000106	x025549	5	0	0	5	744	0.001483679525	0.0004646840149	3.192878338	1.674857581	preferred
G2/generic#14	G2	generic	G2/generic	x000106	x025549	5	0	0	5	845	0.001483679525	0.000424808836	3.492581602	1.804293824	preferred
G0/generic#6	G0	generic	G0/generic	x000106	x034244	5	0	0	5	744	0.001483679525	0.0004646840149	3.192878338	1.674857581	preferred
G2/generic#14	G2	generic	G2/generic	x000106	x034244	5	0	0	5	845	0.001483679525	0.000424808836	3.492581602	1.804293824	preferred
G0/generic#6	G0	generic	G0/generic	x000106	x040632	5	0	0	5	744	0.001483679525	0.0004646840149	3.192878338	1.674857581	preferred
G2/generic#14	G2	generic	G2/generic	x000106	x040632	5	0	0	5	845	0.001483679525	0.000424808836	3.492581602	1.804293824	preferred
G0/generic#6	G0	generic	G0/generic	x000106	x040633	5	0	0	5	744	0.001483679525	0.0004646840149	3.192878338	1.674857581	preferred
G2/generic#14	G2	generic	G2/generic	x000106	x040633	5	0	0	5	845	0.001483679525	0.000424808836	3.492581602	1.804293824	preferred
G0/generic#6	G0	generic	G0/generic	x000106	x040639	5	0	0	5	744	0.001483679525	0.0004646840149	3.192878338	1.674857581	preferred
G2/generic#14	G2	generic	G2/generic	x000106	x040639	5	2	1	5	845	0.004451038576	0.00212404418	2.095548961	1.06732823	preferred
G1/generic#0	G1	generic	G1/generic	x000107	x016455	7	0	0	7	671	0.001474926254	0.0004985044865	2.958702065	1.564964427	preferred
G2/generic#2	G2	generic	G2/generic	x000107	x016455	6	1	1	6	685	0.004437869822	0.001474926254	3.00887574	1.589224528	preferred
G3/generic#5	G3	generic	G3/generic	x000107	x016455	5	0	0	5	601	0.001483679525	0.0005359056806	2.768545994	1.46912849	preferred
G0/generic#8	G0	generic	G0/generic	x000107	x016455	5	0	0	5	598	0.001483679525	0.0005376344086	2.759643917	1.464482125	preferred
G1/generic#13	G1	generic	G1/generic	x000107	x016455	5	1	0	5	879	0.001483679525	0.001238645747	1.197823937	0.2604158678	preferred
G1/generic#15	G1	generic	G1/generic	x000107	x016455	5	0	0	5	891	0.001483679525	0.0004088307441	3.629080119	1.859603907	preferred
G2/generic#15	G2	generic	G2/generic	x000107	x016455	5	0	0	5	811	0.001483679525	0.0004374453193	3.391691395	1.762004907	preferred
G1/generic#0	G1	generic	G1/generic	x000107	x021784	7	0	0	7	671	0.001474926254	0.0004985044865	2.958702065	1.564964427	preferred
G2/generic#2	G2	generic	G2/generic	x000107	x021784	6	0	0	6	685	0.001479289941	0.0004916420846	3.00887574	1.589224528	preferred
G3/generic#5	G3	generic	G3/generic	x000107	x021784	5	0	0	5	601	0.001483679525	0.0005359056806	2.768545994	1.46912849	preferred
G0/generic#8	G0	generic	G0/generic	x000107	x021784	5	0	0	5	598	0.001483679525	0.0005376344086	2.759643917	1.464482125	preferred
G1/generic#13	G1	generic	G1/generic	x000107	x021784	5	0	0	5	879	0.001483679525	0.0004128819158	3.59347181	1.845378369	preferred
G1/generic#15	G1	generic	G1/generic	x000107	x021784	5	2	0	5	891	0.001483679525	0.00204415372	0.7258160237	-0.4623241875	depleted
G2/generic#15	G2	generic	G2/generic	x000107	x021784	5	0	0	5	811	0.001483679525	0.0004374453193	3.391691395	1.762004907	preferred
G1/generic#0	G1	generic	G1/generic	x000107	x021785	7	0	0	7	671	0.001474926254	0.0004985044865	2.958702065	1.564964427	preferred
G2/generic#2	G2	generic	G2/generic	x000107	x021785	6	0	0	6	685	0.001479289941	0.0004916420846	3.00887574	1.589224528	preferred
G3/generic#5	G3	generic	G3/generic	x000107	x021785	5	1	1	5	601	0.004451038576	0.001607717042	2.768545994	1.46912849	preferred
G0/generic#8	G0	generic	G0/generic	x000107	x021785	5	0	0	5	598	0.001483679525	0.0005376344086	2.759643917	1.464482125	preferred
G1/generic#13	G1	generic	G1/generic	x000107	x021785	5	0	0	5	879	0.001483679525	0.0004128819158	3.59347181	1.845378369	preferred
G1/generic#15	G1	generic	G1/generic	x000107	x021785	5	1	0	5	891	0.001483679525	0.001226492232	1.209693373	0.2746414066	preferred
G2/generic#15	G2	generic	G2/generic	x000107	x021785	5	0	0	5	811	0.001483679525	0.0004374453193	3.391691395	1.762004907	preferred
G1/generic#0	G1	generic	G1/generic	x000107	x021786	7	0	0	7	671	0.001474926254	0.0004985044865	2.958702065	1.564964427	preferred
G2/generic#2	G2	generic	G2/generic	x000107	x021786	6	1	0	6	685	0.001479289941	0.001474926254	1.00295858	0.004262026854	preferred
G3/generic#5	G3	generic	G3/generic	x000107	x021786	5	0	0	5	601	0.001483679525	0.0005359056806	2.768545994	1.46912849	preferred
G0/generic#8	G0	generic	G0/generic	x000107	x021786	5	0	0	5	598	0.001483679525	0.0005376344086	2.759643917	1.464482125	preferred
G1/generic#13	G1	generic	G1/generic	x000107	x021786	5	1	0	5	879	0.001483679525	0.001238645747	1.197823937	0.2604158678	preferred
G1/generic#15	G1	generic	G1/generic	x000107	x021786	5	0	0	5	891	0.001483679525	0.0004088307441	3.629080119	1.859603907	preferred
G2/generic#15	G2	generic	G2/generic	x000107	x021786	5	1	1	5	811	0.004451038576	0.001312335958	3.391691395	1.762004907	preferred
G1/generic#0	G1	generic	G1/generic	x000107	x021790	7	0	0	7	671	0.001474926254	0.0004985044865	2.958702065	1.564964427	preferred
G2/generic#2	G2	generic	G2/generic	x000107	x021790	6	0	0	6	685	0.001479289941	0.0004916420846	3.00887574	1.589224528	preferred
G3/generic#5	G3	generic	G3/generic	x000107	x021790	5	0	0	5	601	0.001483679525	0.0005359056806	2.768545994	1.46912849	preferred
G0/generic#8	G0	generic	G0/generic	x000107	x021790	5	0	0	5	598	0.001483679525	0.0005376344086	2.759643917	1.464482125	preferred
G1/generic#13	G1	generic	G1/generic	x000107	x021790	5	0	0	5	879	0.001483679525	0.0004128819158	3.59347181	1.845378369	preferred
G1/generic#15	G1	generic	G1/generic	x000107	x021790	5	0	0	5	891	0.001483679525	0.0004088307441	3.629080119	1.859603907	preferred
G2/generic#15	G2	generic	G2/generic	x000107	x021790	5	0	0	5	811	0.001483679525	0.0004374453193	3.391691395	1.762004907	preferred
G1/generic#0	G1	generic	G1/generic	x000107	x022521	7	0	0	7	671	0.001474926254	0.0004985044865	2.958702065	1.564964427	preferred
G2/generic#2	G2	generic	G2/generic	x000107	x022521	6	1	0	6	685	0.001479289941	0.001474926254	1.00295858	0.004262026854	preferred
G3/generic#5	G3	generic	G3/generic	x000107	x022521	5	1	0	5	601	0.001483679525	0.001607717042	0.9228486647	-0.1158340111	depleted
G0/generic#8	G0	generic	G0/generic	x000107	x022521	5	0	0	5	598	0.001483679525	0.0005376344086	2.759643917	1.464482125	preferred
G1/generic#13	G1	generic	G1/generic	x000107	x022521	5	0	0	5	879	0.001483679525	0.0004128819158	3.59347181	1.845378369	preferred
G1/generic#15	G1	generic	G1/generic	x000107	x022521	5	0	0	5	891	0.001483679525	0.0004088307441	3.629080119	1.859603907	preferred
G2/generic#15	G2	generic	G2/generic	x000107	x022521	5	0	0	5	811	0.001483679525	0.0004374453193	3.391691395	1.762004907	preferred
G1/generic#0	G1	generic	G1/generic	x000107	x022523	7	1	1	7	671	0.004424778761	0.00149551346	2.958702065	1.564964427	preferred
G2/generic#2	G2	generic	G2/generic	x000107	x022523	6	1	0	6	685	0.001479289941	0.001474926254	1.00295858	0.004262026854	preferred
G3/generic#5	G3	generic	G3/generic	x000107	x022523	5	1	0	5	601	0.001483679525	0.001607717042	0.9228486647	-0.1158340111	depleted
G0/generic#8	G0	generic	G0/generic	x000107	x022523	5	0	0	5	598	0.001483679525	0.0005376344086	2.759643917	1.464482125	preferred
