source	target	global_count	eligible_blocks	positive_blocks	negative_blocks	neutral_blocks	joint_classes	currier_classes	hands	joint_class_ids	currier_ids	hand_ids	median_log2_enrichment	mean_log2_enrichment	between_block_sd	sign	sign_consistency	tested_blocks	successful_sign_predictions	transfer_fraction	empirical_p	fdr_q	permutations	max_block_observation_fraction	max_block_effect_weight_fraction	status
x000104	x021784	1	2	2	0	0	2	2	1	G0/generic,G2/generic	G0,G2	generic	1.665577771	1.665577771	0.1381528034	preferred	1	2	2	1	1	1	1000	0	0.5293257949	INSUFFICIENT_SUPPORT
x000104	x021790	1	2	1	1	0	2	2	1	G0/generic,G2/generic	G0,G2	generic	0.8730965211	0.8730965211	1.258890536	preferred	0.5	2	0	0	1	1	1000	0	0.9904099707	INSUFFICIENT_SUPPORT
x000104	x022523	1	2	2	0	0	2	2	1	G0/generic,G2/generic	G0,G2	generic	1.665577771	1.665577771	0.1381528034	preferred	1	2	2	1	1	1	1000	0	0.5293257949	INSUFFICIENT_SUPPORT
x000104	x022526	2	2	2	0	0	2	2	1	G0/generic,G2/generic	G0,G2	generic	1.665577771	1.665577771	0.1381528034	preferred	1	2	2	1	1	1	1000	0	0.5293257949	INSUFFICIENT_SUPPORT
x000104	x022527	1	2	2	0	0	2	2	1	G0/generic,G2/generic	G0,G2	generic	0.8730965211	0.8730965211	0.9825849288	preferred	1	2	2	1	1	1	1000	0	0.8978898377	INSUFFICIENT_SUPPORT
x000104	x034244	1	2	2	0	0	2	2	1	G0/generic,G2/generic	G0,G2	generic	1.665577771	1.665577771	0.1381528034	preferred	1	2	2	1	1	1	1000	0	0.5293257949	INSUFFICIENT_SUPPORT
x000104	x034246	2	2	2	0	0	2	2	1	G0/generic,G2/generic	G0,G2	generic	1.665577771	1.665577771	0.1381528034	preferred	1	2	2	1	1	1	1000	0	0.5293257949	INSUFFICIENT_SUPPORT
x000104	x038441	1	2	2	0	0	2	2	1	G0/generic,G2/generic	G0,G2	generic	1.665577771	1.665577771	0.1381528034	preferred	1	2	2	1	1	1	1000	0	0.5293257949	INSUFFICIENT_SUPPORT
x000104	x040633	2	2	2	0	0	2	2	1	G0/generic,G2/generic	G0,G2	generic	1.665577771	1.665577771	0.1381528034	preferred	1	2	2	1	1	1	1000	0	0.5293257949	INSUFFICIENT_SUPPORT
x000104	x040639	1	2	2	0	0	2	2	1	G0/generic,G2/generic	G0,G2	generic	0.8730965211	0.8730965211	0.9825849288	preferred	1	2	2	1	1	1	1000	0	0.8978898377	INSUFFICIENT_SUPPORT
x000105	x021784	1	4	3	1	0	2	2	1	G1/generic,G2/generic	G1,G2	generic	1.500317511	0.9054585126	1.27381319	preferred	0.75	4	3	0.75	1	1	1000	0	0.2886056776	EXPECTED_FROM_NULL
x000105	x021790	1	4	4	0	0	2	2	1	G1/generic,G2/generic	G1,G2	generic	1.573259291	1.607297243	0.1448534068	preferred	1	4	4	1	1	1	1000	1	0.2806409691	EXPECTED_FROM_NULL
x000105	x022521	1	4	4	0	0	2	2	1	G1/generic,G2/generic	G1,G2	generic	1.500317511	1.211056618	0.7944088071	preferred	1	4	4	1	1	1	1000	0	0.3724627315	EXPECTED_FROM_NULL
x000105	x022524	1	4	3	1	0	2	2	1	G1/generic,G2/generic	G1,G2	generic	1.500317511	1.026815219	1.031444989	preferred	0.75	4	3	0.75	1	1	1000	0	0.315848485	EXPECTED_FROM_NULL
x000105	x039086	1	4	4	0	0	2	2	1	G1/generic,G2/generic	G1,G2	generic	1.573259291	1.607297243	0.1448534068	preferred	1	4	4	1	1	1	1000	0	0.2806409691	EXPECTED_FROM_NULL
x000105	x040636	1	4	4	0	0	2	2	1	G1/generic,G2/generic	G1,G2	generic	1.573259291	1.607297243	0.1448534068	preferred	1	4	4	1	1	1	1000	0	0.2806409691	EXPECTED_FROM_NULL
x000106	x021785	1	2	2	0	0	2	2	1	G0/generic,G2/generic	G0,G2	generic	1.739575703	1.739575703	0.09152524479	preferred	1	2	2	1	1	1	1000	0	0.5186016973	INSUFFICIENT_SUPPORT
x000106	x021790	1	2	2	0	0	2	2	1	G0/generic,G2/generic	G0,G2	generic	0.9470944523	0.9470944523	1.212262977	preferred	1	2	2	1	1	1	1000	0	0.9525416497	INSUFFICIENT_SUPPORT
x000106	x022521	1	2	2	0	0	2	2	1	G0/generic,G2/generic	G0,G2	generic	1.739575703	1.739575703	0.09152524479	preferred	1	2	2	1	1	1	1000	0	0.5186016973	INSUFFICIENT_SUPPORT
x000106	x022525	1	2	2	0	0	2	2	1	G0/generic,G2/generic	G0,G2	generic	1.739575703	1.739575703	0.09152524479	preferred	1	2	2	1	1	1	1000	0	0.5186016973	INSUFFICIENT_SUPPORT
x000106	x025549	1	2	2	0	0	2	2	1	G0/generic,G2/generic	G0,G2	generic	1.739575703	1.739575703	0.09152524479	preferred	1	2	2	1	1	1	1000	0	0.5186016973	INSUFFICIENT_SUPPORT
x000106	x034244	1	2	2	0	0	2	2	1	G0/generic,G2/generic	G0,G2	generic	1.739575703	1.739575703	0.09152524479	preferred	1	2	2	1	1	1	1000	0	0.5186016973	INSUFFICIENT_SUPPORT
x000106	x040632	1	2	2	0	0	2	2	1	G0/generic,G2/generic	G0,G2	generic	1.739575703	1.739575703	0.09152524479	preferred	1	2	2	1	1	1	1000	0	0.5186016973	INSUFFICIENT_SUPPORT
x000106	x040633	2	2	2	0	0	2	2	1	G0/generic,G2/generic	G0,G2	generic	1.739575703	1.739575703	0.09152524479	preferred	1	2	2	1	1	1	1000	0	0.5186016973	INSUFFICIENT_SUPPORT
x000106	x040639	4	2	2	0	0	2	2	1	G0/generic,G2/generic	G0,G2	generic	1.371092906	1.371092906	0.4295881243	preferred	1	2	2	1	0.02397602398	1	1000	1	0.6107746509	INSUFFICIENT_SUPPORT
x000107	x016455	1	7	7	0	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.564964427	1.424260607	0.5336620554	preferred	1	7	7	1	0.02997002997	0.2631913541	1000	1	0.1865232386	EXPECTED_FROM_NULL
x000107	x021784	2	7	6	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.564964427	1.318979808	0.7982968119	preferred	0.8571428571	7	6	0.8571428571	1	1	1000	0	0.1816763072	EXPECTED_FROM_NULL
x000107	x021785	2	7	7	0	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.564964427	1.424260607	0.5265733954	preferred	1	7	7	1	1	1	1000	1	0.185096379	EXPECTED_FROM_NULL
x000107	x021786	1	7	7	0	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.46912849	1.197837393	0.7459984032	preferred	1	7	7	1	0.03296703297	0.2631913541	1000	1	0.2217811054	EXPECTED_FROM_NULL
x000107	x021790	1	7	7	0	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.589224528	1.650683822	0.1696586881	preferred	1	7	7	1	1	1	1000	0	0.1609379686	EXPECTED_FROM_NULL
x000107	x022521	1	7	6	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.564964427	1.197837393	0.8690766751	preferred	0.8571428571	7	6	0.8571428571	1	1	1000	0	0.2158181955	EXPECTED_FROM_NULL
x000107	x022523	1	7	6	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.464482125	0.9714141786	0.8786678459	preferred	0.8571428571	7	6	0.8571428571	0.03196803197	0.2631913541	1000	1	0.2644650667	EXPECTED_FROM_NULL
