token	direction	global_count	eligible_blocks	joint_classes	pairwise_js_mean	pairwise_js_median	pairwise_js_min	pairwise_js_sd	lobo_median_correlation	lobo_mean_correlation	lobo_median_spearman	sign_agreement	permutation_p	sign_permutation_p	entropy_effect	entropy_sign_consistency	entropy_permutation_p	entropy_status	replicated
x000104	outgoing	138	2	2	1	1	1	0	0.3648664216	0.3648664216	0.3103929612	0.718373494	0.000999000999	0.000999000999	0.3624357704	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x000105	outgoing	130	4	2	0.9997169495	0.9997169495	0.999433899	0.0003100662973	0.4783511935	0.4838488616	0.3463055213	0.8042168675	0.05594405594	0.7022977023	0.3469240318	1	0.000999000999	REPRODUCIBLY_BROAD	false
x000106	outgoing	104	2	2	0.999433899	0.999433899	0.999433899	0	0.3237884254	0.3237884254	0.2467082604	0.8373493976	0.000999000999	0.000999000999	0.3708739185	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x000107	outgoing	148	7	4	0.9987126718	0.9988665353	0.9971922363	0.0009222205262	0.5238953333	0.5150280359	0.3810976416	0.8205679862	0.2167832168	0.7072927073	0.3367330139	1	0.9420579421	INSUFFICIENT_SUPPORT	false
x000108	outgoing	152	4	3	0.9997169495	0.9997169495	0.999433899	0.0003100662973	0.4686318754	0.4682750568	0.341447305	0.734186747	0.08491508492	0.7742257742	0.3215662472	1	0.003996003996	REPRODUCIBLY_BROAD	false
x000109	outgoing	134	5	4	0.9990934808	0.9988665353	0.9988665353	0.0002929853549	0.5136897198	0.4945750075	0.3695517271	0.8740963855	0.1438561439	0.4575424575	0.384774986	1	0.02297702298	REPRODUCIBLY_BROAD	false
x000110	outgoing	148	7	3	1	1	1	0	0.5027079202	0.5192965745	0.3879744907	0.8257314974	0.3516483516	0.5904095904	0.3507607115	1	0.008991008991	REPRODUCIBLY_BROAD	false
x000111	outgoing	137	3	3	0.999248301	0.9988724516	0.9988724516	0.0006509904009	0.4881942779	0.4924089025	0.392947565	0.8584337349	0.1008991009	0.4265734266	0.3758475954	1	0.2337662338	INSUFFICIENT_SUPPORT	false
x001424	outgoing	145	5	1	0.9975180937	0.9974601843	0.9966199067	0.0005426441475	0.457799086	0.4713890212	0.3209443638	0.7855421687	0.5254745255	0.8151848152	0.3087176547	1	0.1778221778	INSUFFICIENT_SUPPORT	false
x001425	outgoing	162	9	3	0.9961317834	0.9960638916	0.9943999443	0.0009420161097	0.5211216374	0.532620247	0.3858720723	0.890060241	0.6723276723	0.4875124875	0.3507260973	1	0.6593406593	INSUFFICIENT_SUPPORT	false
x001426	outgoing	133	5	3	0.9979674197	0.9980247824	0.9971805109	0.0005425871996	0.4865409296	0.4964272532	0.3444294713	0.8159638554	0.06393606394	0.06593406593	0.3854641699	1	0.6203796204	INSUFFICIENT_SUPPORT	false
x001427	outgoing	151	4	2	0.9966274007	0.9966280286	0.9955124318	0.0008604260155	0.4562703034	0.4461157022	0.3393914722	0.8226656627	0.6263736264	0.04395604396	0.3731276677	1	0.4485514486	INSUFFICIENT_SUPPORT	false
x001428	outgoing	166	14	4	0.9966981937	0.9966257517	0.9943999443	0.001106126254	0.5381469139	0.5329372331	0.3925636202	0.843373494	0.6673326673	0.7972027972	0.3428118523	1	0.99000999	INSUFFICIENT_SUPPORT	false
x001429	outgoing	139	5	2	0.9973020727	0.9974631245	0.9955124318	0.001076940071	0.4848645511	0.4988158866	0.3501011265	0.793373494	0.5864135864	0.1438561439	0.3202999502	1	0.3966033966	INSUFFICIENT_SUPPORT	false
x001430	outgoing	147	7	3	0.9967910467	0.9966432868	0.9943999443	0.001145230631	0.5433043194	0.5344504614	0.4164427305	0.8582185886	0.3076923077	0.4825174825	0.3705795527	1	0.7342657343	INSUFFICIENT_SUPPORT	false
x001431	outgoing	144	5	4	0.996287639	0.9960638916	0.995506622	0.0006018258149	0.4434369844	0.4561866851	0.309479306	0.7873493976	0.3906093906	0.2677322677	0.3377035122	1	0.7612387612	INSUFFICIENT_SUPPORT	false
x002979	outgoing	38	1	1	0	0	1	0	0	0	0	0.1611445783	0.000999000999	0.000999000999	0.369103406	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x002982	outgoing	28	1	1	0	0	1	0	0	0	0	0.3313253012	0.000999000999	0.000999000999	0.3276669811	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x016901	outgoing	47	1	1	0	0	1	0	0	0	0	0.1506024096	0.000999000999	0.000999000999	0.3405131485	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x016902	outgoing	46	1	1	0	0	1	0	0	0	0	0.1581325301	0.000999000999	0.000999000999	0.3869193671	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x017408	outgoing	87	2	1	0.9971922363	0.9971922363	0.9971922363	0	0.4259747791	0.4259747791	0.3779535566	0.7138554217	0.000999000999	0.000999000999	0.3395573452	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x017409	outgoing	76	2	2	0.9960638916	0.9960638916	0.9960638916	0	0.3480638838	0.3480638838	0.2926723661	0.8493975904	0.000999000999	0.000999000999	0.3244625821	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x017410	outgoing	89	2	1	0.9955124318	0.9955124318	0.9955124318	0	0.3962678114	0.3962678114	0.3419732921	0.8358433735	0.000999000999	0.000999000999	0.3576031377	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x017411	outgoing	71	1	1	0	0	1	0	0	0	0	0.3207831325	0.000999000999	0.000999000999	0.2855108236	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x017413	outgoing	79	1	1	0	0	1	0	0	0	0	0.1611445783	0.000999000999	0.000999000999	0.374319504	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x017414	outgoing	75	1	1	0	0	1	0	0	0	0	0.1219879518	0.000999000999	0.000999000999	0.3526262619	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x017415	outgoing	99	2	2	0.9966257517	0.9966257517	0.9966257517	0	0.3757953072	0.3757953072	0.3277260336	0.8253012048	0.000999000999	0.000999000999	0.3418159872	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x017839	outgoing	25	1	1	0	0	1	0	0	0	0	0.1777108434	0.000999000999	0.000999000999	0.3771925276	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x017889	outgoing	68	2	2	1	1	1	0	0.3026875794	0.3026875794	0.2516151508	0.6762048193	0.000999000999	0.000999000999	0.3576823424	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x017891	outgoing	83	4	3	0.9994336885	0.999433899	0.9988665353	0.0003584331639	0.5353504402	0.543411596	0.4390116544	0.8482680723	0.02897102897	0.7102897103	0.3745071818	1	0.003996003996	REPRODUCIBLY_BROAD	false
x017893	outgoing	62	1	1	0	0	1	0	0	0	0	0.1490963855	0.000999000999	0.000999000999	0.3507607115	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x018496	outgoing	150	7	3	0.9970503284	0.9971805109	0.9960638916	0.0007295276478	0.5453057934	0.5419312436	0.4314906466	0.8253012048	0.1298701299	0.000999000999	0.3238462485	1	0.8871128871	INSUFFICIENT_SUPPORT	false
x018497	outgoing	147	4	3	0.9975266351	0.9975264883	0.9961795407	0.001010723857	0.4897073698	0.4915692059	0.3978150183	0.8294427711	0.01298701299	0.3216783217	0.3416539583	1	0.2497502498	INSUFFICIENT_SUPPORT	false
x018498	outgoing	168	11	3	0.9974213037	0.9977398578	0.9951844718	0.0009052557577	0.5367033137	0.5238264218	0.3851779198	0.7827217963	0.01298701299	0.08291708292	0.3138956138	1	0.4375624376	INSUFFICIENT_SUPPORT	false
x018499	outgoing	148	9	4	0.9972150359	0.9971805109	0.9960638916	0.0007466937202	0.5332801982	0.5426058104	0.3830857857	0.8411981258	0.00999000999	0.4375624376	0.3422604245	1	0.4935064935	INSUFFICIENT_SUPPORT	false
x018500	outgoing	171	13	4	0.9974599483	0.9971922363	0.995506622	0.0009854607337	0.5478432681	0.5423818392	0.3982031908	0.797613531	0.004995004995	0.1368631369	0.3422604245	1	0.3246753247	INSUFFICIENT_SUPPORT	false
x018501	outgoing	143	8	4	0.9975040316	0.9977398578	0.9960638916	0.000737973977	0.5111957926	0.5078004958	0.3870395774	0.7989457831	0.006993006993	0.03596403596	0.3345377581	1	0.1238761239	INSUFFICIENT_SUPPORT	true
x018502	outgoing	164	9	4	0.9975590825	0.997466047	0.9960638916	0.0008064077589	0.5597382603	0.5462454327	0.4127563453	0.8242971888	0.03596403596	0.06793206793	0.3386129839	1	0.1768231768	INSUFFICIENT_SUPPORT	false
x018503	outgoing	145	5	3	0.9979674197	0.9980247824	0.9971805109	0.0005425871996	0.5199873915	0.5185984343	0.3924077159	0.793373494	0.1998001998	0.1768231768	0.3468248237	1	0.3116883117	INSUFFICIENT_SUPPORT	false
x018873	outgoing	89	1	1	0	0	1	0	0	0	0	0.1536144578	0.000999000999	0.000999000999	0.3717750191	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x018874	outgoing	94	2	2	0.9966199067	0.9966199067	0.9966199067	0	0.3296581249	0.3296581249	0.2856565329	0.8343373494	0.000999000999	0.000999000999	0.3301695881	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x018875	outgoing	78	1	1	0	0	1	0	0	0	0	0.3087349398	0.000999000999	0.000999000999	0.3292609433	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x018877	outgoing	84	1	1	0	0	1	0	0	0	0	0.328313253	0.000999000999	0.000999000999	0.324469388	1	0.000999000999	INSUFFICIENT_SUPPORT	false
