token_a	token_b	count_a	count_b	structural_similarity	reliability	position_similarity	left_similarity	right_similarity	position_reliability	left_reliability	right_reliability	total_evidence_weight	diagnostic_weighted_similarity	grapheme_distance	normalized_grapheme_distance	grapheme_similarity	common_prefix	common_suffix	length_difference	discovery_score
qokedy	qokeedy	276	306	0.8433227812093084	0.9336155996346608	0.9904819735915796	0.8071381448087546	0.7323482252275907	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.8475146945877169	1	0.14285714285714285	0.8571428571428572	4	3	1	0.1124770434377569
qokaiin	qokain	264	273	0.7970617885206878	0.9336155996346608	0.9891544463609891	0.7350371179759159	0.6669938012251583	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.8025512423992144	1	0.14285714285714285	0.8571428571428572	5	2	1	0.10630704566223101
chedy	shedy	504	433	0.8427641046971702	0.9336155996346608	0.968921015649286	0.8101071339208981	0.7492641645213264	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.8463597017667249	1	0.2	0.8	0	4	0	0.15736354299148334
qokeedy	qokeey	306	306	0.7797149309567016	0.9336155996346608	0.974679449500903	0.676391048085083	0.6880742952841187	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.7853344514169571	1	0.14285714285714285	0.8571428571428572	5	1	1	0.1039934318298913
qokedy	qokeey	276	306	0.7646805393359056	0.9336155996346608	0.9802597961362214	0.7029456857999924	0.6108361360715031	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.7708318119812744	1	0.16666666666666666	0.8333333333333334	4	1	0	0.11898628004350788
qokeey	qokey	306	105	0.7434493816772442	0.8988637646283731	0.9713481494062464	0.700254327802034	0.558745667823452	0.979421521373047	0.8560612732382453	0.8611084992738269	2.6965912938851195	0.7535292952351018	1	0.16666666666666666	0.8333333333333334	4	2	1	0.11137661833750731
okeey	qokeey	183	306	0.7143034426535713	0.9336155996346608	0.9361015516710295	0.6145913886078187	0.5922173876818654	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.7206751949652941	1	0.16666666666666666	0.8333333333333334	0	5	1	0.11114747282235274
shedy	sheedy	433	83	0.7561605280363457	0.8786467469719045	0.9527626879266363	0.6092945299825866	0.7064243661998141	0.9749571815935393	0.8274409059246203	0.8335421533975539	2.6359402409157133	0.7670479394193112	1	0.16666666666666666	0.8333333333333334	3	3	1	0.11073299802461545
shedy	shey	433	269	0.7247835947355273	0.9336155996346608	0.9713257583229677	0.599694111629367	0.6033309142542472	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.7318831326609342	1	0.2	0.8	3	1	1	0.13533385408087487
daiin	dain	847	213	0.724001437093524	0.9336155996346608	0.9696270944836609	0.5894137759141295	0.6129634408827818	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.7310864278683227	1	0.2	0.8	3	2	1	0.13518780716568532
chedy	chey	504	346	0.7235314871020472	0.9336155996346608	0.9503861189471061	0.6153846153846154	0.6048237269744202	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.7300558271037003	1	0.2	0.8	3	1	1	0.13510005663706712
qokal	qokar	197	156	0.7092271378700229	0.9315757081549898	0.9665796707941899	0.5447104371146497	0.6163913057012291	0.9868929667196071	0.9022032621178401	0.9056308956275224	2.7947271244649694	0.7169119320649964	1	0.2	0.8	4	0	0	0.13213975464080063
okedy	qokedy	120	276	0.6940547103334721	0.9100745340369762	0.9485351042874948	0.5106650194151467	0.622964007297775	0.9819479139730138	0.8718974305818507	0.8763782575560641	2.7302236021109287	0.7041956911699974	1	0.16666666666666666	0.8333333333333334	0	5	1	0.10527358618381719
qokedy	qokey	276	105	0.7018247578886726	0.8988637646283731	0.9730495006591605	0.6673154908267199	0.46510928218013736	0.979421521373047	0.8560612732382453	0.8611084992738269	2.6965912938851195	0.7137893426329777	1	0.16666666666666666	0.8333333333333334	4	1	1	0.10514080733086813
cheey	chey	182	346	0.7019832166641988	0.9336155996346608	0.9614872566198441	0.6544750105822623	0.48998738279049037	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.7093559575865379	1	0.2	0.8	3	2	1	0.1310764963518828
chol	chor	395	211	0.7479459844988816	0.9336155996346608	0.9627273072288545	0.5937639396192964	0.6873467066484938	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.7541846687784782	1	0.25	0.75	3	0	0	0.174573509703065
qokeedy	qoteedy	306	77	0.693327532098268	0.8718336677807534	0.9507428190238939	0.6248786315734485	0.5043611456974617	0.9730852969813183	0.8180084394336257	0.8244072669273165	2.6155010033422603	0.7081277521796263	1	0.14285714285714285	0.8571428571428572	2	4	0	0.08635232646894443
chey	shey	346	269	0.7357463262509197	0.9336155996346608	0.9625060626670493	0.6610872587157943	0.5836456573699158	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.7422281780926486	1	0.25	0.75	0	3	0	0.1717260618904378
aiin	ain	504	109	0.7508711327565174	0.9020217380377192	0.9469971498148712	0.805802156622476	0.49981409183220515	0.9801295439045473	0.8605246242987643	0.8654110459098462	2.7060652141131576	0.7590863323890088	1	0.25	0.75	2	2	1	0.1693255210528462
shedy	sheey	433	148	0.6819488251150964	0.9273149508397139	0.961196065810987	0.5860539397802371	0.4985964697540649	0.9859027245051322	0.8962045462593526	0.899837581754657	2.7819448525191417	0.6907131408898427	1	0.2	0.8	3	1	0	0.12647626824736125
okeedy	qokeedy	110	306	0.6503291426868527	0.9027908425789555	0.9426479970395807	0.4102583523123787	0.5980810787085988	0.9803024116594541	0.8616113532780796	0.866458762799333	2.7083725277368664	0.6630461401059417	1	0.14285714285714285	0.8571428571428572	0	6	1	0.08387302781141621
sheey	shey	148	269	0.6781291269993474	0.9273149508397139	0.9666664200091447	0.4755837836544481	0.5921371773344494	0.9859027245051322	0.8962045462593526	0.899837581754657	2.7819448525191417	0.6873201279317891	1	0.2	0.8	3	2	1	0.1257678556132756
chol	cthol	395	56	0.7469764180461222	0.8411452809072033	0.9395995055994772	0.5882120123269607	0.713117736211929	0.963273129028274	0.7763240863816371	0.783838627311699	2.52343584272161	0.7611460944666228	1	0.2	0.8	1	3	1	0.12566313779769242
chedy	cheey	504	182	0.6628079887967617	0.9336155996346608	0.9495549723199945	0.535439325763717	0.5034296683065738	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.6710437405176384	1	0.2	0.8	3	1	0	0.12376157558062645
qokedy	qotedy	276	89	0.6653141197033642	0.8847144107517453	0.9536760288140512	0.5748584041952849	0.4674079261007566	0.9762845602804306	0.8360391790347538	0.8418194929400515	2.654143232255236	0.6801202030675022	1	0.16666666666666666	0.8333333333333334	2	3	0	0.09810216489636299
chol	shol	395	186	0.6928824918011086	0.9336155996346608	0.9436068592845926	0.5153934227800838	0.6196471933386489	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.7001622360642175	1	0.25	0.75	0	3	0	0.1617214757648125
chdy	chedy	146	504	0.6534326466885987	0.926209508432875	0.9557504652860275	0.5484928792430105	0.45605459553675803	0.9856466368928299	0.8946476509681132	0.8983342374376817	2.778628525298625	0.6630715615067261	1	0.2	0.8	2	2	1	0.12104310609668789
cheey	sheey	182	148	0.6502473041100808	0.9273149508397139	0.950138212795461	0.5823911529701831	0.4182125465645983	0.9859027245051322	0.8962045462593526	0.899837581754657	2.7819448525191417	0.6596136571661624	1	0.2	0.8	0	4	0	0.12059680936889923
qokain	qotain	273	60	0.6813660319778773	0.8479180273076631	0.9360136705498969	0.6077212136068311	0.5003632117769036	0.9654073938562149	0.7855427052450642	0.7928039828217097	2.543754081922989	0.69885506789288	1	0.16666666666666666	0.8333333333333334	2	3	0	0.09629042361818863
qokal	qotal	197	59	0.7097902489019576	0.846274740609716	0.9428493380686844	0.4763356172879845	0.7101857913492042	0.9648879078116713	0.7833069845271611	0.7906293294903155	2.538824221829148	0.7264601626853137	1	0.2	0.8	2	2	0	0.120135511755362
chedy	cheedy	504	59	0.6586808010759057	0.846274740609716	0.8792958735249833	0.6522925919291322	0.44445393777360176	0.9648879078116713	0.7833069845271611	0.7906293294903155	2.538824221829148	0.6738416953281976	1	0.16666666666666666	0.8333333333333334	3	3	1	0.09290415401251867
okar	otar	140	152	0.6574600708669185	0.9187137485301452	0.936133373210969	0.4138510060564531	0.6223958333333334	0.9838944527915303	0.8841009842174409	0.8881458085814643	2.7561412455904355	0.6674987242929332	1	0.25	0.75	1	2	0	0.1510044015537604
chy	cthy	163	103	0.6529713824928997	0.8972334753256516	0.9458726903379957	0.4706314047833376	0.5424100523573656	0.9790571300181661	0.8537563310031221	0.8588869649556666	2.6917004259769546	0.666395431411046	1	0.25	0.75	1	2	1	0.14646694570057492
aiiin	aiin	47	504	0.6596618177104037	0.8236116882012839	0.8644996927225115	0.7421298941090009	0.3723558662996985	0.9578318936672751	0.7524064126157957	0.7605967583207808	2.4708350646038517	0.6757396953947001	1	0.2	0.8	3	3	1	0.10866103666527865
cthol	cthor	56	43	0.6542203907379164	0.7374451274119601	0.8807599191249996	0.6454654726167648	0.4364357804719848	0.931750430687787	0.6347050375073263	0.6458799140407671	2.21233538223588	0.6835372871139546	1	0.2	0.8	4	0	0	0.09649032788064502
