token_a	token_b	count_a	count_b	structural_similarity	reliability	position_similarity	left_similarity	right_similarity	position_reliability	left_reliability	right_reliability	total_evidence_weight	diagnostic_weighted_similarity	grapheme_distance	normalized_grapheme_distance	grapheme_similarity	common_prefix	common_suffix	length_difference	discovery_score
or	s	388	350	0.7593710243930368	0.9336155996346608	0.9477458022266708	0.4180594657444133	0.9123078052080266	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.7650876958627219	2	1	0	0	0	1	0.7089606342838917
chol	daiin	395	847	0.7206021874651117	0.9336155996346608	0.9070032437904147	0.7032857693395507	0.5515175492653694	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.7258780242161978	5	1	0	0	0	1	0.6727654433482886
r	s	168	350	0.7010404927830476	0.9336155996346608	0.9145715720909322	0.35983770589343195	0.8287122003647787	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.7074662725832062	1	1	0	0	0	0	0.654502340037823
ol	y	557	304	0.6786765128732416	0.9336155996346608	0.8897143382233513	0.5400112889150286	0.6063039114813452	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.6847912083012355	2	1	0	0	0	1	0.6336229795241121
dar	ol	323	557	0.6742076448942075	0.9336155996346608	0.9417314790596973	0.49705109626311583	0.5838403593598094	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.6819606252296807	3	1	0	0	0	1	0.6294507746661779
ar	ol	402	557	0.6657218282234288	0.9336155996346608	0.9383577741022748	0.576416110881174	0.4823915996868378	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.6735144920595221	2	1	0	0	0	0	0.6215282838466991
chor	daiin	211	847	0.6629964994997911	0.9336155996346608	0.8916950164790612	0.5747556306999441	0.5225388513203679	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.6695491588858213	5	1	0	0	0	1	0.6189838744361785
chey	ol	346	557	0.6527865096145286	0.9336155996346608	0.950118140045962	0.6933875779331394	0.31485381086448433	0.9873688475619639	0.9050740499315866	0.9084039014104318	2.8008467989039825	0.6611209821275972	4	1	0	0	0	2	0.6094516686071854
lchedy	qokar	116	156	0.6605891367555194	0.9052829464507616	0.9742856764987499	0.5694208394001831	0.43806089436762535	0.9808341587969617	0.8651513542515329	0.8698633263037902	2.715848839352285	0.6735650977604509	6	1	0	0	0	1	0.5980200801154018
lchedy	qokain	116	273	0.6529086932065072	0.9072460583751037	0.9818513940610308	0.5185349703630137	0.4583397151954772	0.9813071180756686	0.867904243837635	0.8725268132120078	2.7217381751253114	0.6662838368813362	6	1	0	0	0	0	0.5923488383904436
