source	target	relation	eligible_blocks	joint_classes	currier_classes	hands	median_log2_enrichment	sign_consistency	transfer_fraction	empirical_p	fdr_q	status
x000026	x004112	preferred	55	4	G0,G1,G2,G3	generic	1.653210802	0.9818181818	0.9818181818	0.000199980002	0.008946327589	BACKBONE_PREFERRED
x000026	x005446	preferred	55	4	G0,G1,G2,G3	generic	1.578359766	0.8727272727	0.8727272727	0.000299970003	0.01136709858	BACKBONE_PREFERRED
x000026	x005631	preferred	55	4	G0,G1,G2,G3	generic	0.4039917155	0.7636363636	0.7636363636	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x000026	x005722	preferred	55	4	G0,G1,G2,G3	generic	1.689961457	1	1	0.001399860014	0.03364887392	BACKBONE_PREFERRED
x000026	x005923	preferred	55	4	G0,G1,G2,G3	generic	1.690315501	0.9636363636	0.9636363636	0.000399960004	0.0138523782	BACKBONE_PREFERRED
x000026	x010158	preferred	55	4	G0,G1,G2,G3	generic	1.065423075	0.8545454545	0.8545454545	0.000699930007	0.02167763993	BACKBONE_PREFERRED
x000026	x010159	preferred	55	4	G0,G1,G2,G3	generic	0.511564423	0.8363636364	0.8363636364	0.000199980002	0.008946327589	BACKBONE_PREFERRED
x000027	x005446	preferred	60	4	G0,G1,G2,G3	generic	1.587456184	0.8833333333	0.8833333333	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x000027	x010159	preferred	60	4	G0,G1,G2,G3	generic	0.964893067	0.8666666667	0.8666666667	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x000027	x010210	preferred	60	4	G0,G1,G2,G3	generic	1.69867116	0.9166666667	0.9166666667	0.00199980002	0.04237734121	BACKBONE_PREFERRED
x000356	x009478	preferred	54	4	G0,G1,G2,G3	generic	0.9755420591	0.7592592593	0.7592592593	0.000199980002	0.008946327589	BACKBONE_PREFERRED
x000357	x010694	preferred	59	4	G0,G1,G2,G3	generic	1.680224493	0.9491525424	0.9491525424	0.001499850015	0.03500736883	BACKBONE_PREFERRED
x001268	x009489	preferred	6	3	G0,G1,G2	generic	1.675537486	0.8333333333	0.8333333333	0.000199980002	0.008946327589	BACKBONE_PREFERRED
x003707	x009527	preferred	8	3	G0,G1,G2	generic	0.3488552314	0.875	0.875	0.001399860014	0.03364887392	BACKBONE_PREFERRED
x004224	x000798	preferred	13	4	G0,G1,G2,G3	generic	0.7091716282	0.8461538462	0.8461538462	0.000399960004	0.0138523782	BACKBONE_PREFERRED
x004224	x000799	preferred	13	4	G0,G1,G2,G3	generic	1.703162886	0.8461538462	0.8461538462	0.000299970003	0.01136709858	BACKBONE_PREFERRED
x004225	x000799	preferred	9	4	G0,G1,G2,G3	generic	0.7104933828	0.7777777778	0.7777777778	0.000199980002	0.008946327589	BACKBONE_PREFERRED
x004225	x009324	preferred	9	4	G0,G1,G2,G3	generic	1.917242115	1	1	0.000199980002	0.008946327589	BACKBONE_PREFERRED
x004345	x000799	preferred	9	4	G0,G1,G2,G3	generic	1.567989422	0.8888888889	0.8888888889	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x004352	x004074	preferred	33	4	G0,G1,G2,G3	generic	1.729509789	0.9090909091	0.9090909091	0.000699930007	0.02167763993	BACKBONE_PREFERRED
x004352	x005142	preferred	33	4	G0,G1,G2,G3	generic	1.683055313	0.9696969697	0.9696969697	0.001099890011	0.02857053004	BACKBONE_PREFERRED
x004352	x008796	preferred	33	4	G0,G1,G2,G3	generic	1.766409372	1	1	0.000399960004	0.0138523782	BACKBONE_PREFERRED
x004352	x010484	preferred	33	4	G0,G1,G2,G3	generic	1.591672722	0.8181818182	0.8181818182	0.001099890011	0.02857053004	BACKBONE_PREFERRED
x004353	x001309	preferred	36	4	G0,G1,G2,G3	generic	1.550983997	0.8611111111	0.8611111111	0.000799920008	0.02385687357	BACKBONE_PREFERRED
x004472	x003356	preferred	22	4	G0,G1,G2,G3	generic	1.704109616	0.9090909091	0.9090909091	0.00099990001	0.02661717299	BACKBONE_PREFERRED
x004472	x003357	preferred	22	4	G0,G1,G2,G3	generic	1.671298581	0.9090909091	0.9090909091	0.001699830017	0.03750104442	BACKBONE_PREFERRED
x004472	x004259	preferred	22	4	G0,G1,G2,G3	generic	1.712609792	0.9545454545	0.9545454545	0.001699830017	0.03750104442	BACKBONE_PREFERRED
x004472	x004277	preferred	22	4	G0,G1,G2,G3	generic	1.749262152	1	1	0.000199980002	0.008946327589	BACKBONE_PREFERRED
x004472	x004355	preferred	22	4	G0,G1,G2,G3	generic	1.671298581	1	1	0.000299970003	0.01136709858	BACKBONE_PREFERRED
x004473	x003357	preferred	20	4	G0,G1,G2,G3	generic	1.70160658	0.95	0.95	0.001099890011	0.02857053004	BACKBONE_PREFERRED
x004473	x004354	preferred	20	4	G0,G1,G2,G3	generic	1.800468068	1	1	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x004473	x004355	preferred	20	4	G0,G1,G2,G3	generic	1.707598393	1	1	0.000199980002	0.008946327589	BACKBONE_PREFERRED
x004473	x006503	preferred	20	4	G0,G1,G2,G3	generic	1.730548819	0.95	0.95	0.001399860014	0.03364887392	BACKBONE_PREFERRED
x004473	x007823	preferred	20	4	G0,G1,G2,G3	generic	1.70160658	0.85	0.85	0.000899910009	0.02520530556	BACKBONE_PREFERRED
x004624	x000318	preferred	57	4	G0,G1,G2,G3	generic	1.654328445	0.9649122807	0.9649122807	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x004624	x000319	preferred	57	4	G0,G1,G2,G3	generic	1.653409851	0.9122807018	0.9122807018	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x004624	x001312	preferred	57	4	G0,G1,G2,G3	generic	1.640549262	0.8596491228	0.8596491228	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x004624	x001321	preferred	57	4	G0,G1,G2,G3	generic	1.717087129	1	1	0.002499750025	0.0493969008	BACKBONE_PREFERRED
x004624	x002078	preferred	57	4	G0,G1,G2,G3	generic	0.2988444818	0.7719298246	0.7719298246	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x004624	x002079	preferred	57	4	G0,G1,G2,G3	generic	0.9593580155	0.8421052632	0.8421052632	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x004624	x002570	preferred	57	4	G0,G1,G2,G3	generic	1.63337963	0.9824561404	0.9824561404	0.002199780022	0.04571284807	BACKBONE_PREFERRED
x004624	x002767	preferred	57	4	G0,G1,G2,G3	generic	1.684385679	1	1	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x004624	x003764	preferred	57	4	G0,G1,G2,G3	generic	1.653409851	0.9473684211	0.9473684211	0.001199880012	0.02995979472	BACKBONE_PREFERRED
x004624	x005319	preferred	57	4	G0,G1,G2,G3	generic	1.654328445	0.9298245614	0.9298245614	0.00099990001	0.02661717299	BACKBONE_PREFERRED
x004624	x005842	preferred	57	4	G0,G1,G2,G3	generic	1.63337963	0.8947368421	0.8947368421	0.000799920008	0.02385687357	BACKBONE_PREFERRED
x004624	x006166	preferred	57	4	G0,G1,G2,G3	generic	1.648441558	0.9298245614	0.9298245614	0.002299770023	0.04748435413	BACKBONE_PREFERRED
x004624	x008248	preferred	57	4	G0,G1,G2,G3	generic	1.653409851	0.8771929825	0.8771929825	0.000199980002	0.008946327589	BACKBONE_PREFERRED
x004624	x008353	preferred	57	4	G0,G1,G2,G3	generic	1.619608644	0.9824561404	0.9824561404	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x004624	x009669	preferred	57	4	G0,G1,G2,G3	generic	1.684385679	0.9473684211	0.9473684211	0.000299970003	0.01136709858	BACKBONE_PREFERRED
x004625	x000318	preferred	56	4	G0,G1,G2,G3	generic	1.656208749	0.9642857143	0.9642857143	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x004625	x000319	preferred	56	4	G0,G1,G2,G3	generic	1.686394154	0.9821428571	0.9821428571	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x004625	x001312	preferred	56	4	G0,G1,G2,G3	generic	1.344039421	0.8035714286	0.8035714286	0.000899910009	0.02520530556	BACKBONE_PREFERRED
x004625	x002079	preferred	56	4	G0,G1,G2,G3	generic	1.502837373	0.8035714286	0.8035714286	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x004625	x002767	preferred	56	4	G0,G1,G2,G3	generic	1.689537285	0.9642857143	0.9642857143	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x004625	x005143	preferred	56	4	G0,G1,G2,G3	generic	1.691334045	0.9642857143	0.9642857143	0.000199980002	0.008946327589	BACKBONE_PREFERRED
x004625	x007978	preferred	56	4	G0,G1,G2,G3	generic	1.695270412	0.9642857143	0.9642857143	0.000299970003	0.01136709858	BACKBONE_PREFERRED
x004625	x008249	preferred	56	4	G0,G1,G2,G3	generic	1.650373763	0.8928571429	0.8928571429	0.001699830017	0.03750104442	BACKBONE_PREFERRED
x004625	x008352	preferred	56	4	G0,G1,G2,G3	generic	1.648910393	0.8928571429	0.8928571429	0.001499850015	0.03500736883	BACKBONE_PREFERRED
x004625	x009543	preferred	56	4	G0,G1,G2,G3	generic	1.683839869	0.9285714286	0.9285714286	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x004718	x009164	preferred	39	4	G0,G1,G2,G3	generic	1.679332451	0.9230769231	0.9230769231	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x004984	x000413	preferred	22	4	G0,G1,G2,G3	generic	1.67695075	0.9545454545	0.9545454545	0.000799920008	0.02385687357	BACKBONE_PREFERRED
x004984	x006389	preferred	22	4	G0,G1,G2,G3	generic	1.658779001	0.9090909091	0.9090909091	0.001199880012	0.02995979472	BACKBONE_PREFERRED
x005004	x003919	preferred	37	4	G0,G1,G2,G3	generic	1.718375848	1	1	0.000299970003	0.01136709858	BACKBONE_PREFERRED
x005004	x010616	preferred	37	4	G0,G1,G2,G3	generic	1.523123247	0.7837837838	0.7837837838	0.000699930007	0.02167763993	BACKBONE_PREFERRED
x005005	x010053	preferred	40	4	G0,G1,G2,G3	generic	0.3397352533	0.75	0.75	0.000499950005	0.01643203027	BACKBONE_PREFERRED
x006060	x003449	preferred	14	4	G0,G1,G2,G3	generic	1.747284991	1	1	0.000399960004	0.0138523782	BACKBONE_PREFERRED
x006060	x005374	preferred	14	4	G0,G1,G2,G3	generic	1.685856009	0.9285714286	0.9285714286	0.001699830017	0.03750104442	BACKBONE_PREFERRED
x006348	x002102	preferred	59	4	G0,G1,G2,G3	generic	1.708426188	0.9830508475	0.9830508475	0.000499950005	0.01643203027	BACKBONE_PREFERRED
x006348	x005381	preferred	59	4	G0,G1,G2,G3	generic	1.701980236	0.9661016949	0.9661016949	0.00199980002	0.04237734121	BACKBONE_PREFERRED
x006348	x009475	preferred	59	4	G0,G1,G2,G3	generic	1.297680549	0.8305084746	0.8305084746	0.000399960004	0.0138523782	BACKBONE_PREFERRED
x006349	x002102	preferred	59	4	G0,G1,G2,G3	generic	1.70312523	1	1	0.000499950005	0.01643203027	BACKBONE_PREFERRED
x006349	x002103	preferred	59	4	G0,G1,G2,G3	generic	1.710074421	1	1	0.000199980002	0.008946327589	BACKBONE_PREFERRED
x009462	x009496	preferred	33	4	G0,G1,G2,G3	generic	1.627301963	0.7575757576	0.7575757576	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x009464	x002771	preferred	64	4	G0,G1,G2,G3	generic	1.61930308	0.96875	0.96875	0.002399760024	0.04861400652	BACKBONE_PREFERRED
x009464	x003373	preferred	64	4	G0,G1,G2,G3	generic	1.664604449	0.953125	0.953125	0.002099790021	0.04420538338	BACKBONE_PREFERRED
x009464	x005723	preferred	64	4	G0,G1,G2,G3	generic	1.639662933	0.921875	0.921875	0.000199980002	0.008946327589	BACKBONE_PREFERRED
x009464	x006185	preferred	64	4	G0,G1,G2,G3	generic	1.556723	0.859375	0.859375	0.000499950005	0.01643203027	BACKBONE_PREFERRED
x009464	x006435	preferred	64	4	G0,G1,G2,G3	generic	1.621800304	0.921875	0.921875	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x009464	x006793	preferred	64	4	G0,G1,G2,G3	generic	1.624616634	0.9375	0.9375	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x009464	x007945	preferred	64	4	G0,G1,G2,G3	generic	1.660725318	0.984375	0.984375	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x009464	x008400	preferred	64	4	G0,G1,G2,G3	generic	1.621800304	0.90625	0.90625	0.002199780022	0.04571284807	BACKBONE_PREFERRED
x009464	x009770	preferred	64	4	G0,G1,G2,G3	generic	1.612378438	0.859375	0.859375	0.002499750025	0.0493969008	BACKBONE_PREFERRED
x009465	x002770	preferred	64	4	G0,G1,G2,G3	generic	1.652597015	0.9375	0.9375	0.000399960004	0.0138523782	BACKBONE_PREFERRED
x009465	x002771	preferred	64	4	G0,G1,G2,G3	generic	1.631223227	0.9375	0.9375	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x009465	x004555	preferred	64	4	G0,G1,G2,G3	generic	1.64298513	0.953125	0.953125	0.000299970003	0.01136709858	BACKBONE_PREFERRED
x009465	x005722	preferred	64	4	G0,G1,G2,G3	generic	1.644126414	1	1	9.9990001e-05	0.006076750815	BACKBONE_PREFERRED
x009465	x005788	preferred	64	4	G0,G1,G2,G3	generic	1.649497172	0.984375	0.984375	0.000599940006	0.01932406759	BACKBONE_PREFERRED
x009465	x007786	preferred	64	4	G0,G1,G2,G3	generic	1.650638456	1	1	0.000199980002	0.008946327589	BACKBONE_PREFERRED
x009465	x009036	preferred	64	4	G0,G1,G2,G3	generic	1.649155955	0.953125	0.953125	0.001699830017	0.03750104442	BACKBONE_PREFERRED
x009465	x009511	preferred	64	4	G0,G1,G2,G3	generic	1.649155955	0.9375	0.9375	0.000899910009	0.02520530556	BACKBONE_PREFERRED
