source	target	global_count	eligible_blocks	positive_blocks	negative_blocks	neutral_blocks	joint_classes	currier_classes	hands	joint_class_ids	currier_ids	hand_ids	median_log2_enrichment	mean_log2_enrichment	between_block_sd	sign	sign_consistency	tested_blocks	successful_sign_predictions	transfer_fraction	empirical_p	fdr_q	permutations	max_block_observation_fraction	max_block_effect_weight_fraction	status
x000026	x000924	2	55	52	3	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.708426188	1.442493457	0.6800711136	preferred	0.9454545455	55	52	0.9454545455	0.07792207792	0.2932091273	1000	0.5	0.02474638297	EXPECTED_FROM_NULL
x000026	x000925	1	55	51	4	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.670564368	1.242789708	0.7626435601	preferred	0.9272727273	55	51	0.9272727273	1	1	1000	1	0.02837243603	EXPECTED_FROM_NULL
x000026	x001002	1	55	53	2	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.711042249	1.56435564	0.5442710391	preferred	0.9636363636	55	53	0.9636363636	1	1	1000	1	0.02282113072	EXPECTED_FROM_NULL
x000026	x001182	1	55	50	5	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.689961457	1.304783132	0.8879305252	preferred	0.9090909091	55	50	0.9090909091	1	1	1000	1	0.02497420108	EXPECTED_FROM_NULL
x000026	x001389	2	55	51	4	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.689961457	1.249381891	0.8527502239	preferred	0.9272727273	55	51	0.9272727273	1	1	1000	0.5	0.02716765369	EXPECTED_FROM_NULL
x000026	x001821	1	55	54	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.708426188	1.455892832	0.6479764046	preferred	0.9818181818	55	54	0.9818181818	1	1	1000	0	0.02495069032	EXPECTED_FROM_NULL
x000026	x002326	1	55	52	3	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.674296861	1.371459083	0.7051541481	preferred	0.9454545455	55	52	0.9454545455	0.1478521479	0.4181139317	1000	1	0.02568470537	EXPECTED_FROM_NULL
x000026	x002327	1	55	49	6	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.673018677	1.255974075	0.84674257	preferred	0.8909090909	55	49	0.8909090909	0.1198801199	0.3691528357	1000	1	0.02644101425	EXPECTED_FROM_NULL
x000026	x003356	2	55	51	4	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.683055313	1.271607208	0.808588128	preferred	0.9272727273	55	51	0.9272727273	0.08691308691	0.3079725555	1000	0.5	0.02739965514	EXPECTED_FROM_NULL
x000026	x003357	1	55	51	4	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.629662308	1.13209314	0.8410456871	preferred	0.9272727273	55	51	0.9272727273	0.2007992008	0.5133128776	1000	1	0.03077816775	EXPECTED_FROM_NULL
x000026	x003513	4	55	54	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.708426188	1.515546583	0.5847110342	preferred	0.9818181818	55	54	0.9818181818	1	1	1000	0.25	0.02380347479	EXPECTED_FROM_NULL
x000026	x003766	1	55	52	3	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.689961457	1.451104392	0.6819458161	preferred	0.9454545455	55	52	0.9454545455	1	1	1000	1	0.02395214161	EXPECTED_FROM_NULL
x000026	x003767	1	55	54	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.683055313	1.400276583	0.642297214	preferred	0.9818181818	55	54	0.9818181818	1	1	1000	1	0.02576322701	EXPECTED_FROM_NULL
x000026	x003806	1	55	53	2	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.710074421	1.486729083	0.6743726055	preferred	0.9636363636	55	53	0.9636363636	0.03296703297	0.1886089044	1000	1	0.0236183162	EXPECTED_FROM_NULL
x000026	x003807	2	55	53	2	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.711042249	1.442493457	0.6921066334	preferred	0.9636363636	55	53	0.9636363636	0.003499650035	0.05964218393	10000	0.5	0.02470178513	EXPECTED_FROM_NULL
x000026	x004066	1	55	51	4	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.708426188	1.282772824	0.8546685504	preferred	0.9272727273	55	51	0.9272727273	0.1078921079	0.3468268259	1000	1	0.02635552899	EXPECTED_FROM_NULL
x000026	x004067	2	55	50	5	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.673018677	1.242789708	0.8054170382	preferred	0.9090909091	55	50	0.9090909091	0.1408591409	0.4076435694	1000	0.5	0.02781655468	EXPECTED_FROM_NULL
x000026	x004112	6	55	54	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.653210802	1.285006583	0.7347621795	preferred	0.9818181818	55	54	0.9818181818	0.000199980002	0.008946327589	10000	0.1666666667	0.02789001817	BACKBONE_PREFERRED
x000026	x004113	4	55	48	7	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.586637132	1.031705336	0.8709668152	preferred	0.8727272727	55	48	0.8727272727	0.03496503497	0.1938423023	1000	0.25	0.03175606482	EXPECTED_FROM_NULL
x000026	x004242	1	55	50	5	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.652305969	1.171755334	0.8491986372	preferred	0.9090909091	55	50	0.9090909091	0.1668331668	0.451571118	1000	1	0.02919484216	EXPECTED_FROM_NULL
x000026	x004243	1	55	51	4	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.711042249	1.413675957	0.6985843247	preferred	0.9272727273	55	51	0.9272727273	0.06493506494	0.268837846	1000	1	0.02538428002	EXPECTED_FROM_NULL
x000026	x004258	1	55	45	10	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.622995633	1.029471577	0.9818735281	preferred	0.8181818182	55	45	0.8181818182	0.1848151848	0.4843691703	1000	1	0.02890537118	EXPECTED_FROM_NULL
x000026	x004389	1	55	53	2	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.710074421	1.471310957	0.6560527508	preferred	0.9636363636	55	53	0.9636363636	1	1	1000	1	0.02432204597	EXPECTED_FROM_NULL
x000026	x004555	1	55	53	2	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.674296861	1.320416266	0.7449571426	preferred	0.9636363636	55	53	0.9636363636	1	1	1000	1	0.02635702366	EXPECTED_FROM_NULL
