token	block	direction	conditional_entropy	effective_successor_predecessor_count	baseline_entropy	entropy_effect	eligible
x000104	G0/generic#0	outgoing	6.492239835	660	6.131742649	0.3604971857	true
x001428	G0/generic#0	outgoing	6.49028695	658.7123539	6.131742649	0.3585443011	true
x017408	G0/generic#0	outgoing	6.482681915	653.7218237	6.131742649	0.3509392655	true
x018496	G0/generic#0	outgoing	6.482681915	653.7218237	6.131742649	0.3509392655	true
x018500	G0/generic#0	outgoing	6.49028695	658.7123539	6.131742649	0.3585443011	true
x025395	G0/generic#0	outgoing	6.484552623	654.9458912	6.131742649	0.3528099741	true
x037856	G0/generic#0	outgoing	6.48835493	657.4409368	6.131742649	0.3566122807	true
x037857	G0/generic#0	outgoing	6.49028695	658.7123539	6.131742649	0.3585443011	true
x037859	G0/generic#0	outgoing	6.48835493	657.4409368	6.131742649	0.3566122807	true
x037860	G0/generic#0	outgoing	6.492239835	660	6.131742649	0.3604971857	true
x000104	G0/generic#0	incoming	6.482681915	653.7218237	6.131742649	0.3509392655	true
x018496	G0/generic#0	incoming	6.482681915	653.7218237	6.131742649	0.3509392655	true
x037859	G0/generic#0	incoming	6.480831226	652.5131065	6.131742649	0.3490885763	true
x037860	G0/generic#0	incoming	6.482681915	653.7218237	6.131742649	0.3509392655	true
x000106	G1/generic#0	outgoing	6.48835493	657.4409368	6.140923346	0.3474315845	true
x018496	G1/generic#0	outgoing	6.486443559	656.1855231	6.140923346	0.345520213	true
x018499	G1/generic#0	outgoing	6.49028695	658.7123539	6.140923346	0.3493636049	true
x018872	G1/generic#0	outgoing	6.486443559	656.1855231	6.140923346	0.345520213	true
x020018	G1/generic#0	outgoing	6.48835493	657.4409368	6.140923346	0.3474315845	true
x025393	G1/generic#0	outgoing	6.486443559	656.1855231	6.140923346	0.345520213	true
x025395	G1/generic#0	outgoing	6.48835493	657.4409368	6.140923346	0.3474315845	true
x037856	G1/generic#0	outgoing	6.492239835	660	6.140923346	0.3513164895	true
x037857	G1/generic#0	outgoing	6.492239835	660	6.140923346	0.3513164895	true
x037858	G1/generic#0	outgoing	6.48835493	657.4409368	6.140923346	0.3474315845	true
