source	target	global_count	eligible_blocks	positive_blocks	negative_blocks	neutral_blocks	joint_classes	currier_classes	hands	joint_class_ids	currier_ids	hand_ids	median_log2_enrichment	mean_log2_enrichment	between_block_sd	sign	sign_consistency	tested_blocks	successful_sign_predictions	transfer_fraction	empirical_p	fdr_q	permutations	max_block_observation_fraction	max_block_effect_weight_fraction	status
x000104	x013425	1	19	18	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.593549997	1.38707789	0.6260146305	preferred	0.9473684211	19	18	0.9473684211	1	1	1000	1	0.07046910141	EXPECTED_FROM_NULL
x000104	x015064	1	19	16	3	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.565023654	1.226083485	0.8292108411	preferred	0.8421052632	19	16	0.8421052632	1	1	1000	0	0.07241812902	EXPECTED_FROM_NULL
x000104	x016448	3	19	17	2	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.569132272	1.220239732	0.7303872589	preferred	0.8947368421	19	17	0.8947368421	0.05694305694	0.2928500071	1000	1	0.07987417374	EXPECTED_FROM_NULL
x000104	x016449	1	19	18	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.594946589	1.470496969	0.5292259251	preferred	0.9473684211	19	18	0.9473684211	1	1	1000	0	0.06650937223	EXPECTED_FROM_NULL
x000104	x016451	1	19	18	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.593549997	1.38707789	0.5999486789	preferred	0.9473684211	19	18	0.9473684211	0.02697302697	0.2551656488	1000	1	0.07056403831	EXPECTED_FROM_NULL
x000104	x016970	1	19	18	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.594946589	1.470496969	0.509912589	preferred	0.9473684211	19	18	0.9473684211	0.01598401598	0.2517482517	1000	1	0.06650937223	EXPECTED_FROM_NULL
x000104	x021520	1	19	18	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.565023654	1.264871148	0.7344488699	preferred	0.9473684211	19	18	0.9473684211	1	1	1000	0	0.07348263185	EXPECTED_FROM_NULL
x000104	x021784	2	19	18	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.565023654	1.258405004	0.7440617678	preferred	0.9473684211	19	18	0.9473684211	0.03896103896	0.2670057216	1000	0.5	0.06790557169	EXPECTED_FROM_NULL
x000104	x021786	1	19	17	2	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.569132272	1.239322368	0.8141970846	preferred	0.8947368421	19	17	0.8947368421	1	1	1000	1	0.07242084579	EXPECTED_FROM_NULL
x000104	x022520	1	19	19	0	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.541373232	1.220239732	0.715644356	preferred	1	19	19	1	1	1	1000	1	0.08047729219	EXPECTED_FROM_NULL
x000104	x022522	1	19	17	2	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.593549997	1.303658811	0.6742896254	preferred	0.8947368421	19	17	0.8947368421	1	1	1000	0	0.07496799585	EXPECTED_FROM_NULL
x000104	x022524	1	19	18	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.593549997	1.38707789	0.6057061043	preferred	0.9473684211	19	18	0.9473684211	1	1	1000	0	0.07046910141	EXPECTED_FROM_NULL
x000104	x034241	1	19	19	0	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.594946589	1.470496969	0.5217408488	preferred	1	19	19	1	1	1	1000	0	0.06678122535	EXPECTED_FROM_NULL
x000104	x034243	1	19	18	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.569132272	1.303658811	0.6950346276	preferred	0.9473684211	19	18	0.9473684211	1	1	1000	0	0.07506348405	EXPECTED_FROM_NULL
x000104	x034244	1	19	17	2	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.594946589	1.431709306	0.6146917221	preferred	0.8947368421	19	17	0.8947368421	1	1	1000	0	0.06597034568	EXPECTED_FROM_NULL
x000104	x038440	1	19	19	0	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.565023654	1.303658811	0.6214411641	preferred	1	19	19	1	1	1	1000	0	0.07532767671	EXPECTED_FROM_NULL
x000104	x038443	1	19	18	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.565023654	1.220239732	0.6809527656	preferred	0.9473684211	19	18	0.9473684211	0.06893106893	0.3251187315	1000	1	0.07752034659	EXPECTED_FROM_NULL
x000104	x039084	1	19	18	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.565023654	1.220239732	0.721778444	preferred	0.9473684211	19	18	0.9473684211	1	1	1000	0	0.08001076179	EXPECTED_FROM_NULL
x000104	x040632	2	19	17	2	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.565023654	1.181452069	0.8002847087	preferred	0.8947368421	19	17	0.8947368421	1	1	1000	1	0.07870355545	EXPECTED_FROM_NULL
x000104	x040634	1	19	19	0	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.593549997	1.470496969	0.4857637048	preferred	1	19	19	1	1	1	1000	1	0.06678122535	EXPECTED_FROM_NULL
x000104	x040637	1	19	17	2	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.541373232	1.136820653	0.7251573604	preferred	0.8947368421	19	17	0.8947368421	1	1	1000	0	0.08305771152	EXPECTED_FROM_NULL
x000105	x009305	1	13	13	0	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.677803522	1.568431632	0.4666388352	preferred	1	13	13	1	1	1	1000	0	0.09129796751	EXPECTED_FROM_NULL
x000105	x013425	1	13	12	1	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.677803522	1.324591247	0.7813312663	preferred	0.9230769231	13	12	0.9230769231	1	1	1000	0	0.1066798736	EXPECTED_FROM_NULL
x000105	x016449	1	13	13	0	0	4	4	1	G0/generic,G1/generic,G2/generic,G3/generic	G0,G1,G2,G3	generic	1.676460855	1.446511439	0.6181415789	preferred	1	13	13	1	0.01898101898	0.2517482517	1000	1	0.09899307828	EXPECTED_FROM_NULL
