token	direction	global_count	eligible_blocks	joint_classes	pairwise_js_mean	pairwise_js_median	pairwise_js_min	pairwise_js_sd	lobo_median_correlation	lobo_mean_correlation	lobo_median_spearman	sign_agreement	permutation_p	sign_permutation_p	entropy_effect	entropy_sign_consistency	entropy_permutation_p	entropy_status	replicated
x000104	outgoing	238	19	4	0.9993478225	0.9994304823	0.9977262425	0.0005294138518	0.5872785238	0.5927384353	0.4185689489	0.8427432217	0.3486513487	0.6883116883	0.3801338366	1	0.001998001998	REPRODUCIBLY_BROAD	false
x000105	outgoing	183	13	4	0.998835362	0.9988656745	0.9971635604	0.0007423742758	0.5853279951	0.5739357927	0.4139613949	0.8677156177	0.06693306693	0.7752247752	0.377659238	1	0.1998001998	INSUFFICIENT_SUPPORT	false
x000106	outgoing	191	9	3	0.9993690121	0.9994304823	0.9977262425	0.0006335105636	0.5497507132	0.5587059071	0.3862560362	0.8407407407	0.2117882118	0.6873126873	0.3713877679	1	0.09390609391	INSUFFICIENT_SUPPORT	false
x000107	outgoing	162	9	3	0.9990220113	0.9988656745	0.9977262425	0.0006166192563	0.5481526823	0.5485251907	0.3831112762	0.819023569	0.03596403596	0.6353646354	0.3610283249	1	0.1618381618	INSUFFICIENT_SUPPORT	false
x000108	outgoing	125	6	3	0.9996202363	0.9994304823	0.9988596866	0.0003517112658	0.5651977243	0.5591421301	0.4020065282	0.8436868687	0.1878121878	0.6763236763	0.3820891944	1	0.000999000999	REPRODUCIBLY_BROAD	false
x000109	outgoing	105	2	2	0.9994304823	0.9994304823	0.9994304823	0	0.4160787459	0.4160787459	0.3508408332	0.7454545455	0.000999000999	0.000999000999	0.352212882	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x000111	outgoing	33	1	1	0	0	1	0	0	0	0	0.1484848485	0.000999000999	0.000999000999	0.4275693121	1	0.000999000999	INSUFFICIENT_SUPPORT	false
x001424	outgoing	270	26	4	0.9963566084	0.9965996058	0.993259933	0.001211759767	0.5814160834	0.5794768812	0.4209890403	0.8508741259	0.6963036963	0.985014985	0.3687992893	1	0.5634365634	INSUFFICIENT_SUPPORT	false
x001425	outgoing	215	16	4	0.9967394709	0.9971635604	0.9927221411	0.001240299456	0.5732576672	0.5745555144	0.4035791884	0.8304924242	0.04695304695	0.1188811189	0.3622197106	1	0.1588411588	INSUFFICIENT_SUPPORT	false
x001426	outgoing	227	19	4	0.9967139512	0.9966865075	0.9928188064	0.001225928346	0.5774628062	0.5672896495	0.3972916665	0.8625199362	0.2997002997	0.8261738262	0.3738158461	1	0.3696303696	INSUFFICIENT_SUPPORT	false
