run_id	permutation_index	statistic
LEVEL-C2-PROD-20260831T161000Z	0	0.09222952554223582
LEVEL-C2-PROD-20260831T161000Z	1	0.09222952554223582
LEVEL-C2-PROD-20260831T161000Z	2	0.09222952554223582
LEVEL-C2-PROD-20260831T161000Z	3	0.09222952554223582
LEVEL-C2-PROD-20260831T161000Z	4	0.09222952554223582
LEVEL-C2-PROD-20260831T161000Z	5	0.09222952554223582
LEVEL-C2-PROD-20260831T161000Z	6	0.09222952554223582
LEVEL-C2-PROD-20260831T161000Z	7	0.09222952554223582
LEVEL-C2-PROD-20260831T161000Z	8	0.09222952554223582
LEVEL-C2-PROD-20260831T161000Z	9	0.09222952554223582
LEVEL-C2-PROD-20260831T161000Z	10	0.027217327985944322
LEVEL-C2-PROD-20260831T161000Z	11	0.027217327985944322
LEVEL-C2-PROD-20260831T161000Z	12	0.027217327985944322
LEVEL-C2-PROD-20260831T161000Z	13	0.027217327985944322
LEVEL-C2-PROD-20260831T161000Z	14	0.027217327985944322
LEVEL-C2-PROD-20260831T161000Z	15	0.027217327985944322
LEVEL-C2-PROD-20260831T161000Z	16	0.027217327985944322
LEVEL-C2-PROD-20260831T161000Z	17	0.027217327985944322
LEVEL-C2-PROD-20260831T161000Z	18	0.027217327985944322
LEVEL-C2-PROD-20260831T161000Z	19	0.027217327985944322
LEVEL-C2-PROD-20260831T161000Z	20	-0.03514116084698814
LEVEL-C2-PROD-20260831T161000Z	21	-0.03514116084698814
LEVEL-C2-PROD-20260831T161000Z	22	-0.03514116084698814
LEVEL-C2-PROD-20260831T161000Z	23	-0.03514116084698814
LEVEL-C2-PROD-20260831T161000Z	24	-0.03514116084698814
LEVEL-C2-PROD-20260831T161000Z	25	-0.03514116084698814
LEVEL-C2-PROD-20260831T161000Z	26	-0.03514116084698814
LEVEL-C2-PROD-20260831T161000Z	27	-0.03514116084698814
LEVEL-C2-PROD-20260831T161000Z	28	-0.03514116084698814
LEVEL-C2-PROD-20260831T161000Z	29	-0.03514116084698814
LEVEL-C2-PROD-20260831T161000Z	30	-0.015458337433663958
LEVEL-C2-PROD-20260831T161000Z	31	-0.015458337433663958
LEVEL-C2-PROD-20260831T161000Z	32	-0.015458337433663958
LEVEL-C2-PROD-20260831T161000Z	33	-0.015458337433663958
LEVEL-C2-PROD-20260831T161000Z	34	-0.015458337433663958
LEVEL-C2-PROD-20260831T161000Z	35	-0.015458337433663958
LEVEL-C2-PROD-20260831T161000Z	36	-0.015458337433663958
LEVEL-C2-PROD-20260831T161000Z	37	-0.015458337433663958
LEVEL-C2-PROD-20260831T161000Z	38	-0.015458337433663958
LEVEL-C2-PROD-20260831T161000Z	39	-0.015458337433663958
LEVEL-C2-PROD-20260831T161000Z	40	0.08742493625666611
LEVEL-C2-PROD-20260831T161000Z	41	0.08742493625666611
LEVEL-C2-PROD-20260831T161000Z	42	0.08742493625666611
LEVEL-C2-PROD-20260831T161000Z	43	0.08742493625666611
LEVEL-C2-PROD-20260831T161000Z	44	0.08742493625666611
LEVEL-C2-PROD-20260831T161000Z	45	0.08742493625666611
LEVEL-C2-PROD-20260831T161000Z	46	0.08742493625666611
LEVEL-C2-PROD-20260831T161000Z	47	0.08742493625666611
LEVEL-C2-PROD-20260831T161000Z	48	0.08742493625666611
LEVEL-C2-PROD-20260831T161000Z	49	0.08742493625666611
LEVEL-C2-PROD-20260831T161000Z	50	0.030144776348286034
LEVEL-C2-PROD-20260831T161000Z	51	0.030144776348286034
LEVEL-C2-PROD-20260831T161000Z	52	0.030144776348286034
LEVEL-C2-PROD-20260831T161000Z	53	0.030144776348286034
LEVEL-C2-PROD-20260831T161000Z	54	0.030144776348286034
LEVEL-C2-PROD-20260831T161000Z	55	0.030144776348286034
LEVEL-C2-PROD-20260831T161000Z	56	0.030144776348286034
LEVEL-C2-PROD-20260831T161000Z	57	0.030144776348286034
LEVEL-C2-PROD-20260831T161000Z	58	0.030144776348286034
LEVEL-C2-PROD-20260831T161000Z	59	0.030144776348286034
LEVEL-C2-PROD-20260831T161000Z	60	0.11470532841782108
LEVEL-C2-PROD-20260831T161000Z	61	0.11470532841782108
LEVEL-C2-PROD-20260831T161000Z	62	0.11470532841782108
LEVEL-C2-PROD-20260831T161000Z	63	0.11470532841782108
LEVEL-C2-PROD-20260831T161000Z	64	0.11470532841782108
LEVEL-C2-PROD-20260831T161000Z	65	0.11470532841782108
LEVEL-C2-PROD-20260831T161000Z	66	0.11470532841782108
LEVEL-C2-PROD-20260831T161000Z	67	0.11470532841782108
LEVEL-C2-PROD-20260831T161000Z	68	0.11470532841782108
LEVEL-C2-PROD-20260831T161000Z	69	0.11470532841782108
LEVEL-C2-PROD-20260831T161000Z	70	0.0416757909556291
LEVEL-C2-PROD-20260831T161000Z	71	0.0416757909556291
LEVEL-C2-PROD-20260831T161000Z	72	0.0416757909556291
LEVEL-C2-PROD-20260831T161000Z	73	0.0416757909556291
LEVEL-C2-PROD-20260831T161000Z	74	0.0416757909556291
LEVEL-C2-PROD-20260831T161000Z	75	0.0416757909556291
LEVEL-C2-PROD-20260831T161000Z	76	0.0416757909556291
LEVEL-C2-PROD-20260831T161000Z	77	0.0416757909556291
LEVEL-C2-PROD-20260831T161000Z	78	0.0416757909556291
LEVEL-C2-PROD-20260831T161000Z	79	0.0416757909556291
LEVEL-C2-PROD-20260831T161000Z	80	0.00042651231460403714
LEVEL-C2-PROD-20260831T161000Z	81	0.00042651231460403714
LEVEL-C2-PROD-20260831T161000Z	82	0.00042651231460403714
LEVEL-C2-PROD-20260831T161000Z	83	0.00042651231460403714
LEVEL-C2-PROD-20260831T161000Z	84	0.00042651231460403714
LEVEL-C2-PROD-20260831T161000Z	85	0.00042651231460403714
LEVEL-C2-PROD-20260831T161000Z	86	0.00042651231460403714
LEVEL-C2-PROD-20260831T161000Z	87	0.00042651231460403714
LEVEL-C2-PROD-20260831T161000Z	88	0.00042651231460403714
