candidate_id	representation_id	checkpoint	reachable	metric_id	family	regime	candidate_value	candidate_ci_low	candidate_ci_high	vm_value	calibrated_distance	status	reason
C02	LATIN-DIPLOMATIC	5000	true	D_LINE_COHERENCE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	D_LINE_EXCLUSIVITY	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	D_LINE_PROGRESSION	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	D_LINE_VARIANCE_SHARE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	D_LOCUS_COHERENCE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	D_LOCUS_EXCLUSIVITY	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	D_LOCUS_PROGRESSION	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	D_LOCUS_VARIANCE_SHARE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	D_PAGE_COHERENCE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	D_PAGE_EXCLUSIVITY	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	D_PAGE_PROGRESSION	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	D_PAGE_VARIANCE_SHARE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	D_SECTION_COHERENCE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	D_SECTION_EXCLUSIVITY	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	D_SECTION_PROGRESSION	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	D_SECTION_VARIANCE_SHARE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	G01_ALPHABET_SIZE	G							NOT_COMPARABLE	metric absent from pre-frozen scale
C02	LATIN-DIPLOMATIC	5000	true	G02_INITIAL_RESTRICTION_DENSITY	G							NOT_COMPARABLE	metric absent from pre-frozen scale
C02	LATIN-DIPLOMATIC	5000	true	G03_FINAL_RESTRICTION_DENSITY	G							NOT_COMPARABLE	metric absent from pre-frozen scale
C02	LATIN-DIPLOMATIC	5000	true	G04_BIGRAM_OCCUPANCY	G		0.192222222222	0.176645833333	0.203767859778	0.292438271605	0.961348256141	COMPARABLE	
C02	LATIN-DIPLOMATIC	5000	true	G05_TRIGRAM_OCCUPANCY	G		0.0147314814815	0.0130554398148	0.0162704612057	0.0336291152263	0.345838205207	COMPARABLE	
C02	LATIN-DIPLOMATIC	5000	true	G06_SYMBOL_CONDITIONAL_ENTROPY_NORM	G		0.580918750898	0.579557171042	0.591051893173	0.408488256482	2.03759106299	COMPARABLE	
C02	LATIN-DIPLOMATIC	5000	true	G07_HIGHER_ORDER_ENTROPY_REDUCTION	G		0.12684085554	0.1304316684	0.135347252202	0.0425021352386	5.80350808675	COMPARABLE	
C02	LATIN-DIPLOMATIC	5000	true	G08_MEAN_SYMBOLS_PER_TOKEN	G		5.11913602845	5.08033416647	5.16271333864	4.94629253428	3.02808674422	COMPARABLE	
C02	LATIN-DIPLOMATIC	5000	true	L01_LINE_TOKEN_COUNT_MEAN	L							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	L02_LINE_SYMBOL_COUNT_MEAN	L							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	L03_BOUNDARY_SPECIALIZATION	L							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	L04_POSITION_PROGRESSION	L							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	L05_LINE_ASYMMETRY	L							NOT_COMPARABLE	candidate or reference metric is not comparable
C02	LATIN-DIPLOMATIC	5000	true	L06_SAME_LINE_COOCCURRENCE_DENSITY	L							NOT_COMPARABLE	metric absent from frozen VM reference
C02	LATIN-DIPLOMATIC	5000	true	L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	L							NOT_COMPARABLE	metric absent from frozen VM reference
C02	LATIN-DIPLOMATIC	5000	true	S01_TRANSITION_DENSITY	S	FREQ_GE_10	0.0306919642857	0.0173484540916	0.0208176373323	0.0395410207025	0.179757420143	COMPARABLE	
C02	LATIN-DIPLOMATIC	5000	true	S01_TRANSITION_DENSITY	S	FREQ_GE_5	0.00938985404868	0.00443483041396	0.00522581621778	0.0152768495829	0.493462838365	COMPARABLE	
C02	LATIN-DIPLOMATIC	5000	true	S01_TRANSITION_DENSITY	S	MATCHED_VOCAB	0.00991141529517	0.00657248478626	0.00699791373047	0.0395410207025	115.312467389	COMPARABLE	
C02	LATIN-DIPLOMATIC	5000	true	S01_TRANSITION_DENSITY	S	TOP_100	0.0828	0.0569	0.0628025	0.3424	51.4993532824	COMPARABLE	
C02	LATIN-DIPLOMATIC	5000	true	S01_TRANSITION_DENSITY	S	TOP_250	0.0268	0.0182396	0.0196964	0.122704	88.8548925781	COMPARABLE	
C02	LATIN-DIPLOMATIC	5000	true	S02_TRANSITION_ZERO_DENSITY	S	FREQ_GE_10	0.969308035714	0.979182362668	0.982651545908	0.960458979298	0.179757420143	COMPARABLE	
C02	LATIN-DIPLOMATIC	5000	true	S02_TRANSITION_ZERO_DENSITY	S	FREQ_GE_5	0.990610145951	0.994774183782	0.995565169586	0.984723150417	0.493462838365	COMPARABLE	
C02	LATIN-DIPLOMATIC	5000	true	S02_TRANSITION_ZERO_DENSITY	S	MATCHED_VOCAB	0.990088584705	0.99300208627	0.993427515214	0.960458979298	115.312467389	COMPARABLE	
C02	LATIN-DIPLOMATIC	5000	true	S02_TRANSITION_ZERO_DENSITY	S	TOP_100	0.9172	0.9371975	0.9431	0.6576	51.4993532824	COMPARABLE	
C02	LATIN-DIPLOMATIC	5000	true	S02_TRANSITION_ZERO_DENSITY	S	TOP_250	0.9732	0.9803036	0.9817604	0.877296	88.8548925781	COMPARABLE	
