window_start	window_end	tokens	new_types	new_type_rate
0	500	500	379	0.75800000000000001
500	1000	500	300	0.59999999999999998
1000	1500	500	248	0.496
1500	2000	500	226	0.45200000000000001
2000	2500	500	209	0.41799999999999998
2500	3000	500	235	0.46999999999999997
3000	3500	500	213	0.42599999999999999
3500	4000	500	199	0.39800000000000002
4000	4500	500	193	0.38600000000000001
4500	5000	500	190	0.38
5000	5500	500	167	0.33400000000000002
5500	6000	500	200	0.40000000000000002
6000	6500	500	189	0.378
6500	7000	500	195	0.39000000000000001
7000	7500	500	152	0.30399999999999999
7500	8000	500	145	0.28999999999999998
8000	8500	500	146	0.29199999999999998
8500	9000	500	144	0.28799999999999998
9000	9500	500	149	0.29799999999999999
9500	10000	500	138	0.27600000000000002
10000	10500	500	160	0.32000000000000001
10500	11000	500	147	0.29399999999999998
11000	11500	500	114	0.22800000000000001
11500	12000	500	120	0.23999999999999999
12000	12500	500	149	0.29799999999999999
12500	13000	500	131	0.26200000000000001
13000	13500	500	114	0.22800000000000001
13500	14000	500	118	0.23599999999999999
14000	14500	500	124	0.248
14500	15000	500	132	0.26400000000000001
15000	15500	500	90	0.17999999999999999
15500	16000	500	115	0.23000000000000001
16000	16500	500	117	0.23400000000000001
16500	17000	500	129	0.25800000000000001
17000	17500	500	136	0.27200000000000002
17500	18000	500	112	0.224
18000	18500	500	145	0.28999999999999998
18500	19000	500	117	0.23400000000000001
19000	19500	500	100	0.20000000000000001
19500	20000	500	109	0.218
20000	20500	500	136	0.27200000000000002
20500	21000	500	119	0.23799999999999999
21000	21500	500	100	0.20000000000000001
21500	22000	500	87	0.17399999999999999
22000	22500	500	112	0.224
22500	23000	500	116	0.23200000000000001
23000	23500	500	110	0.22
23500	24000	500	145	0.28999999999999998
24000	24500	500	79	0.158
24500	25000	500	90	0.17999999999999999
25000	25500	500	79	0.158
25500	26000	500	115	0.23000000000000001
26000	26500	500	74	0.14799999999999999
26500	27000	500	78	0.156
27000	27500	500	74	0.14799999999999999
27500	28000	500	116	0.23200000000000001
28000	28500	500	79	0.158
28500	29000	500	77	0.154
29000	29500	500	95	0.19
29500	30000	500	102	0.20399999999999999
30000	30500	500	101	0.20200000000000001
30500	31000	500	108	0.216
31000	31500	500	82	0.16400000000000001
31500	32000	500	70	0.14000000000000001
32000	32500	500	92	0.184
32500	33000	500	81	0.16200000000000001
33000	33500	500	90	0.17999999999999999
33500	34000	500	78	0.156
34000	34500	500	89	0.17799999999999999
34500	35000	500	103	0.20599999999999999
35000	35500	500	95	0.19
35500	36000	500	96	0.192
36000	36500	500	78	0.156
36500	37000	500	70	0.14000000000000001
37000	37500	500	72	0.14399999999999999
37500	38000	500	84	0.16800000000000001
38000	38500	500	73	0.14599999999999999
38500	39000	500	78	0.156
39000	39500	500	67	0.13400000000000001
39500	40000	500	84	0.16800000000000001
40000	40500	500	73	0.14599999999999999
40500	41000	500	68	0.13600000000000001
41000	41500	500	63	0.126
41500	42000	500	66	0.13200000000000001
42000	42500	500	72	0.14399999999999999
42500	43000	500	57	0.114
43000	43500	500	50	0.10000000000000001
43500	43713	213	52	0.24413145539906103
0	1000	1000	679	0.67900000000000005
1000	2000	1000	474	0.47399999999999998
2000	3000	1000	444	0.44400000000000001
3000	4000	1000	412	0.41199999999999998
4000	5000	1000	383	0.38300000000000001
5000	6000	1000	367	0.36699999999999999
6000	7000	1000	384	0.38400000000000001
7000	8000	1000	297	0.29699999999999999
8000	9000	1000	290	0.28999999999999998
9000	10000	1000	287	0.28699999999999998
10000	11000	1000	307	0.307
11000	12000	1000	234	0.23400000000000001
12000	13000	1000	280	0.28000000000000003
13000	14000	1000	232	0.23200000000000001
14000	15000	1000	256	0.25600000000000001
15000	16000	1000	205	0.20499999999999999
16000	17000	1000	246	0.246
17000	18000	1000	248	0.248
18000	19000	1000	262	0.26200000000000001
19000	20000	1000	209	0.20899999999999999
20000	21000	1000	255	0.255
21000	22000	1000	187	0.187
22000	23000	1000	228	0.22800000000000001
23000	24000	1000	255	0.255
24000	25000	1000	169	0.16900000000000001
25000	26000	1000	194	0.19400000000000001
26000	27000	1000	152	0.152
27000	28000	1000	190	0.19
28000	29000	1000	156	0.156
29000	30000	1000	197	0.19700000000000001
30000	31000	1000	209	0.20899999999999999
31000	32000	1000	152	0.152
32000	33000	1000	173	0.17299999999999999
33000	34000	1000	168	0.16800000000000001
34000	35000	1000	192	0.192
35000	36000	1000	191	0.191
36000	37000	1000	148	0.14799999999999999
37000	38000	1000	156	0.156
38000	39000	1000	151	0.151
39000	40000	1000	151	0.151
40000	41000	1000	141	0.14099999999999999
41000	42000	1000	129	0.129
42000	43000	1000	129	0.129
43000	43713	713	102	0.14305750350631136
0	2000	2000	1153	0.57650000000000001
2000	4000	2000	856	0.42799999999999999
4000	6000	2000	750	0.375
6000	8000	2000	681	0.34050000000000002
8000	10000	2000	577	0.28849999999999998
10000	12000	2000	541	0.27050000000000002
12000	14000	2000	512	0.25600000000000001
14000	16000	2000	461	0.23050000000000001
16000	18000	2000	494	0.247
18000	20000	2000	471	0.23549999999999999
20000	22000	2000	442	0.221
22000	24000	2000	483	0.24149999999999999
24000	26000	2000	363	0.18149999999999999
26000	28000	2000	342	0.17100000000000001
28000	30000	2000	353	0.17649999999999999
30000	32000	2000	361	0.18049999999999999
32000	34000	2000	341	0.17050000000000001
34000	36000	2000	383	0.1915
36000	38000	2000	304	0.152
38000	40000	2000	302	0.151
40000	42000	2000	270	0.13500000000000001
42000	43713	1713	231	0.13485113835376533
