window_start	window_end	tokens	new_types	new_type_rate
0	500	500	377	0.754
500	1000	500	287	0.57399999999999995
1000	1500	500	241	0.48199999999999998
1500	2000	500	224	0.44800000000000001
2000	2500	500	213	0.42599999999999999
2500	3000	500	224	0.44800000000000001
3000	3500	500	211	0.42199999999999999
3500	4000	500	197	0.39400000000000002
4000	4500	500	188	0.376
4500	5000	500	186	0.372
5000	5500	500	171	0.34200000000000003
5500	6000	500	197	0.39400000000000002
6000	6500	500	194	0.38800000000000001
6500	7000	500	199	0.39800000000000002
7000	7500	500	143	0.28599999999999998
7500	8000	500	142	0.28399999999999997
8000	8500	500	145	0.28999999999999998
8500	9000	500	136	0.27200000000000002
9000	9500	500	144	0.28799999999999998
9500	10000	500	134	0.26800000000000002
10000	10500	500	147	0.29399999999999998
10500	11000	500	146	0.29199999999999998
11000	11500	500	108	0.216
11500	12000	500	118	0.23599999999999999
12000	12500	500	142	0.28399999999999997
12500	13000	500	117	0.23400000000000001
13000	13500	500	111	0.222
13500	14000	500	113	0.22600000000000001
14000	14500	500	123	0.246
14500	15000	500	135	0.27000000000000002
15000	15500	500	92	0.184
15500	16000	500	114	0.22800000000000001
16000	16500	500	109	0.218
16500	17000	500	133	0.26600000000000001
17000	17500	500	126	0.252
17500	18000	500	112	0.224
18000	18500	500	132	0.26400000000000001
18500	19000	500	114	0.22800000000000001
19000	19500	500	105	0.20999999999999999
19500	20000	500	112	0.224
20000	20500	500	135	0.27000000000000002
20500	21000	500	104	0.20799999999999999
21000	21500	500	97	0.19400000000000001
21500	22000	500	88	0.17599999999999999
22000	22500	500	103	0.20599999999999999
22500	23000	500	113	0.22600000000000001
23000	23500	500	109	0.218
23500	24000	500	132	0.26400000000000001
24000	24500	500	79	0.158
24500	25000	500	72	0.14399999999999999
25000	25500	500	72	0.14399999999999999
25500	26000	500	108	0.216
26000	26500	500	79	0.158
26500	27000	500	79	0.158
27000	27500	500	68	0.13600000000000001
27500	28000	500	100	0.20000000000000001
28000	28500	500	75	0.14999999999999999
28500	29000	500	76	0.152
29000	29500	500	91	0.182
29500	30000	500	103	0.20599999999999999
30000	30500	500	104	0.20799999999999999
30500	31000	500	102	0.20399999999999999
31000	31500	500	75	0.14999999999999999
31500	32000	500	63	0.126
32000	32500	500	80	0.16
32500	33000	500	74	0.14799999999999999
33000	33500	500	88	0.17599999999999999
33500	34000	500	79	0.158
34000	34500	500	75	0.14999999999999999
34500	35000	500	98	0.19600000000000001
35000	35500	500	98	0.19600000000000001
35500	36000	500	93	0.186
36000	36500	500	60	0.12
36500	37000	500	72	0.14399999999999999
37000	37500	500	65	0.13
37500	38000	500	79	0.158
38000	38500	500	69	0.13800000000000001
38500	39000	500	74	0.14799999999999999
39000	39500	500	66	0.13200000000000001
39500	40000	500	78	0.156
40000	40500	500	58	0.11600000000000001
40500	41000	500	52	0.104
41000	41500	500	58	0.11600000000000001
41500	42000	500	58	0.11600000000000001
42000	42500	500	66	0.13200000000000001
42500	43000	500	55	0.11
43000	43500	500	51	0.10199999999999999
43500	43713	213	50	0.23474178403755869
0	1000	1000	664	0.66400000000000003
1000	2000	1000	465	0.46500000000000002
2000	3000	1000	437	0.437
3000	4000	1000	408	0.40799999999999997
4000	5000	1000	374	0.374
5000	6000	1000	368	0.36799999999999999
6000	7000	1000	393	0.39300000000000002
7000	8000	1000	285	0.28499999999999998
8000	9000	1000	281	0.28100000000000003
9000	10000	1000	278	0.27800000000000002
10000	11000	1000	293	0.29299999999999998
11000	12000	1000	226	0.22600000000000001
12000	13000	1000	259	0.25900000000000001
13000	14000	1000	224	0.224
14000	15000	1000	258	0.25800000000000001
15000	16000	1000	206	0.20599999999999999
16000	17000	1000	242	0.24199999999999999
17000	18000	1000	238	0.23799999999999999
18000	19000	1000	246	0.246
19000	20000	1000	217	0.217
20000	21000	1000	239	0.23899999999999999
21000	22000	1000	185	0.185
22000	23000	1000	216	0.216
23000	24000	1000	241	0.24099999999999999
24000	25000	1000	151	0.151
25000	26000	1000	180	0.17999999999999999
26000	27000	1000	158	0.158
27000	28000	1000	168	0.16800000000000001
28000	29000	1000	151	0.151
29000	30000	1000	194	0.19400000000000001
30000	31000	1000	206	0.20599999999999999
31000	32000	1000	138	0.13800000000000001
32000	33000	1000	154	0.154
33000	34000	1000	167	0.16700000000000001
34000	35000	1000	173	0.17299999999999999
35000	36000	1000	191	0.191
36000	37000	1000	132	0.13200000000000001
37000	38000	1000	144	0.14399999999999999
38000	39000	1000	143	0.14299999999999999
39000	40000	1000	144	0.14399999999999999
40000	41000	1000	110	0.11
41000	42000	1000	116	0.11600000000000001
42000	43000	1000	121	0.121
43000	43713	713	101	0.14165497896213183
0	2000	2000	1129	0.5645
2000	4000	2000	845	0.42249999999999999
4000	6000	2000	742	0.371
6000	8000	2000	678	0.33900000000000002
8000	10000	2000	559	0.27950000000000003
10000	12000	2000	519	0.25950000000000001
12000	14000	2000	483	0.24149999999999999
14000	16000	2000	464	0.23200000000000001
16000	18000	2000	480	0.23999999999999999
18000	20000	2000	463	0.23150000000000001
20000	22000	2000	424	0.21199999999999999
22000	24000	2000	457	0.22850000000000001
24000	26000	2000	331	0.16550000000000001
26000	28000	2000	326	0.16300000000000001
28000	30000	2000	345	0.17249999999999999
30000	32000	2000	344	0.17199999999999999
32000	34000	2000	321	0.1605
34000	36000	2000	364	0.182
36000	38000	2000	276	0.13800000000000001
38000	40000	2000	287	0.14349999999999999
40000	42000	2000	226	0.113
42000	43713	1713	222	0.1295971978984238
