record_type	token_a	token_b	control	distance	value	median	p90	p95	p99	percentile
random_summary			mean_1_5	0		0	0	0	0	
random_summary			exact_distance	1		0	0	0	0	
random_summary			exact_distance	2		0	0	0	0	
random_summary			exact_distance	3		0	0	0	0	
random_summary			exact_distance	4		0	0	0	0	
random_summary			exact_distance	5		0	0	0	0	
random_summary			exact_distance	6		0	0	0	0	
random_summary			exact_distance	7		0	0	0	0	
random_summary			exact_distance	8		0	0	0	0	
random_summary			exact_distance	9		0	0	0	0	
random_summary			exact_distance	10		0	0	0	0	
random_summary			exact_distance	11		0	0	0	0	
random_summary			exact_distance	12		0	0	0	0	
random_summary			exact_distance	13		0	0	0	0	
random_summary			exact_distance	14		0	0	0	0	
random_summary			exact_distance	15		0	0	0	0	
random_summary			exact_distance	16		0	0	0	0	
random_summary			exact_distance	17		0	0	0	0	
random_summary			exact_distance	18		0	0	0	0	
random_summary			exact_distance	19		0	0	0	0	
random_summary			exact_distance	20		0	0	0	0	
