candidate_id	representation_id	checkpoint	family	metric_id	regime	raw_candidate_value	raw_vm_value	calibrated_distance	comparison_status	comparison_reason	rarefaction_mean	rarefaction_ci_low	rarefaction_ci_high	rarefaction_n_valid	vm_rarefaction_mean	vm_rarefaction_ci_low	vm_rarefaction_ci_high	vm_rarefaction_n_valid	bootstrap_estimate	bootstrap_ci_low	bootstrap_ci_high	bootstrap_n_valid
C01	LATIN-EXPANDED	5000	D	D_LINE_COHERENCE		0	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.0109223573931	0.00984362567426	0.0118964227152	73	0.00824204782416	0.00748021023373	0.00910826433339	100	0	0.0106701307406	0.0120972528982	74
C01	LATIN-EXPANDED	5000	D	D_LINE_EXCLUSIVITY		0	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.767309811419	0.756566423106	0.779411288582	73	0.719773352721	0.703346298935	0.735877690172	100	0	0.393789495245	0.428956547871	74
C01	LATIN-EXPANDED	5000	D	D_LINE_PROGRESSION		0	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	-1.52249510014e-05	-6.30886429123e-05	3.26231330942e-05	73	0.00020319150488	0.000141475438345	0.000282997352742	100	0	-8.5158047597e-06	6.92052158603e-06	74
C01	LATIN-EXPANDED	5000	D	D_LINE_VARIANCE_SHARE		0	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.161992522386	0.151445108277	0.173850233739	73	0.207593719708	0.186422315034	0.244566943298	100	0	0.156053303553	0.17031680613	74
C01	LATIN-EXPANDED	5000	D	D_LOCUS_COHERENCE		0.21780104712	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.153933769003	0.143177060366	0.164183005348	100	0	0	0	0	0.21780104712	0.0711618849968	0.327009489682	200
C01	LATIN-EXPANDED	5000	D	D_LOCUS_EXCLUSIVITY		0.78219895288	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.846066230997	0.835816994652	0.856822939634	100	0	0	0	0	0.78219895288	0.785712072933	0.810254740641	200
C01	LATIN-EXPANDED	5000	D	D_LOCUS_PROGRESSION		-0.00233140032476	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	-0.00225873501632	-0.00707817083661	0.00324821932125	100	0	0	0	0	-0.00233140032476	-0.00458707055885	0.0123934141041	200
C01	LATIN-EXPANDED	5000	D	D_LOCUS_VARIANCE_SHARE		0.00220039224763	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.00328003390838	0.00117637740841	0.00604682812188	100	0	0	0	0	0.00220039224763	0.00159514899942	0.00492038315427	200
C01	LATIN-EXPANDED	5000	D	D_PAGE_COHERENCE		0.0681943924131	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.0495770235463	0.0463827413855	0.0522346503272	100	0	0	0	0	0.0681943924131	0.0603961233052	0.0649069630363	200
C01	LATIN-EXPANDED	5000	D	D_PAGE_EXCLUSIVITY		0.712191473448	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.784639412687	0.773903208435	0.794973764705	100	0	0	0	0	0.712191473448	0.728563571593	0.742844468414	200
C01	LATIN-EXPANDED	5000	D	D_PAGE_PROGRESSION		-0.000142497387115	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	-0.000220355203102	-0.00107252098132	0.000580123284273	100	0	0	0	0	-0.000142497387115	-0.000506791680383	0.00125322069518	200
C01	LATIN-EXPANDED	5000	D	D_PAGE_VARIANCE_SHARE		0.00985044317999	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.0166709473974	0.0108267551231	0.0227470340964	100	0	0	0	0	0.00985044317999	0.00917870583723	0.0157777699897	200
C01	LATIN-EXPANDED	5000	D	D_SECTION_COHERENCE		0.110901859608	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.0844518226611	0.0778642602696	0.0906564510183	100	0	0	0	0	0.110901859608	0.0975576850268	0.10468547995	200
C01	LATIN-EXPANDED	5000	D	D_SECTION_EXCLUSIVITY		0.793268511593	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.841133649881	0.829382114598	0.851519324818	100	0	0	0	0	0.793268511593	0.802178753393	0.815955027835	200
C01	LATIN-EXPANDED	5000	D	D_SECTION_PROGRESSION		-0.00536882597197	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	-0.00528093718668	-0.0150377865513	0.00642658659462	100	0	0	0	0	-0.00536882597197	-0.015433616407	0.015202673895	200
C01	LATIN-EXPANDED	5000	D	D_SECTION_VARIANCE_SHARE		0.00190372364731	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0.00227250165143	0.000716553141278	0.00459916143894	100	0	0	0	0	0.00190372364731	0.00107890783483	0.00356621163525	200
C01	LATIN-EXPANDED	5000	G	G01_ALPHABET_SIZE		31	0	0	NOT_COMPARABLE	metric absent from pre-frozen scale	29.76	28	31	100	33.48	31	36	100	31	30	31	200
C01	LATIN-EXPANDED	5000	G	G02_INITIAL_RESTRICTION_DENSITY		0.0322580645161	0	0	NOT_COMPARABLE	metric absent from pre-frozen scale	0.0848704910218	0.0327688172043	0.137931034483	100	0.336547570959	0.265029325513	0.397121212121	100	0.0322580645161	0.0322580645161	0.0968548387097	200
C01	LATIN-EXPANDED	5000	G	G03_FINAL_RESTRICTION_DENSITY		0.129032258065	0	0	NOT_COMPARABLE	metric absent from pre-frozen scale	0.187758091001	0.133333333333	0.241379310345	100	0.0831849838176	0.0281547619048	0.187976539589	100	0.129032258065	0.129032258065	0.193548387097	200
C01	LATIN-EXPANDED	5000	G	G04_BIGRAM_OCCUPANCY		0.43912591051	0.292438271605	1.40713894359	COMPARABLE		0.393322490925	0.361082206035	0.429241071429	100	0.208139113612	0.18125	0.237903225806	100	0.43912591051	0.405827263267	0.444472222222	200
C01	LATIN-EXPANDED	5000	G	G05_TRIGRAM_OCCUPANCY		0.0804941089591	0.0336291152263	0.857657923653	COMPARABLE		0.0681529661501	0.0594458057803	0.0798264395044	100	0.0201989678984	0.016302297668	0.0252173475211	100	0.0804941089591	0.0724379846262	0.0814833333333	200
C01	LATIN-EXPANDED	5000	G	G06_SYMBOL_CONDITIONAL_ENTROPY_NORM		0.650274844248	0.408488256482	2.85716393757	COMPARABLE		0.655923268304	0.646454539142	0.667081978367	100	0.414975655551	0.405057915818	0.426860471339	100	0.650274844248	0.6478097844	0.6567893414	200
C01	LATIN-EXPANDED	5000	G	G07_HIGHER_ORDER_ENTROPY_REDUCTION		0.131728547001	0.0425021352386	6.13983945171	COMPARABLE		0.144960476232	0.140479241961	0.149078336783	100	0.0509188804415	0.046588356671	0.0546110759444	100	0.131728547001	0.133565285453	0.137904024043	200
C01	LATIN-EXPANDED	5000	G	G08_MEAN_SYMBOLS_PER_TOKEN		5.56821032825	4.94629253428	10.8955274074	COMPARABLE		5.57046268249	5.50267316068	5.63688619952	100	4.94655159517	4.86501819497	5.00636041743	100	5.56821032825	5.52532006383	5.60835339286	200
C01	LATIN-EXPANDED	5000	L	L01_LINE_TOKEN_COUNT_MEAN		0	0	0	NOT_COMPARABLE	candidate or reference metric is not comparable	0	0	0	0	7.31431261062	6.92644184036	7.66536943869	100	0	5.54365605659	5.63842469791	74
