corpus_id	representation_id	family	metric_id	regime	estimate	bootstrap_mean	bootstrap_sd	ci_level	ci_low	ci_high	n_valid
VM-ZL3b-x7	VM-CANONICAL	G	G01_ALPHABET_SIZE		36	35.635	0.50177186051	0.95	35	36	200
VM-ZL3b-x7	VM-CANONICAL	G	G02_INITIAL_RESTRICTION_DENSITY		0.25	0.270155228758	0.019138277197	0.95	0.25	0.314285714286	200
VM-ZL3b-x7	VM-CANONICAL	G	G03_FINAL_RESTRICTION_DENSITY		0	0.0136353874883	0.0154234133039	0.95	0	0.0300653594771	200
VM-ZL3b-x7	VM-CANONICAL	G	G04_BIGRAM_OCCUPANCY		0.292438271605	0.268262968128	0.00840409964519	0.95	0.25462962963	0.285755102041	200
VM-ZL3b-x7	VM-CANONICAL	G	G05_TRIGRAM_OCCUPANCY		0.0336291152263	0.0297338920514	0.0013182720075	0.95	0.0283103995199	0.0320239067055	200
VM-ZL3b-x7	VM-CANONICAL	G	G06_SYMBOL_CONDITIONAL_ENTROPY_NORM		0.408488256482	0.409394469679	0.00190833857895	0.95	0.406434733838	0.413408608966	200
VM-ZL3b-x7	VM-CANONICAL	G	G07_HIGHER_ORDER_ENTROPY_REDUCTION		0.0425021352386	0.0440111226728	0.000780905051532	0.95	0.0426741693807	0.045465587723	200
VM-ZL3b-x7	VM-CANONICAL	G	G08_MEAN_SYMBOLS_PER_TOKEN		4.94629253428	4.94617027746	0.0137481226884	0.95	4.91680016584	4.96949325798	200
VM-ZL3b-x7	VM-CANONICAL	T	T01_MEAN_TOKEN_LENGTH		4.94629253428	4.94617027746	0.0137481226884	0.95	4.91680016584	4.96949325798	200
VM-ZL3b-x7	VM-CANONICAL	T	T02_TOKEN_LENGTH_SD		1.83794584085	1.83845190521	0.00899818658708	0.95	1.82141350198	1.85742337249	200
VM-ZL3b-x7	VM-CANONICAL	T	T03_UNIQUE_TOKEN_RATIO		0.209344845099	0.152347811111	0.001589340643	0.95	0.149077622652	0.155716418083	200
VM-ZL3b-x7	VM-CANONICAL	T	T04_HAPAX_RATIO		0.690077632217	0.402836540027	0.00872733259704	0.95	0.386476284241	0.419842344142	200
VM-ZL3b-x7	VM-CANONICAL	T	T05_PREFIX_DIVERSITY		0.00327510917031	0.00433646724077	0.000140266123311	0.95	0.00402591745947	0.00454646923097	200
VM-ZL3b-x7	VM-CANONICAL	T	T06_SUFFIX_DIVERSITY		0.00436681222707	0.00586043500728	0.000136473997184	0.95	0.00559006148093	0.00606297990629	200
VM-ZL3b-x7	VM-CANONICAL	T	T07_EDIT_GRAPH_DENSITY		0.000880667248108	0.00112888321018	1.15454588836e-05	0.95	0.00110733429106	0.00115251436725	200
VM-ZL3b-x7	VM-CANONICAL	T	T08_EDIT_GRAPH_GIANT_SHARE		0.83770014556	0.830528729537	0.00384131371894	0.95	0.823518178352	0.838361849478	200
VM-ZL3b-x7	VM-CANONICAL	T	T09_EDIT_GRAPH_CLUSTERING		0.3099957714	0.315064320958	0.00293248104522	0.95	0.30991078056	0.320562437062	200
VM-ZL3b-x7	VM-CANONICAL	T	T10_EDIT_DEGREE_FREQUENCY_SPEARMAN		0.641587925628	0.504270176961	0.00775897820342	0.95	0.488542006135	0.518544098169	200
VM-ZL3b-x7	VM-CANONICAL	T	T11_POSITIONAL_RESTRICTION_DENSITY		0.12962962963	0.137894957983	0.00805637742755	0.95	0.12380952381	0.152380952381	200
VM-ZL3b-x7	VM-CANONICAL	S	S01_TRANSITION_DENSITY	FREQ_GE_5	0.0152768495829	0.00872243946379	0.000263346172651	0.95	0.00829080527067	0.00925687199972	200
VM-ZL3b-x7	VM-CANONICAL	S	S02_TRANSITION_ZERO_DENSITY	FREQ_GE_5	0.984723150417	0.991277560536	0.000263346172651	0.95	0.990743128	0.991709194729	200
VM-ZL3b-x7	VM-CANONICAL	S	S03_TRANSITION_ENTROPY_NORM	FREQ_GE_5	0.681540227662	0.644466728256	0.00145409333538	0.95	0.641682836262	0.647328657356	200
VM-ZL3b-x7	VM-CANONICAL	S	S06_PREFERRED_TRANSITION_FRACTION	FREQ_GE_5	0.0689655172414	0.115653175629	0.021944831255	0.95	0.0731486923303	0.154781746032	200
VM-ZL3b-x7	VM-CANONICAL	S	S07_DEPLETED_TRANSITION_FRACTION	FREQ_GE_5	0.402298850575	0.417629591151	0.0348241818381	0.95	0.348736968725	0.482473604827	200
VM-ZL3b-x7	VM-CANONICAL	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	FREQ_GE_5	0.4465275951	0.395526273529	0.00266854247229	0.95	0.390361750679	0.400532291784	200
VM-ZL3b-x7	VM-CANONICAL	S	S01_TRANSITION_DENSITY	FREQ_GE_10	0.0395410207025	0.0262952600663	0.000728615944416	0.95	0.0247803052361	0.02764	200
VM-ZL3b-x7	VM-CANONICAL	S	S02_TRANSITION_ZERO_DENSITY	FREQ_GE_10	0.960458979298	0.973704739934	0.000728615944416	0.95	0.97236	0.975219694764	200
VM-ZL3b-x7	VM-CANONICAL	S	S03_TRANSITION_ENTROPY_NORM	FREQ_GE_10	0.724278863225	0.691784101465	0.00155046096588	0.95	0.688699119843	0.69486392475	200
VM-ZL3b-x7	VM-CANONICAL	S	S06_PREFERRED_TRANSITION_FRACTION	FREQ_GE_10	0.0777777777778	0.113174715984	0.0208662288701	0.95	0.0706635318704	0.151207250342	200
VM-ZL3b-x7	VM-CANONICAL	S	S07_DEPLETED_TRANSITION_FRACTION	FREQ_GE_10	0.411111111111	0.420222743498	0.0334045665774	0.95	0.354393149665	0.489900417999	200
VM-ZL3b-x7	VM-CANONICAL	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	FREQ_GE_10	0.49255600864	0.452196613976	0.00284889221297	0.95	0.446801049473	0.457701483232	200
VM-ZL3b-x7	VM-CANONICAL	S	S01_TRANSITION_DENSITY	TOP_100	0.3424	0.260427	0.00351651404092	0.95	0.2528975	0.266505	200
VM-ZL3b-x7	VM-CANONICAL	S	S02_TRANSITION_ZERO_DENSITY	TOP_100	0.6576	0.739573	0.00351651404092	0.95	0.733495	0.7471025	200
VM-ZL3b-x7	VM-CANONICAL	S	S03_TRANSITION_ENTROPY_NORM	TOP_100	0.842325079264	0.815057820301	0.00176545387528	0.95	0.811862970183	0.818436869177	200
VM-ZL3b-x7	VM-CANONICAL	S	S06_PREFERRED_TRANSITION_FRACTION	TOP_100	0.0865384615385	0.117150954688	0.0215391992417	0.95	0.0760268878719	0.164198225636	200
VM-ZL3b-x7	VM-CANONICAL	S	S07_DEPLETED_TRANSITION_FRACTION	TOP_100	0.432692307692	0.429084164659	0.0321843145785	0.95	0.368368942157	0.486492465917	200
VM-ZL3b-x7	VM-CANONICAL	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	TOP_100	0.582878688499	0.576487799603	0.00490652988116	0.95	0.567666425343	0.585627688255	200
VM-ZL3b-x7	VM-CANONICAL	S	S01_TRANSITION_DENSITY	TOP_250	0.122704	0.08703728	0.00100635180807	0.95	0.0851488	0.0890096	200
VM-ZL3b-x7	VM-CANONICAL	S	S02_TRANSITION_ZERO_DENSITY	TOP_250	0.877296	0.91296272	0.00100635180807	0.95	0.9109904	0.9148512	200
VM-ZL3b-x7	VM-CANONICAL	S	S03_TRANSITION_ENTROPY_NORM	TOP_250	0.782231816615	0.751309556394	0.00127177544546	0.95	0.748849469682	0.753803972627	200
VM-ZL3b-x7	VM-CANONICAL	S	S06_PREFERRED_TRANSITION_FRACTION	TOP_250	0.08	0.112357262738	0.0207738482479	0.95	0.0742547346271	0.15412371134	200
VM-ZL3b-x7	VM-CANONICAL	S	S07_DEPLETED_TRANSITION_FRACTION	TOP_250	0.45	0.42971891277	0.0307684942254	0.95	0.369286920849	0.486802420083	200
VM-ZL3b-x7	VM-CANONICAL	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	TOP_250	0.547614214256	0.518695896847	0.00308851357482	0.95	0.513133826724	0.524046039779	200
VM-ZL3b-x7	VM-CANONICAL	S	S01_TRANSITION_DENSITY	MATCHED_VOCAB	0.0395410207025	0.0271835034286	0.000309939261537	0.95	0.0266241346723	0.0277636531299	200
VM-ZL3b-x7	VM-CANONICAL	S	S02_TRANSITION_ZERO_DENSITY	MATCHED_VOCAB	0.960458979298	0.972816496571	0.000309939261537	0.95	0.97223634687	0.973375865328	200
VM-ZL3b-x7	VM-CANONICAL	S	S03_TRANSITION_ENTROPY_NORM	MATCHED_VOCAB	0.724278863225	0.693314028684	0.00107272339019	0.95	0.691322683355	0.695234019506	200
VM-ZL3b-x7	VM-CANONICAL	S	S06_PREFERRED_TRANSITION_FRACTION	MATCHED_VOCAB	0.0777777777778	0.112359612969	0.0210035421792	0.95	0.0666304347826	0.15059772296	200
VM-ZL3b-x7	VM-CANONICAL	S	S07_DEPLETED_TRANSITION_FRACTION	MATCHED_VOCAB	0.411111111111	0.421156220726	0.0330901185338	0.95	0.352924465241	0.48196743016	200
VM-ZL3b-x7	VM-CANONICAL	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	MATCHED_VOCAB	0.49255600864	0.454103468202	0.00249316142282	0.95	0.448981942729	0.459095058527	200
VM-ZL3b-x7	VM-CANONICAL	S	S04_REPEATED_BIGRAM_TYPES		2569	8661.4	169.106297931	0.95	8330.975	8989.025	200
VM-ZL3b-x7	VM-CANONICAL	S	S05_REPEATED_TRIGRAM_TYPES		187	7827.45	186.159843951	0.95	7450.625	8185.575	200
VM-ZL3b-x7	VM-CANONICAL	L	L01_LINE_TOKEN_COUNT_MEAN		7.31290622098	7.31185236769	0.0686870950279	0.95	7.18382079851	7.44039461467	200
VM-ZL3b-x7	VM-CANONICAL	L	L02_LINE_SYMBOL_COUNT_MEAN		36.1717734448	36.165371402	0.322754759694	0.95	35.5495357474	36.6835654596	200
VM-ZL3b-x7	VM-CANONICAL	L	L03_BOUNDARY_SPECIALIZATION		0.688622028142	0.698936562463	0.00300349929442	0.95	0.693079148321	0.705015786672	200
VM-ZL3b-x7	VM-CANONICAL	L	L04_POSITION_PROGRESSION		-0.0749907618179	-0.0760592607175	0.00620136467969	0.95	-0.0885077910003	-0.0647010465561	200
VM-ZL3b-x7	VM-CANONICAL	L	L05_LINE_ASYMMETRY		0.706469640225	0.704454718464	0.0184417720739	0.95	0.671568053814	0.741473412705	200
VM-ZL3b-x7	VM-CANONICAL	L	L06_SAME_LINE_COOCCURRENCE_DENSITY	FREQ_GE_5	0.102101048542	0.0626626769354	0.00175871540376	0.95	0.0594431792827	0.0663213993312	200
VM-ZL3b-x7	VM-CANONICAL	L	L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	FREQ_GE_5	0.897898951458	0.937337323065	0.00175871540376	0.95	0.933678600669	0.940556820717	200
VM-ZL3b-x7	VM-CANONICAL	L	L06_SAME_LINE_COOCCURRENCE_DENSITY	FREQ_GE_10	0.230606441806	0.166877412946	0.00420563295625	0.95	0.157451753499	0.174927257309	200
