corpus_id	representation_id	family	metric_id	regime	checkpoint	mean	median	sd	ci_low	ci_high	n_valid
VM-ZL3b-x7	VM-CANONICAL	G	G01_ALPHABET_SIZE		5000	33.48	34	1.26870012217	31	36	100
VM-ZL3b-x7	VM-CANONICAL	G	G02_INITIAL_RESTRICTION_DENSITY		5000	0.336547570959	0.333333333333	0.0366465259548	0.265029325513	0.397121212121	100
VM-ZL3b-x7	VM-CANONICAL	G	G03_FINAL_RESTRICTION_DENSITY		5000	0.0831849838176	0.086974789916	0.0444816202099	0.0281547619048	0.187976539589	100
VM-ZL3b-x7	VM-CANONICAL	G	G04_BIGRAM_OCCUPANCY		5000	0.208139113612	0.208030287143	0.0143272655183	0.18125	0.237903225806	100
VM-ZL3b-x7	VM-CANONICAL	G	G05_TRIGRAM_OCCUPANCY		5000	0.0201989678984	0.0201206675538	0.00235963360904	0.016302297668	0.0252173475211	100
VM-ZL3b-x7	VM-CANONICAL	G	G06_SYMBOL_CONDITIONAL_ENTROPY_NORM		5000	0.414975655551	0.414799340641	0.00540680807957	0.405057915818	0.426860471339	100
VM-ZL3b-x7	VM-CANONICAL	G	G07_HIGHER_ORDER_ENTROPY_REDUCTION		5000	0.0509188804415	0.0509245650172	0.00190414398841	0.046588356671	0.0546110759444	100
VM-ZL3b-x7	VM-CANONICAL	G	G08_MEAN_SYMBOLS_PER_TOKEN		5000	4.94655159517	4.94879986157	0.0364998817343	4.86501819497	5.00636041743	100
VM-ZL3b-x7	VM-CANONICAL	T	T01_MEAN_TOKEN_LENGTH		5000	4.94655159517	4.94879986157	0.0364998817343	4.86501819497	5.00636041743	100
VM-ZL3b-x7	VM-CANONICAL	T	T02_TOKEN_LENGTH_SD		5000	1.8336608895	1.82897384141	0.0209056165271	1.80118440367	1.87746031921	100
VM-ZL3b-x7	VM-CANONICAL	T	T03_UNIQUE_TOKEN_RATIO		5000	0.386077141214	0.3856	0.00672153821585	0.375117534001	0.397833493343	100
VM-ZL3b-x7	VM-CANONICAL	T	T04_HAPAX_RATIO		5000	0.717380344842	0.716767941959	0.00854505780583	0.70053180416	0.734035502549	100
VM-ZL3b-x7	VM-CANONICAL	T	T05_PREFIX_DIVERSITY		5000	0.011505521841	0.0115334278397	0.000722471623294	0.0102616343388	0.0130522272267	100
VM-ZL3b-x7	VM-CANONICAL	T	T06_SUFFIX_DIVERSITY		5000	0.0159110555441	0.0158871002104	0.0010968495389	0.0138118099601	0.0181269876764	100
VM-ZL3b-x7	VM-CANONICAL	T	T07_EDIT_GRAPH_DENSITY		5000	0.00264491958211	0.00263479134217	7.14682015006e-05	0.00251915184556	0.00278770793741	100
VM-ZL3b-x7	VM-CANONICAL	T	T08_EDIT_GRAPH_GIANT_SHARE		5000	0.781185987856	0.781839976774	0.0149673757364	0.745947446825	0.806191568927	100
VM-ZL3b-x7	VM-CANONICAL	T	T09_EDIT_GRAPH_CLUSTERING		5000	0.327327804759	0.328255094612	0.00727351047038	0.31330408893	0.339180662527	100
VM-ZL3b-x7	VM-CANONICAL	T	T10_EDIT_DEGREE_FREQUENCY_SPEARMAN		5000	0.598361926654	0.598474291976	0.0115913579994	0.575916597902	0.617115065313	100
VM-ZL3b-x7	VM-CANONICAL	T	T11_POSITIONAL_RESTRICTION_DENSITY		5000	0.191806216304	0.191919191919	0.0229739782637	0.145747800587	0.235294117647	100
VM-ZL3b-x7	VM-CANONICAL	S	S01_TRANSITION_DENSITY	FREQ_GE_5	5000	0.0374530564498	0.0377167100223	0.00197826085154	0.03320016315	0.0406718109247	100
VM-ZL3b-x7	VM-CANONICAL	S	S02_TRANSITION_ZERO_DENSITY	FREQ_GE_5	5000	0.96254694355	0.962283289978	0.00197826085154	0.959328189075	0.96679983685	100
VM-ZL3b-x7	VM-CANONICAL	S	S03_TRANSITION_ENTROPY_NORM	FREQ_GE_5	5000	0.677787808121	0.677889772284	0.00331181219665	0.671219732518	0.683658329812	100
VM-ZL3b-x7	VM-CANONICAL	S	S06_PREFERRED_TRANSITION_FRACTION	FREQ_GE_5	5000	0	0	0	0	0	100
VM-ZL3b-x7	VM-CANONICAL	S	S07_DEPLETED_TRANSITION_FRACTION	FREQ_GE_5	5000	0	0	0	0	0	100
VM-ZL3b-x7	VM-CANONICAL	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	FREQ_GE_5	5000	0.410431602619	0.411270767567	0.00698557979118	0.396153229267	0.421670260003	100
VM-ZL3b-x7	VM-CANONICAL	S	S01_TRANSITION_DENSITY	FREQ_GE_10	5000	0.100145827479	0.0998629689826	0.00562693703348	0.0899359319937	0.111700733431	100
VM-ZL3b-x7	VM-CANONICAL	S	S02_TRANSITION_ZERO_DENSITY	FREQ_GE_10	5000	0.899854172521	0.900137031017	0.00562693703348	0.888299266569	0.910064068006	100
VM-ZL3b-x7	VM-CANONICAL	S	S03_TRANSITION_ENTROPY_NORM	FREQ_GE_10	5000	0.728924320449	0.728919452358	0.00442424885146	0.721441634027	0.737703582916	100
VM-ZL3b-x7	VM-CANONICAL	S	S06_PREFERRED_TRANSITION_FRACTION	FREQ_GE_10	5000	0	0	0	0	0	100
VM-ZL3b-x7	VM-CANONICAL	S	S07_DEPLETED_TRANSITION_FRACTION	FREQ_GE_10	5000	0	0	0	0	0	100
VM-ZL3b-x7	VM-CANONICAL	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	FREQ_GE_10	5000	0.477045192117	0.476601082149	0.0101736418784	0.456441586223	0.496568301523	100
VM-ZL3b-x7	VM-CANONICAL	S	S01_TRANSITION_DENSITY	TOP_100	5000	0.081815	0.0818	0.00238811117832	0.0765475	0.086305	100
VM-ZL3b-x7	VM-CANONICAL	S	S02_TRANSITION_ZERO_DENSITY	TOP_100	5000	0.918185	0.9182	0.00238811117832	0.913695	0.9234525	100
VM-ZL3b-x7	VM-CANONICAL	S	S03_TRANSITION_ENTROPY_NORM	TOP_100	5000	0.717901263832	0.718239554411	0.00331762732546	0.710900843033	0.723779671009	100
VM-ZL3b-x7	VM-CANONICAL	S	S06_PREFERRED_TRANSITION_FRACTION	TOP_100	5000	0	0	0	0	0	100
VM-ZL3b-x7	VM-CANONICAL	S	S07_DEPLETED_TRANSITION_FRACTION	TOP_100	5000	0	0	0	0	0	100
