token	block	direction	counterpart	raw_count	probability	log2_enrichment
x000078	G0/generic#0	incoming	x000078	0	0.001477104874	-2.437227739
x000078	G0/generic#0	incoming	x000079	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x000080	0	0.001477104874	-1.785151042
x000078	G0/generic#0	incoming	x000081	0	0.001477104874	-1.299724215
x000078	G0/generic#0	incoming	x000082	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x000083	0	0.001477104874	-1.299724215
x000078	G0/generic#0	incoming	x000120	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x000122	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x000123	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x000124	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x000125	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x000609	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x000816	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x000817	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x000818	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x000819	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x000820	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x000821	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x000954	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x000955	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x000956	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x000958	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x000959	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x001044	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x001045	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x001046	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x001047	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x001048	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x001049	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x001068	0	0.001477104874	-1.299724215
x000078	G0/generic#0	incoming	x001069	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x001070	0	0.001477104874	-1.299724215
x000078	G0/generic#0	incoming	x001071	0	0.001477104874	-1.299724215
x000078	G0/generic#0	incoming	x001072	0	0.001477104874	-2.678235838
x000078	G0/generic#0	incoming	x001073	0	0.001477104874	-2.147721122
x000078	G0/generic#0	incoming	x001178	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x001227	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x001228	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x001240	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x001416	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x001417	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x001418	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x001419	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x001420	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x001421	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x001578	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x001579	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x001580	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x001581	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x001582	1	0.004431314623	1.02220388
x000078	G0/generic#0	incoming	x001583	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x001752	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x001753	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x001754	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x001755	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x001756	0	0.001477104874	-1.785151042
x000078	G0/generic#0	incoming	x001757	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x001957	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x001958	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x001959	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x001961	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x002232	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x002233	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x002234	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x002235	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x002236	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x002237	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x002394	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x002395	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x002396	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x002397	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x002398	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x002399	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x002429	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x002776	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x003259	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x003547	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x003804	0	0.001477104874	-1.299724215
x000078	G0/generic#0	incoming	x003805	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x003806	0	0.001477104874	-1.299724215
x000078	G0/generic#0	incoming	x003807	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x003808	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x003809	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x003828	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x003829	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x003830	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x003831	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x003832	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x003833	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x003924	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x003927	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x003928	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x003929	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x003936	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x003938	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x003939	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x003940	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x003941	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x004165	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x004167	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x005322	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x005323	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x005324	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x005325	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x006234	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x006235	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x006236	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x006237	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x006238	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x006239	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x006978	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x006983	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x007710	0	0.001477104874	-0.562758621
x000078	G0/generic#0	incoming	x007714	0	0.001477104874	1.02220388
x000078	G0/generic#0	incoming	x008202	0	0.001477104874	1.02220388
