candidate_id	representation_id	checkpoint	reachable	metric_id	family	regime	candidate_value	candidate_ci_low	candidate_ci_high	vm_value	calibrated_distance	status	reason
C06	MUSIC-R2	5000	true	D_LINE_COHERENCE	D		0.657915117671	0.457005547518	0.478664682356	0.0082196498828	975.202612811	COMPARABLE	
C06	MUSIC-R2	5000	true	D_LINE_EXCLUSIVITY	D		0.181818181818	0	0.182034632035	0.690562833576	70.5190231144	COMPARABLE	
C06	MUSIC-R2	5000	true	D_LINE_PROGRESSION	D		0	0	0	2.55558901486e-05	0.423443934771	COMPARABLE	
C06	MUSIC-R2	5000	true	D_LINE_VARIANCE_SHARE	D		0	0	0	0.211417265334	31.5442911246	COMPARABLE	
C06	MUSIC-R2	5000	true	D_LOCUS_COHERENCE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C06	MUSIC-R2	5000	true	D_LOCUS_EXCLUSIVITY	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C06	MUSIC-R2	5000	true	D_LOCUS_PROGRESSION	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C06	MUSIC-R2	5000	true	D_LOCUS_VARIANCE_SHARE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C06	MUSIC-R2	5000	true	D_PAGE_COHERENCE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C06	MUSIC-R2	5000	true	D_PAGE_EXCLUSIVITY	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C06	MUSIC-R2	5000	true	D_PAGE_PROGRESSION	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C06	MUSIC-R2	5000	true	D_PAGE_VARIANCE_SHARE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C06	MUSIC-R2	5000	true	D_SECTION_COHERENCE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C06	MUSIC-R2	5000	true	D_SECTION_EXCLUSIVITY	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C06	MUSIC-R2	5000	true	D_SECTION_PROGRESSION	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C06	MUSIC-R2	5000	true	D_SECTION_VARIANCE_SHARE	D							NOT_COMPARABLE	candidate or reference metric is not comparable
C06	MUSIC-R2	5000	true	G01_ALPHABET_SIZE	G							NOT_COMPARABLE	metric absent from pre-frozen scale
C06	MUSIC-R2	5000	true	G02_INITIAL_RESTRICTION_DENSITY	G							NOT_COMPARABLE	metric absent from pre-frozen scale
C06	MUSIC-R2	5000	true	G03_FINAL_RESTRICTION_DENSITY	G							NOT_COMPARABLE	metric absent from pre-frozen scale
C06	MUSIC-R2	5000	true	G04_BIGRAM_OCCUPANCY	G		0	0	0	0.292438271605	2.8052894139	COMPARABLE	
C06	MUSIC-R2	5000	true	G05_TRIGRAM_OCCUPANCY	G		0	0	0	0.0336291152263	0.615433287024	COMPARABLE	
