segment_count	segment	checkpoint_n	vocabulary_size	heaps_beta	beta_effective	new_type_rate
4	0	100	88	0.77141889256152973	0	0.2953879941434846
4	0	200	152	0.77141889256152973	0.78849589480628868	0.2953879941434846
4	0	500	315	0.77141889256152973	0.79526300183011822	0.2953879941434846
4	0	1000	552	0.77141889256152973	0.80931643839088963	0.2953879941434846
4	0	2000	927	0.77141889256152973	0.74790107184736176	0.2953879941434846
4	0	4000	1581	0.77141889256152973	0.77019612373283952	0.2953879941434846
4	0	8000	2642	0.77141889256152973	0.74079309888845735	0.2953879941434846
4	0	10928	3228	0.77141889256152973	0.64230537894528994	0.2953879941434846
4	1	100	82	0.75690353843097447	0	0.27132137628111275
4	1	200	154	0.75690353843097447	0.90923453607681892	0.27132137628111275
4	1	500	303	0.75690353843097447	0.73860858737648938	0.27132137628111275
4	1	1000	514	0.75690353843097447	0.76245056572092818	0.27132137628111275
4	1	2000	885	0.75690353843097447	0.78390909577648071	0.27132137628111275
4	1	4000	1430	0.75690353843097447	0.69226578669539207	0.27132137628111275
4	1	8000	2387	0.75690353843097447	0.73918341941602528	0.27132137628111275
4	1	10928	2965	0.75690353843097447	0.69525132870158013	0.27132137628111275
4	2	100	86	0.75220243856975344	0	0.26564787701317716
4	2	200	151	0.75220243856975344	0.81213998462298242	0.26564787701317716
4	2	500	303	0.75220243856975344	0.76007859128940369	0.26564787701317716
4	2	1000	533	0.75220243856975344	0.81481773928622492	0.26564787701317716
4	2	2000	959	0.75220243856975344	0.84739528225895577	0.26564787701317716
4	2	4000	1494	0.75220243856975344	0.63957742777110604	0.26564787701317716
4	2	8000	2332	0.75220243856975344	0.64238764041125895	0.26564787701317716
4	2	10928	2903	0.75220243856975344	0.70223697776609495	0.26564787701317716
4	3	100	75	0.76014296289308447	0	0.24302314941897704
4	3	200	134	0.76014296289308447	0.83727049996189262	0.24302314941897704
4	3	500	299	0.76014296289308447	0.87592697985512946	0.24302314941897704
4	3	1000	501	0.76014296289308447	0.74466511899710364	0.24302314941897704
4	3	2000	859	0.76014296289308447	0.77784752794325607	0.24302314941897704
4	3	4000	1407	0.76014296289308447	0.71189229209806859	0.24302314941897704
4	3	8000	2177	0.76014296289308447	0.62971907895167356	0.24302314941897704
4	3	10929	2656	0.76014296289308447	0.63745930939261564	0.24302314941897704
8	0	100	88	0.77852038827977021	0	0.35779648609077597
8	0	200	152	0.77852038827977021	0.78849589480628868	0.35779648609077597
8	0	500	315	0.77852038827977021	0.79526300183011822	0.35779648609077597
8	0	1000	552	0.77852038827977021	0.80931643839088963	0.35779648609077597
8	0	2000	927	0.77852038827977021	0.74790107184736176	0.35779648609077597
8	0	4000	1581	0.77852038827977021	0.77019612373283952	0.35779648609077597
8	0	5464	1955	0.77852038827977021	0.68080041111084333	0.35779648609077597
8	1	100	83	0.78893669307647252	0	0.35358711566617862
8	1	200	148	0.78893669307647252	0.83441393428202493	0.35358711566617862
8	1	500	329	0.78893669307647252	0.87182533797686823	0.35358711566617862
8	1	1000	570	0.78893669307647252	0.79287433531686291	0.35358711566617862
8	1	2000	972	0.78893669307647252	0.76999439455367624	0.35358711566617862
8	1	4000	1558	0.78893669307647252	0.68066701445588829	0.35358711566617862
8	1	5464	1932	0.78893669307647252	0.6898426452902896	0.35358711566617862
8	2	100	82	0.76202887368079564	0	0.32338945827232796
8	2	200	154	0.76202887368079564	0.90923453607681892	0.32338945827232796
8	2	500	303	0.76202887368079564	0.73860858737648938	0.32338945827232796
8	2	1000	514	0.76202887368079564	0.76245056572092818	0.32338945827232796
8	2	2000	885	0.76202887368079564	0.78390909577648071	0.32338945827232796
8	2	4000	1430	0.76202887368079564	0.69226578669539207	0.32338945827232796
8	2	5464	1767	0.76202887368079564	0.6784794208206969	0.32338945827232796
8	3	100	80	0.79724876824443203	0	0.34937774524158127
8	3	200	144	0.79724876824443203	0.84799690655495175	0.34937774524158127
8	3	500	316	0.79724876824443203	0.85772876083052252	0.34937774524158127
8	3	1000	560	0.79724876824443203	0.82550226876786281	0.34937774524158127
8	3	2000	949	0.79724876824443203	0.76098126007614364	0.34937774524158127
8	3	4000	1570	0.79724876824443203	0.72628456675787922	0.34937774524158127
8	3	5464	1909	0.79724876824443203	0.62684265488988455	0.34937774524158127
8	4	100	86	0.77001511424461688	0	0.33199121522693997
8	4	200	151	0.77001511424461688	0.81213998462298242	0.33199121522693997
8	4	500	303	0.77001511424461688	0.76007859128940369	0.33199121522693997
8	4	1000	533	0.77001511424461688	0.81481773928622492	0.33199121522693997
8	4	2000	959	0.77001511424461688	0.84739528225895577	0.33199121522693997
8	4	4000	1494	0.77001511424461688	0.63957742777110604	0.33199121522693997
8	4	5464	1814	0.77001511424461688	0.62226836518351314	0.33199121522693997
8	5	100	79	0.77798854254627903	0	0.32521961932650073
8	5	200	138	0.77798854254627903	0.80474370860106759	0.32521961932650073
8	5	500	311	0.77798854254627903	0.88677010337110374	0.32521961932650073
8	5	1000	520	0.77798854254627903	0.74159704289785211	0.32521961932650073
8	5	2000	848	0.77798854254627903	0.70555264153474473	0.32521961932650073
8	5	4000	1439	0.77798854254627903	0.7629304221770985	0.32521961932650073
8	5	5464	1777	0.77798854254627903	0.67645744401046604	0.32521961932650073
8	6	100	75	0.78422114423471756	0	0.31332357247437775
8	6	200	134	0.78422114423471756	0.83727049996189262	0.31332357247437775
8	6	500	299	0.78422114423471756	0.87592697985512946	0.31332357247437775
8	6	1000	501	0.78422114423471756	0.74466511899710364	0.31332357247437775
8	6	2000	859	0.78422114423471756	0.77784752794325607	0.31332357247437775
8	6	4000	1407	0.78422114423471756	0.71189229209806859	0.31332357247437775
8	6	5464	1712	0.78422114423471756	0.62908248771039665	0.31332357247437775
8	7	100	81	0.75270492483505036	0	0.30192131747483991
8	7	200	144	0.75270492483505036	0.83007499855768818	0.30192131747483991
8	7	500	298	0.75270492483505036	0.79372208146408463	0.30192131747483991
8	7	1000	519	0.75270492483505036	0.80042220789571861	0.30192131747483991
8	7	2000	849	0.75270492483505036	0.71003001519515851	0.30192131747483991
8	7	4000	1333	0.75270492483505036	0.65084032153593463	0.30192131747483991
8	7	5465	1650	0.75270492483505036	0.68363960150515679	0.30192131747483991
