corpus_id	representation_id	family	metric_id	regime	checkpoint_requested	checkpoint_actual	replicate	seed	value	comparable
C01	LATIN-EXPANDED	G	G01_ALPHABET_SIZE		5000	4998	0	3025155532314568695	30	true
C01	LATIN-EXPANDED	G	G02_INITIAL_RESTRICTION_DENSITY		5000	4998	0	3025155532314568695	0.166666666667	true
C01	LATIN-EXPANDED	G	G03_FINAL_RESTRICTION_DENSITY		5000	4998	0	3025155532314568695	0.2	true
C01	LATIN-EXPANDED	G	G04_BIGRAM_OCCUPANCY		5000	4998	0	3025155532314568695	0.381111111111	true
C01	LATIN-EXPANDED	G	G05_TRIGRAM_OCCUPANCY		5000	4998	0	3025155532314568695	0.0660740740741	true
C01	LATIN-EXPANDED	G	G06_SYMBOL_CONDITIONAL_ENTROPY_NORM		5000	4998	0	3025155532314568695	0.653402741509	true
C01	LATIN-EXPANDED	G	G07_HIGHER_ORDER_ENTROPY_REDUCTION		5000	4998	0	3025155532314568695	0.143714304352	true
C01	LATIN-EXPANDED	G	G08_MEAN_SYMBOLS_PER_TOKEN		5000	4998	0	3025155532314568695	5.55322128852	true
C01	LATIN-EXPANDED	T	T01_MEAN_TOKEN_LENGTH		5000	4998	0	3025155532314568695	5.55322128852	true
C01	LATIN-EXPANDED	T	T02_TOKEN_LENGTH_SD		5000	4998	0	3025155532314568695	2.92569521729	true
C01	LATIN-EXPANDED	T	T03_UNIQUE_TOKEN_RATIO		5000	4998	0	3025155532314568695	0.503401360544	true
C01	LATIN-EXPANDED	T	T04_HAPAX_RATIO		5000	4998	0	3025155532314568695	0.77066772655	true
C01	LATIN-EXPANDED	T	T05_PREFIX_DIVERSITY		5000	4998	0	3025155532314568695	0.00993640699523	true
C01	LATIN-EXPANDED	T	T06_SUFFIX_DIVERSITY		5000	4998	0	3025155532314568695	0.00953895071542	true
C01	LATIN-EXPANDED	T	T07_EDIT_GRAPH_DENSITY		5000	4998	0	3025155532314568695	0.000571135982199	true
C01	LATIN-EXPANDED	T	T08_EDIT_GRAPH_GIANT_SHARE		5000	4998	0	3025155532314568695	0.195548489666	true
C01	LATIN-EXPANDED	T	T09_EDIT_GRAPH_CLUSTERING		5000	4998	0	3025155532314568695	0.392803357533	true
C01	LATIN-EXPANDED	T	T10_EDIT_DEGREE_FREQUENCY_SPEARMAN		5000	4998	0	3025155532314568695	0.31501111849	true
