metric_id	family	regime	value	status	reason
D_LINE_COHERENCE	D		0.333794469342	COMPARABLE	
D_LINE_EXCLUSIVITY	D		0.253456221198	COMPARABLE	
D_LINE_PROGRESSION	D		0	COMPARABLE	
D_LINE_VARIANCE_SHARE	D		0	COMPARABLE	
D_LOCUS_COHERENCE	D			NOT_COMPARABLE	locus not observed
D_LOCUS_EXCLUSIVITY	D			NOT_COMPARABLE	locus not observed
D_LOCUS_PROGRESSION	D			NOT_COMPARABLE	locus not observed
D_LOCUS_VARIANCE_SHARE	D			NOT_COMPARABLE	locus not observed
D_PAGE_COHERENCE	D		0.33757254631	COMPARABLE	
D_PAGE_EXCLUSIVITY	D		0.359447004608	COMPARABLE	
D_PAGE_PROGRESSION	D		0	COMPARABLE	
D_PAGE_VARIANCE_SHARE	D		0	COMPARABLE	
D_SECTION_COHERENCE	D			NOT_COMPARABLE	section not observed
D_SECTION_EXCLUSIVITY	D			NOT_COMPARABLE	section not observed
D_SECTION_PROGRESSION	D			NOT_COMPARABLE	section not observed
D_SECTION_VARIANCE_SHARE	D			NOT_COMPARABLE	section not observed
G01_ALPHABET_SIZE	G		44	COMPARABLE	
G02_INITIAL_RESTRICTION_DENSITY	G		0.318181818182	COMPARABLE	
G03_FINAL_RESTRICTION_DENSITY	G		0.681818181818	COMPARABLE	
G04_BIGRAM_OCCUPANCY	G		0.11208677686	COMPARABLE	
G05_TRIGRAM_OCCUPANCY	G		0	COMPARABLE	
G06_SYMBOL_CONDITIONAL_ENTROPY_NORM	G		0.364677324954	COMPARABLE	
G07_HIGHER_ORDER_ENTROPY_REDUCTION	G		0.364677324954	COMPARABLE	
G08_MEAN_SYMBOLS_PER_TOKEN	G		2	COMPARABLE	
L01_LINE_TOKEN_COUNT_MEAN	L		22.3166368515	COMPARABLE	
L02_LINE_SYMBOL_COUNT_MEAN	L		44.633273703	COMPARABLE	
L03_BOUNDARY_SPECIALIZATION	L		0.552995391705	COMPARABLE	
L04_POSITION_PROGRESSION	L		0	COMPARABLE	
L05_LINE_ASYMMETRY	L		0.23012172651	COMPARABLE	
L06_SAME_LINE_COOCCURRENCE_DENSITY	L	FREQ_GE_10	0.725857353251	COMPARABLE	
L06_SAME_LINE_COOCCURRENCE_DENSITY	L	FREQ_GE_5	0.624373710581	COMPARABLE	
L06_SAME_LINE_COOCCURRENCE_DENSITY	L	MATCHED_VOCAB	0.27756443079	COMPARABLE	
L06_SAME_LINE_COOCCURRENCE_DENSITY	L	TOP_100	0.717575757576	COMPARABLE	
L06_SAME_LINE_COOCCURRENCE_DENSITY	L	TOP_250	0.27756443079	COMPARABLE	
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	L	FREQ_GE_10	0.274142646749	COMPARABLE	
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	L	FREQ_GE_5	0.375626289419	COMPARABLE	
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	L	MATCHED_VOCAB	0.72243556921	COMPARABLE	
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	L	TOP_100	0.282424242424	COMPARABLE	
L07_SAME_LINE_NONCOOCCURRENCE_DENSITY	L	TOP_250	0.72243556921	COMPARABLE	
S01_TRANSITION_DENSITY	S	FREQ_GE_10	0.291128696377	COMPARABLE	
S01_TRANSITION_DENSITY	S	FREQ_GE_5	0.21732778143	COMPARABLE	
S01_TRANSITION_DENSITY	S	MATCHED_VOCAB	0.0687846418484	COMPARABLE	
S01_TRANSITION_DENSITY	S	TOP_100	0.282	COMPARABLE	
S01_TRANSITION_DENSITY	S	TOP_250	0.0687846418484	COMPARABLE	
S02_TRANSITION_ZERO_DENSITY	S	FREQ_GE_10	0.708871303623	COMPARABLE	
S02_TRANSITION_ZERO_DENSITY	S	FREQ_GE_5	0.78267221857	COMPARABLE	
S02_TRANSITION_ZERO_DENSITY	S	MATCHED_VOCAB	0.931215358152	COMPARABLE	
S02_TRANSITION_ZERO_DENSITY	S	TOP_100	0.718	COMPARABLE	
S02_TRANSITION_ZERO_DENSITY	S	TOP_250	0.931215358152	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM	S	FREQ_GE_10	0.796467731588	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM	S	FREQ_GE_5	0.77223949768	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM	S	MATCHED_VOCAB	0.690023713885	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM	S	TOP_100	0.793723738399	COMPARABLE	
S03_TRANSITION_ENTROPY_NORM	S	TOP_250	0.690023713885	COMPARABLE	
S04_REPEATED_BIGRAM_TYPES	S		1734	COMPARABLE	
S05_REPEATED_TRIGRAM_TYPES	S		1864	COMPARABLE	
S06_PREFERRED_TRANSITION_FRACTION	S	FREQ_GE_10	0.133226324238	COMPARABLE	
S06_PREFERRED_TRANSITION_FRACTION	S	FREQ_GE_5	0.136655948553	COMPARABLE	
S06_PREFERRED_TRANSITION_FRACTION	S	MATCHED_VOCAB	0.135313531353	COMPARABLE	
S06_PREFERRED_TRANSITION_FRACTION	S	TOP_100	0.133440514469	COMPARABLE	
S06_PREFERRED_TRANSITION_FRACTION	S	TOP_250	0.135313531353	COMPARABLE	
S07_DEPLETED_TRANSITION_FRACTION	S	FREQ_GE_10	0.428571428571	COMPARABLE	
S07_DEPLETED_TRANSITION_FRACTION	S	FREQ_GE_5	0.421221864952	COMPARABLE	
S07_DEPLETED_TRANSITION_FRACTION	S	MATCHED_VOCAB	0.419141914191	COMPARABLE	
S07_DEPLETED_TRANSITION_FRACTION	S	TOP_100	0.427652733119	COMPARABLE	
S07_DEPLETED_TRANSITION_FRACTION	S	TOP_250	0.419141914191	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	FREQ_GE_10	0.415422635539	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	FREQ_GE_5	0.403957163576	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	MATCHED_VOCAB	0.358626954551	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	TOP_100	0.414089248569	COMPARABLE	
S08_HIGHER_ORDER_PREDICTIVE_GAIN	S	TOP_250	0.358626954551	COMPARABLE	
T01_MEAN_TOKEN_LENGTH	T		2	COMPARABLE	
T02_TOKEN_LENGTH_SD	T		0	COMPARABLE	
T03_UNIQUE_TOKEN_RATIO	T		0.0173947895792	COMPARABLE	
T04_HAPAX_RATIO	T		0.225806451613	COMPARABLE	
T05_PREFIX_DIVERSITY	T		0.138248847926	COMPARABLE	
T06_SUFFIX_DIVERSITY	T		0.0645161290323	COMPARABLE	
T07_EDIT_GRAPH_DENSITY	T		0.128008192524	COMPARABLE	
T08_EDIT_GRAPH_GIANT_SHARE	T		1	COMPARABLE	
T09_EDIT_GRAPH_CLUSTERING	T		0.608934137396	COMPARABLE	
T10_EDIT_DEGREE_FREQUENCY_SPEARMAN	T		0.87874440725	COMPARABLE	
T11_POSITIONAL_RESTRICTION_DENSITY	T		0.666666666667	COMPARABLE	
