corpus_id	representation_id	family	metric_id	regime	estimate	bootstrap_mean	bootstrap_sd	ci_level	ci_low	ci_high	n_valid
C06	MUSIC-R3	G	G01_ALPHABET_SIZE		44	42.485	1.24890952435	0.95	40	44	200
C06	MUSIC-R3	G	G02_INITIAL_RESTRICTION_DENSITY		0.318181818182	0.320118468127	0.0121798681778	0.95	0.302325581395	0.341463414634	200
C06	MUSIC-R3	G	G03_FINAL_RESTRICTION_DENSITY		0.681818181818	0.679881531873	0.0121798681778	0.95	0.658536585366	0.697674418605	200
C06	MUSIC-R3	G	G04_BIGRAM_OCCUPANCY		0.11208677686	0.106391404209	0.00662902343747	0.95	0.0945001089279	0.119582391434	200
C06	MUSIC-R3	G	G05_TRIGRAM_OCCUPANCY		0	0	0	0.95	0	0	200
C06	MUSIC-R3	G	G06_SYMBOL_CONDITIONAL_ENTROPY_NORM		0.364677324954	0.365316953482	0.00509887035179	0.95	0.356652110957	0.375891786066	200
C06	MUSIC-R3	G	G07_HIGHER_ORDER_ENTROPY_REDUCTION		0.364677324954	0.365316953482	0.00509887035179	0.95	0.356652110957	0.375891786066	200
C06	MUSIC-R3	G	G08_MEAN_SYMBOLS_PER_TOKEN		2	2	0	0.95	2	2	200
C06	MUSIC-R3	T	T01_MEAN_TOKEN_LENGTH		2	2	0	0.95	2	2	200
C06	MUSIC-R3	T	T02_TOKEN_LENGTH_SD		0	0	0	0.95	0	0	200
C06	MUSIC-R3	T	T03_UNIQUE_TOKEN_RATIO		0.0173947895792	0.0153689066378	0.000665537603865	0.95	0.0139142924397	0.0165183827406	200
C06	MUSIC-R3	T	T04_HAPAX_RATIO		0.225806451613	0.140035118994	0.0297552059775	0.95	0.084981741573	0.20204782197	200
C06	MUSIC-R3	T	T05_PREFIX_DIVERSITY		0.138248847926	0.150936457606	0.00758185139467	0.95	0.137737620429	0.165768876611	200
C06	MUSIC-R3	T	T06_SUFFIX_DIVERSITY		0.0645161290323	0.0710563115662	0.00410427348423	0.95	0.0634069381956	0.0786853932584	200
C06	MUSIC-R3	T	T07_EDIT_GRAPH_DENSITY		0.128008192524	0.136552192626	0.00418342842982	0.95	0.130794655962	0.147975969481	200
C06	MUSIC-R3	T	T08_EDIT_GRAPH_GIANT_SHARE		1	1	0	0.95	1	1	200
C06	MUSIC-R3	T	T09_EDIT_GRAPH_CLUSTERING		0.608934137396	0.620265943502	0.0123753351724	0.95	0.600971378211	0.644848446668	200
C06	MUSIC-R3	T	T10_EDIT_DEGREE_FREQUENCY_SPEARMAN		0.87874440725	0.861826833074	0.0229769902425	0.95	0.817568275263	0.906716929034	200
C06	MUSIC-R3	T	T11_POSITIONAL_RESTRICTION_DENSITY		0.666666666667	0.666666666667	1.33226762955e-15	0.95	0.666666666667	0.666666666667	200
C06	MUSIC-R3	S	S01_TRANSITION_DENSITY	FREQ_GE_5	0.21732778143	0.169294829143	0.0124723067039	0.95	0.145165000695	0.193111268883	200
C06	MUSIC-R3	S	S02_TRANSITION_ZERO_DENSITY	FREQ_GE_5	0.78267221857	0.830705170857	0.0124723067039	0.95	0.806888731117	0.854834999305	200
C06	MUSIC-R3	S	S03_TRANSITION_ENTROPY_NORM	FREQ_GE_5	0.77223949768	0.753761663345	0.00574919356966	0.95	0.740685007289	0.763777545665	200
C06	MUSIC-R3	S	S06_PREFERRED_TRANSITION_FRACTION	FREQ_GE_5	0.136655948553	0.136164425671	0.0074352503453	0.95	0.12031865295	0.150862846057	200
C06	MUSIC-R3	S	S07_DEPLETED_TRANSITION_FRACTION	FREQ_GE_5	0.421221864952	0.435686830379	0.0138580197924	0.95	0.410647097468	0.464794367909	200
C06	MUSIC-R3	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	FREQ_GE_5	0.403957163576	0.419074553515	0.00516527797464	0.95	0.409565783493	0.429296714722	200
C06	MUSIC-R3	S	S01_TRANSITION_DENSITY	FREQ_GE_10	0.291128696377	0.23971958812	0.00998272565827	0.95	0.221568510149	0.260521031583	200
C06	MUSIC-R3	S	S02_TRANSITION_ZERO_DENSITY	FREQ_GE_10	0.708871303623	0.76028041188	0.00998272565827	0.95	0.739478968417	0.778431489851	200
C06	MUSIC-R3	S	S03_TRANSITION_ENTROPY_NORM	FREQ_GE_10	0.796467731588	0.781634681376	0.00371727932429	0.95	0.773801559782	0.788903487395	200
C06	MUSIC-R3	S	S06_PREFERRED_TRANSITION_FRACTION	FREQ_GE_10	0.133226324238	0.134984353119	0.00738710197627	0.95	0.12165172956	0.148651440697	200
C06	MUSIC-R3	S	S07_DEPLETED_TRANSITION_FRACTION	FREQ_GE_10	0.428571428571	0.43741386621	0.0141232547944	0.95	0.41	0.465786985646	200
C06	MUSIC-R3	S	S08_HIGHER_ORDER_PREDICTIVE_GAIN	FREQ_GE_10	0.415422635539	0.43531853472	0.00436343630235	0.95	0.425901317268	0.443562891299	200
C06	MUSIC-R3	S	S01_TRANSITION_DENSITY	TOP_100	0.282	0.231025	0.00334975745391	0.95	0.223795	0.236105	200
C06	MUSIC-R3	S	S02_TRANSITION_ZERO_DENSITY	TOP_100	0.718	0.768975	0.00334975745391	0.95	0.763895	0.776205	200
C06	MUSIC-R3	S	S03_TRANSITION_ENTROPY_NORM	TOP_100	0.793723738399	0.778635295247	0.00235661695285	0.95	0.773456373855	0.783122366815	200
C06	MUSIC-R3	S	S06_PREFERRED_TRANSITION_FRACTION	TOP_100	0.133440514469	0.135339525458	0.00728492758648	0.95	0.121520137953	0.148407035246	200
